DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
3509374.09;0;ALMADA;84060.26;99154.29;T1_1503;13277887.69;202525.33;6147285.51;T1;616079.77;122077.04;11472028.3;1503;884488.03;1612843.37;921371.36
599124.8;0;ALMEIDA;24713.74;50879.74;T1_0902;1781067.29;17624.66;552294.24;T1;43445.06;29639.09;1469367.8;0902;163021.86;300324.1;148677.63
1339618.24;12500;ALMEIRIM;63807.48;55276.11;T1_1403;3114680.92;24663.44;945719.09;T1;96659.53;48364.38;2639374.78;1403;198698.64;329374.01;276607.5
479256.93;0;ALMODÔVAR;52927.69;192459.52;T1_0202;2476724.35;13235.26;887131.37;T1;376680.44;50721.69;1606449.55;0202;197485.46;226825.99;672789.34
304758.61;0;ALPIARÇA;0;4181.3;T1_1404;1493519.36;89992.54;661331.37;T1;90627.85;1206.82;1200110.32;1404;197393.07;144027.8;96015.97
249500.04;23282.37;ALTER DO CHÃO;0;2363.09;T1_1201;1183900.05;2383.82;604928.62;T1;102331.15;77667.89;913031.06;1201;65224.49;56218.58;205644.5
584042.65;0;ALVAIÁZERE;164944.04;189647.94;T1_1002;1990178.44;13966.95;363326.92;T1;438097.03;149917.64;1010878.37;1002;36693.42;49541.85;942606.65
145399.29;0;ALVITO;7766.46;371.46;T1_0203;812590.43;2297.39;474813.42;T1;24696.33;0;722665.92;0203;57090.26;100155.82;32834.25
4652510.43;7064.53;AMADORA;207104.15;217268.56;T1_1115;13578271.36;14468.45;6165380.92;T1;183658.61;57531.16;12514489.76;1115;391154.59;1682129.96;672627.01
1841360.37;0;AMARANTE;9722.35;175151.19;T1_1301;5572537.67;39340.14;2245817.46;T1;50073.39;188162.57;4406533.69;1301;742894.48;280015.72;423109.5
524936.33;0;AMARES;178953.33;103961.05;T1_0301;2854890.8;39377.8;872350.85;T1;64192.59;18721.24;1598540.65;0301;890521.94;161875.67;365828.21
959758.27;26249.5;ANADIA;432411.46;208621.29;T1_0103;4003486.43;30820.33;937134.73;T1;330858.44;623883.39;2167122.22;0103;214340.13;239408.89;1622024.08
371379.01;81189;ANGRA DO HEROÍSMO;0;113512.94;T1_4301;2592567.13;19405.02;1074771.47;T1;43680.19;24814.1;2018982.79;4301;310388.11;553427.29;263196.23
2112044.96;857;ANSIÃO;627996.58;903818.41;T1_1003;5851425.7;119333;532193.09;T1;295474.14;475242.96;3101216.25;1003;446820.36;337645.2;2303389.09
887328.4;133750;ARCOS DE VALDEVEZ;74548.91;586600.77;T1_1601;4238198.66;20305.18;1180180.86;T1;234115.28;178588.88;2380469.41;1601;650125.41;292654.97;1207603.84
501120.47;0;ARGANIL;2961.03;73182.2;T1_0601;1971645.28;24128.56;784298.54;T1;80329.59;98739.79;1404361.52;0601;312071.15;94813.95;255212.61
864439.97;0;ARMAMAR;5565;140159.42;T1_1801;2603283.31;109389.92;627855.29;T1;110194.79;42605.63;1706705.96;1801;598052.51;105020.78;298524.84
1017068.49;6801.3;AROUCA;34277.93;240414.71;T1_0104;2971675.37;1577.59;778261.05;T1;120564.78;325173.77;1996755.62;0104;247687.26;199848.49;727232.49
490831.01;0;ARRAIOLOS;105468.02;0;T1_0702;1963306.32;14044.64;646174.36;T1;238425.24;17674.38;1359132.77;0702;242605.91;208082.76;361567.64
301212.52;31608.7;ARRONCHES;159.2;6505.07;T1_1202;1071607.32;3041.53;379945.51;T1;134554.19;21543.73;824054.45;1202;53181.98;139854.89;194370.89
2035140.9;0;ARRUDA DOS VINHOS;11439.38;178562.11;T1_1102;3737123.89;15325.74;859351.67;T1;57571.88;238989.04;3124263.14;1102;126298.34;214444.83;486562.41
1143889.1;601432.4;AVEIRO;82911.09;118142.51;T1_0105;7509616.11;256649.45;2574554.78;T1;416328.69;215592.89;5098715.68;0105;976492.85;1123622.35;1434407.58
379383.63;0;AVIS;18200.08;37486.09;T1_1203;1984093.82;21376.87;782001.24;T1;216444.48;5265.37;1346216.89;1203;360480.91;163455.15;277396.02
744705.71;0;AZAMBUJA;59042.7;18462.39;T1_1103;2856103.29;26436.41;1367161.15;T1;25503.67;7720.75;2300780.34;1103;444593.44;162477.07;110729.51
956507.06;105161;BAIÃO;399892.37;196015.78;T1_1302;3697247.48;14989.13;1169670.48;T1;67238.68;333191.33;2306819.15;1302;288929.17;165652.48;1101499.16
2730617.73;154.68;BARCELOS;10907.4;161967.15;T1_0302;11860430.65;1822.75;2966453.89;T1;664305.92;988773.37;7591650.61;0302;2442671.52;1892756.24;1826108.52
99616.94;1127.5;BARRANCOS;0;3505.42;T1_0204;878525.63;21632.15;456824.83;T1;33108.49;173.63;705262.03;0204;135348.56;127188.11;37915.04
1673613.83;6926.92;BARREIRO;60311.74;91595.47;T1_1504;7079380.35;24892.9;3479268.72;T1;78677.85;43672.98;6019164.21;1504;779031.18;841388.76;281184.96
1000001.42;0;BATALHA;10750.31;81049.37;T1_1004;1866461.18;7000.44;426623.8;T1;30280.44;106297.92;1595428.77;1004;42654.37;161803.11;228378.04
1033133.49;886.4;BEJA;3319.8;76931.58;T1_0205;4427834.72;20712.1;1951002.78;T1;460615.78;64668.58;3532393.03;0205;289019.55;527544.66;606422.14
518748.31;0;BELMONTE;1168.5;70977.91;T1_0501;1354300.17;8948.13;229398.42;T1;59432.28;213904.2;883653.88;0501;125163.4;126559.02;345482.89
731708.23;11393.21;BENAVENTE;0;0;T1_1405;2737523.36;5697.3;1425598.84;T1;472.37;28997.21;2417305.88;1405;279354.69;254301.51;40862.79
741616.39;0;BOMBARRAL;63603.73;41896.55;T1_1005;2405988.34;46045.83;787167.95;T1;41346.15;442824.24;1650896.05;1005;165421.62;76065.88;589670.67
296084.37;28000;BORBA;13307.44;4658.09;T1_0703;2063841.67;44941.04;724823.46;T1;34756.98;654440.13;1136381.8;0703;192297.23;70532.93;735162.64
382855.67;5704.2;BOTICAS;13280.09;6210.06;T1_1702;1395628.29;12590.55;527285.79;T1;127426.05;0;987184.04;1702;255823.85;64452.03;152620.4
3737974.47;0;BRAGA;0;498932.31;T1_0303;21241807.42;241572.14;6072459.93;T1;925995.29;1050983.2;15210275.33;0303;3555621.29;5158268.79;2475910.8
2144773.47;30501.79;BRAGANÇA;90238.06;23817.52;T1_0402;7761505.32;47409.73;1569022.72;T1;317678.53;1777057.14;4026568.77;0402;1495643.51;265362.85;2239293.04
359001.94;244886.26;CABECEIRAS DE BASTO;76220.57;293196.79;T1_0304;3114570.79;33839.94;1105912.6;T1;83916.26;83776.97;1765595.42;0304;566978.52;266840.94;781996.85
827477.15;0;CADAVAL;10983.33;102298.15;T1_1104;2007020.01;15367.04;849277.34;T1;18272.31;14938.1;1802212.76;1104;58315.36;110091.23;146491.89
1271816.34;40000;CALDAS DA RAINHA;0;609028.36;T1_1006;4071302.07;19878.63;1145328.54;T1;187031.92;14667.56;2897191.78;1006;323382.45;460168.27;850727.84
677005.42;0;CALHETA (MADEIRA);18615.55;2765172.76;T1_3101;5057632.47;659618.09;493679.59;T1;95883.91;1878.67;1937708;3101;238373.58;107404.9;2881550.89
130091.03;0;CALHETA (SÃO JORGE);16323.58;45346.23;T1_4501;943877.5;42869.99;417586.62;T1;53570.16;0;600209.75;4501;228427.78;9662.11;115239.97
1896344.91;18030.8;CÂMARA DE LOBOS;123016.76;2670771.77;T1_3102;6090345.91;24366.23;815582.21;T1;72117.57;0;2938271.47;3102;268137.54;201978.12;2883936.9
1371512.14;0;CAMINHA;89748.08;268614.5;T1_1602;3557506.47;91876.27;1102790.55;T1;107672.11;217641.01;2682536.63;1602;191294.14;116357.67;683675.7
408426.93;5444.44;CAMPO MAIOR;3077.56;26309.88;T1_1204;1537823.67;27825.95;778408.65;T1;57863.35;8672.24;1412142.71;1204;24313.49;197481.18;101367.47
668120.92;182501.41;CANTANHEDE;1005.04;151038.84;T1_0602;3186738.28;90990.16;1086127.76;T1;126477.81;199886.48;2077970.78;0602;447857.92;232731.94;660909.58
195399.97;0;CARRAZEDA DE ANSIÃES;0;0;T1_0403;1232263.1;9012.03;568374.12;T1;753.57;122292.66;898035.99;0403;211180.88;125249.87;123046.23
423257.07;17500;CARREGAL DO SAL;1275.01;164941.28;T1_1802;1423570.86;11235.48;466034.15;T1;5737.78;5603.34;1073053.13;1802;155460.32;172526.43;195057.41
279460.54;0;CARTAXO;0;0;T1_1406;2072291.52;35272.96;1325672.14;T1;112384.57;3241.53;1758424.33;1406;198241.09;118018.69;115626.1
8847564.15;10445;CASCAIS;0;867156.16;T1_1105;26439249.66;83652.92;7359047.65;T1;1034289.78;904625.89;22363924.22;1105;1258808.61;6073659.5;2816516.83
140216.34;0;CASTANHEIRA DE PÊRA;0;3275.49;T1_1007;623323.82;50391.01;327611.66;T1;3729.02;14488.32;570764.53;1007;31066.46;52545.52;21492.83
1148540.76;740809.07;CASTELO BRANCO;94761.4;1045355.18;T1_0502;8466099.07;1958.01;1591782.17;T1;701949.04;1375681.31;3618379.46;0502;889163.61;876098.52;3958556
705986.11;259.46;CASTELO DE PAIVA;11146.3;22160.08;T1_0106;1808804.64;73696.29;702167.69;T1;60193.2;870.54;1711156.37;0106;3018.69;229306.28;94629.58
348091.06;0;CASTELO DE VIDE;50643.3;25045.66;T1_1205;1170078.51;0;550286.8;T1;102800.31;3770;967354.51;1205;20464.73;68976.65;182259.27
969153.14;22591.65;CASTRO DAIRE;25533.89;212872.41;T1_1803;2733665.23;26276.79;1021954.71;T1;38980.89;8165.66;2241191.12;1803;184329.61;223806.48;308144.5
1059669.24;11313.39;CASTRO MARIM;3226.29;3783.07;T1_0804;2080924.27;4779.43;628319.26;T1;3623.58;0;1998760.68;0804;60217.26;305992.75;21946.33
569729.75;4394.22;CASTRO VERDE;9615.69;26199.76;T1_0206;2043830.41;15047.75;870350.86;T1;66797.76;2089.61;1722066.15;0206;212667.22;266937.79;109097.04
388712.78;16000;CELORICO DA BEIRA;0;10077.84;T1_0903;1563864.5;33574.59;776648.32;T1;27397.62;41385.31;1351200.37;0903;117803.36;152264.68;94860.77
939735.41;18603.42;CELORICO DE BASTO;973.22;628414.07;T1_0305;3545647.21;18060.41;1103929.56;T1;185548.05;2507.76;2292284.92;0305;417315.77;230559.54;836046.52
679371.92;44237.74;CHAMUSCA;959376.15;976968.51;T1_1407;5235464.46;53525.71;817923.67;T1;399947.8;241036.66;1745750.43;1407;868147.17;194929.13;2621566.86
5019706.18;0;CHAVES;456283.48;1102940.85;T1_1703;11994357.31;330315.15;2357641.73;T1;990740.03;465646.43;8080781.76;1703;897964.76;373118.7;3015610.79
757865.98;24673.28;CINFÃES;119808.82;67836.78;T1_1804;2773381.69;449.93;978838.4;T1;161007.18;225283.37;2084575.95;1804;90196.31;347421.64;598609.43
3383164.74;657989.36;COIMBRA;0;284535.55;T1_0603;17013055.36;192149.5;6084395.91;T1;945136.12;198428.04;12478713.97;0603;2448252.32;2819003.82;2086089.07
969270.64;0;CONDEIXA-A-NOVA;32999.48;13662.54;T1_0604;2409096.87;10526.03;768372.41;T1;252108.21;109749.58;1827654.43;0604;172922.63;79485.35;408519.81
307068.77;11673.08;CONSTÂNCIA;5179.79;3955.58;T1_1408;1425434.56;27527.05;484321.84;T1;77442.67;182115.27;876838.29;1408;268229.88;57920.63;280366.39
713625.81;5035;CORUCHE;6350.02;58179.97;T1_1409;2678097.62;7485.11;1379865.97;T1;141035.36;42541.16;2339579.96;1409;85376.15;238603.07;253141.51
51818.04;0;CORVO;204589.62;64352.3;T1_4901;554277.55;1880.45;117029.15;T1;57476.73;0;179348.14;4901;48510.76;8620.5;326418.65
1798138.96;157692.19;COVILHÃ;12208.26;1084071.12;T1_0503;8345169.06;155212.45;1287292.13;T1;710738.32;736178.1;3876533.29;0503;1767747.78;635889.75;2700887.99
442324.88;0;CRATO;28778.21;32474.87;T1_1206;1833510.49;19216.1;468151.61;T1;584340.59;16160.88;1043741.14;1206;128014.8;114048.55;661754.55
251807.86;0;CUBA;25674.74;628.34;T1_0207;968940.77;5137.34;474811.6;T1;44977.56;0;843033.62;0207;54626.51;111276.82;71280.64
1376936.22;290757.42;ELVAS;2344.29;832355.89;T1_1207;4998167.69;5805.55;1302162;T1;246613.16;257937.89;3304675.99;1207;63483.05;619772.22;1630008.65
1377602.66;0;ENTRONCAMENTO;706342.18;114831.07;T1_1410;4352207.05;66805.88;1182703.56;T1;317945.47;81351.61;2928987.9;1410;202748.82;301875.8;1220470.33
1156370.78;269280;ESPINHO;5015.22;364560.29;T1_0107;6480035.46;22151.18;2132268.5;T1;1192578.3;770188.95;3640055.05;0107;238357.65;329264.59;2601622.76
816862.14;75000;ESPOSENDE;0;507416.1;T1_0306;3735909.14;10086.41;901081.33;T1;338352.9;271622.24;2227412.95;0306;316104.95;499383.07;1192391.24
761935.26;58143.3;ESTARREJA;64821.4;266500.57;T1_0108;3621250.46;20812.17;1091378.61;T1;307888.06;394362.92;2186599.11;0108;342935.1;312473.07;1091716.25
1353754.12;0;ESTREMOZ;15556.01;74437.54;T1_0704;4726709.82;82695.13;999632.24;T1;954765.71;718658.78;2778550.55;0704;184741.23;342469.06;1763418.04
1047309.13;7749;ÉVORA;0;0;T1_0705;7713511.4;254046.49;4011333.11;T1;108069.87;20691.18;5492184.96;0705;2084816.39;179496.23;136510.05
765541.84;0;FAFE;35436.8;73472.73;T1_0307;4963984.24;28191.08;1803357.11;T1;29350.53;67488.81;3504766.61;0307;1253468.76;907676.58;205748.87
330079.49;2715;FARO;0;42438.76;T1_0805;4659731.2;43782.75;3054378.81;T1;87877.37;89676.72;3571505.91;0805;865517.44;143264.86;222707.85
1590205.28;347550;FELGUEIRAS;244464.92;158398.93;T1_1303;7019554.68;10026.53;2468108.97;T1;407256.82;602459.9;4905250.77;1303;354173.34;836909.99;1760130.57
648154.73;10462.5;FERREIRA DO ALENTEJO;37224.44;5523.18;T1_0208;2536664.2;23055.17;1002718.96;T1;180218.53;129718.69;1883672.91;0208;289843.95;209744.05;363147.34
759369.06;0;FERREIRA DO ZÊZERE;0;204739.79;T1_1411;1701226.39;33369.23;515763.37;T1;10228.81;14789.24;1395884.25;1411;75584.3;87382.59;229757.84
1627406.02;0;FIGUEIRA DA FOZ;0;25255;T1_0605;6241116.12;99658.42;2121008.71;T1;951416.95;599168.96;4171932.26;0605;493342.95;323859.11;1575840.91
610250.04;3172.38;FIGUEIRA DE CASTELO RODRIGO;23531.5;22.14;T1_0904;1847926.1;24858.64;476934.83;T1;13061.32;79950;1435273.6;0904;292915.16;323230.09;119737.34
290276.72;3966.75;FIGUEIRÓ DOS VINHOS;0;773.67;T1_1008;1406907.92;73094.34;656506.57;T1;29709.43;325.95;1080458.09;1008;291674.03;60580.46;34775.8
665247.52;0;FORNOS DE ALGODRES;0;28785.29;T1_0905;1613222.45;207289.64;396881.07;T1;4305;0;1278214.42;0905;301917.74;8796.19;33090.29
354640.82;0;FREIXO DE ESPADA À CINTA;0;85413.43;T1_0404;1783629.14;59041.35;626884.5;T1;81236.86;210742.47;1141892.71;0404;264343.67;101326.04;377392.76
357833.74;0;FRONTEIRA;3025.8;573812.79;T1_1208;1495011.45;7157.54;371132.68;T1;12798.7;0;794407.62;1208;110966.54;58283.66;589637.29
3122168.34;142894.5;FUNCHAL;1959478.29;375614.32;T1_3103;15891190.96;159752.73;6840389.01;T1;996746.12;81920.82;10952880.28;3103;1381656.63;830570.2;3556654.05
5375937.69;697.53;FUNDÃO;4579430.77;8620398.01;T1_0504;27751311.34;511911.71;1471645.66;T1;2550863.6;3367187.8;7652109.63;0504;980624;292614.57;19118577.71
209652.88;0;GAVIÃO;56500.53;81.18;T1_1209;963228.08;5197.3;460713.32;T1;11207.29;4535.01;840740.65;1209;50163.42;165177.15;72324.01
389067.7;0;GÓIS;9868.68;273721.31;T1_0606;1726480.4;15617.9;637683.15;T1;79968.23;81948.44;1115932.52;0606;165041.22;73563.77;445506.66
441008.92;2878.2;GOLEGÃ;32249.51;22914.49;T1_1412;1651608.36;3220.87;511128.3;T1;480215.85;24865.15;1042449.08;1412;46036.08;87090.99;563123.2
3488686.06;95966.87;GONDOMAR;2813.68;1488809.3;T1_1304;15114654.4;67518.2;6070368.09;T1;92134.06;1064993;11282662.4;1304;1087275.09;1656090.05;2744716.91
443687.99;9383.64;GOUVEIA;12583.63;535054.87;T1_0906;2401751.97;17047.81;625824.71;T1;219924.35;298.07;1384556.99;0906;239950.42;297996.48;777244.56
1031790.41;4166.26;GRÂNDOLA;66149.05;560636.48;T1_1505;4567261.35;44020.72;2059148.14;T1;150057.58;55845.15;3501181.85;1505;229224.98;366222.58;836854.52
868553.9;75586.04;GUARDA;19349.52;196081.87;T1_0907;5944671.2;173619.58;2185364.31;T1;107258.27;40787.64;3786190.5;0907;1719417.36;558652.71;439063.34
2939024.75;385453.08;GUIMARÃES;0;372243.08;T1_0308;15126867.48;351531.72;5527453.01;T1;604609.3;257648.43;11199461.13;0308;2307452.46;2381451.65;1619953.89
305635.24;0;HORTA;0;340336.45;T1_4701;1994948.08;24758.83;750758.47;T1;180683.16;0;1228808.79;4701;245119.68;147656.25;521019.61
1328567.67;0;IDANHA-A-NOVA;16826.6;130625.36;T1_0505;3115004.87;6520.75;985085.57;T1;177006.67;39605.86;2469789.5;0505;281150.88;149615.51;364064.49
2226851.09;218560.26;ÍLHAVO;3393.58;500417.92;T1_0110;6149009.41;709823.02;1248138.63;T1;111956.75;341239.56;4291082.29;0110;682359.05;106269.55;1175568.07
1367422.81;0;LAGOA (ALGARVE);53768.7;18069.93;T1_0806;3927609.8;160957.79;1550913.47;T1;74932.29;89936.64;3565122.41;0806;125779.83;485828.34;236707.56
377817.07;0;LAGOA (SÃO MIGUEL);194561.2;29569.56;T1_4201;2111794.93;15861.61;513211.55;T1;178867.71;46761.81;1227541.23;4201;434493.42;320651;449760.28
5546379.87;192545.25;LAGOS;68317.11;911731.98;T1_0807;13393987.57;186511.99;2835355.57;T1;199228.29;215563.22;10703433.32;0807;1103168.4;2135185.89;1587385.85
177292.58;0;LAJES DAS FLORES;30179.8;457346.78;T1_4801;1095530.18;0;256375.97;T1;113571.69;32956.85;438234.85;4801;23240.21;4566.3;634055.12
219624.92;0;LAJES DO PICO;0;280197.75;T1_4601;1810343.83;34696.72;337829.89;T1;47322.24;557755.36;633426.58;4601;291641.9;41275.05;885275.35
1028641.38;0;LAMEGO;25588.4;624278.4;T1_1805;4487764.78;91175.47;950124.32;T1;39060.62;225396.84;2489378.04;1805;1084062.48;419436.87;914324.26
3612332.09;0;LEIRIA;4600.45;194189.5;T1_1009;11113313.08;119861.65;2790015.38;T1;55536.05;96632.68;8735445.39;1009;2026909.01;2213236.27;350958.68
15799216.43;845502.43;LISBOA;614478.78;751966.84;T1_1106;91294194.71;822263.61;52578885.55;T1;4055376.17;648199.74;77501947.77;1106;6876722.98;8301582.18;6915523.96
7757455;110576.6;LOULÉ;2641358.57;1676347.35;T1_0808;24380864.89;723711.14;6096217.58;T1;305788.24;1182529.88;15928857.63;0808;2535406.62;1351473.91;5916600.64
5536457.39;71710.04;LOURES;0;232566.39;T1_1107;21273877.03;361061.73;8851264.72;T1;171941.53;598.6;17868695.22;1107;2928365.25;3119911.38;476816.56
1381057.73;645.75;LOURINHÃ;35912.49;225751.13;T1_1108;3399085.86;33858.01;1325432.75;T1;48650.83;10360.86;2946628.53;1108;131136.27;206280.04;321321.06
1151413.51;5006.87;LOUSÃ;65519.99;184693.33;T1_0607;3029730.07;28584.68;1050928.8;T1;287463.84;23623.37;2325449.82;0607;137972.85;94522.83;566307.4
1589242.83;18750;LOUSADA;94992.08;272608.96;T1_1305;5347779.49;48684.19;2385691.36;T1;65074.92;73233.56;4326589.2;1305;496530.77;302970.82;524659.52
771904.47;0;MAÇÃO;10023.72;154061.21;T1_1413;1962009.01;16700.42;701362.6;T1;68738.02;35149.79;1630070.96;1413;63965.31;140103.47;267972.74
1306999.09;13128.89;MACEDO DE CAVALEIROS;104503.23;890083.34;T1_0405;4523091.61;47688.84;1092759.55;T1;109912.53;20530.08;2826426.4;0405;558507.14;378978.92;1138158.07
398144.77;0;MACHICO;135205.48;301526.07;T1_3104;2643945.93;111730.48;837325.16;T1;394320.54;8136.79;1444045.88;3104;360711.17;96845.47;839188.88
218690.99;0;MADALENA;15450.34;59490.69;T1_4602;1204306.39;8394.36;455166.18;T1;43136.26;108418.5;782446.53;4602;195364.07;100195;226495.79
3551341.33;0;MAFRA;53360.45;249670.03;T1_1109;11125918.63;18169.53;3342764.98;T1;1903910.58;728763.58;7950483.4;1109;239730.59;1038207.56;2935704.64
2670232.03;37500;MAIA;3263.21;122312.87;T1_1306;9166343.8;24473.64;4555636.33;T1;33118.6;147638.8;8490165.53;1306;332344.79;1239823.53;343833.48
836655.62;6068.62;MANGUALDE;355852.8;568166.79;T1_1806;3250788.53;18269.06;1060872.82;T1;83364.03;52884.72;1982044.35;1806;202407.22;66246.85;1066336.96
280072.01;10478.99;MANTEIGAS;1691.1;86810.76;T1_0908;1256757.53;4929.57;317495.01;T1;332679.16;0;700210.7;0908;124886.82;97714.11;431660.01
1772786.65;5693.66;MARCO DE CANAVESES;96295.91;30560.53;T1_1307;5917879.53;78057;1603180.83;T1;721797.98;152959.25;4159579.89;1307;750992.31;705555.41;1007307.33
763763.9;1319.35;MARINHA GRANDE;27081.07;1827.6;T1_1010;3045625.11;8323.22;1148923.76;T1;151735.74;417346.43;2219004.45;1010;227310.47;297993.57;599310.19
167898.4;5098.52;MARVÃO;46033.14;49023.27;T1_1210;789152.97;3467.66;402348.88;T1;974.59;0;608315.17;1210;79708.28;34600.23;101129.52
6024690.06;1155768.33;MATOSINHOS;280.74;267809.04;T1_1308;19225583.77;114713.42;6976228.83;T1;146462.15;697188.13;15127807.73;1308;1830267.65;2012175.42;2267508.39
624252.9;45038.67;MEALHADA;13018.77;180769.38;T1_0111;2342416.09;1019.87;1085028.2;T1;12842.48;135793.92;1833466.37;0111;121486.5;123165.4;387463.22
545317.05;1500;MEDA;2748.16;173793.03;T1_0909;1621735.36;58094.46;598929.58;T1;41497.1;3575.61;1347003.23;0909;51618.23;144662.14;223113.9
786324.05;508.58;MELGAÇO;162452.05;301568.7;T1_1603;5027080.8;96728.94;1139232.87;T1;110452.82;1930791.14;2289929.78;1603;231377.73;267643.92;2505773.29
576448.86;1409.65;MÉRTOLA;106951.33;105212.82;T1_0209;2555033.99;21727.04;1058751.02;T1;107726.89;7873.07;1942670.94;0209;283189.29;285744.02;329173.76
185518.03;0;MESÃO FRIO;2764.28;21051.57;T1_1704;1180851.8;56962.38;430485.65;T1;15353.48;294342.48;718968.82;1704;128371.17;46002.76;333511.81
747477.63;6983.17;MIRA;0;3062.7;T1_0608;2035280.94;25342.25;807201.2;T1;24909.9;97730.22;1623389.37;0608;279205.58;43368.29;132685.99
656103.64;51799.28;MIRANDA DO CORVO;28137.35;18720.93;T1_0609;1872999.92;15779.39;657692.63;T1;187342.75;12457.06;1370595.16;0609;203947.39;41019.5;298457.37
696210.22;0;MIRANDA DO DOURO;19832.6;330087.09;T1_0406;2274839.94;69254.14;754968.74;T1;150531.59;10812.76;1585659.88;0406;177916.02;65226.78;511264.04
2719350.35;20163.07;MIRANDELA;438755;993609.83;T1_0407;8307950.6;309696.34;1510222.23;T1;250000.84;93199.34;5878722.02;0407;633500.5;1339453.1;1795728.08
836922.3;18860;MOGADOURO;9344.07;87538.93;T1_0408;2110755.22;20685.22;579689.55;T1;38032.62;0;1554701.53;0408;402278.07;117404.46;153775.62
488576.92;21036.67;MOIMENTA DA BEIRA;22328.13;60102.89;T1_1807;2712647.16;21376.18;657452.81;T1;61728.92;818732.41;1332083.58;1807;396634.56;164677.67;983929.02
1583518.24;0;MOITA;36602.53;14474.98;T1_1506;5944753.52;23870.03;3166452.2;T1;287552.57;17280.56;5194502.42;1506;394340.46;420661.95;355910.64
