DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
1103417.97;0;BEJA;132385.55;137317.3;T1_0205;4584912.08;56448.44;1858491.84;T1;154766.8;405650.53;3127440.72;0205;627351.18;109082.47;830120.18
472782.39;0;BELMONTE;1315.53;242189.21;T1_0501;1259126;13706.86;265899.32;T1;42204.67;80526.41;850344.1;0501;42546.08;97955.53;366235.82
1535614.66;0;BENAVENTE;0;17709.06;T1_1405;4047691.59;11817.17;1495747.86;T1;137823.35;6887.52;3563639.36;1405;321632.3;520459.67;162419.93
230473.03;2737.34;BOMBARRAL;415399.86;125484.62;T1_1005;1977949.53;28092.32;853024.39;T1;27642.96;19407.77;1170905.89;1005;216371.09;59316.15;590672.55
417616.74;0;BORBA;2916.17;604.98;T1_0703;1618764.27;71530.23;740058.86;T1;90958.58;34253.74;1282335.83;0703;207694.97;53130;128733.47
361553.04;4752.6;BOTICAS;3222.19;160764.08;T1_1702;2303770.67;16972.44;537549.08;T1;754715.46;0;1115798.99;1702;264517.35;199724.43;923454.33
2877558.72;0;BRAGA;0;75091.79;T1_0303;17217637.02;399647.19;5963327.42;T1;143722.77;58227.52;10601705.21;0303;6338889.73;1361171.88;277042.08
3568439.08;181481.15;BRAGANÇA;52585.55;303764.46;T1_0402;7365586.31;68322.85;1582314.59;T1;369387.49;174779.26;5586992.2;0402;696596.2;367915.68;1081997.91
479639.28;209060.28;CABECEIRAS DE BASTO;52065.7;270041.56;T1_0304;3430400.25;37389.4;977633.96;T1;239044.21;430584.32;1795856.57;0304;433747.61;301193.93;1200796.07
502554.59;20000;CADAVAL;35033.92;190830.35;T1_1104;2019508.68;35182.66;800494.94;T1;59805.71;141369.56;1478560.31;1104;93908.83;140328.12;447039.54
1974227.42;10000;CALDAS DA RAINHA;0;71451.37;T1_1006;4541502.29;29930.27;1103067.27;T1;134799.7;362570.08;3616159.84;1006;346521.3;508934.88;578821.15
772099.84;49500;CALHETA (MADEIRA);17839.77;366131.96;T1_3101;2525408.21;35342.29;486740.79;T1;36361.68;0;1829516.9;3101;226057.9;535333.98;469833.41
123461.7;0;CALHETA (SÃO JORGE);0;51038.13;T1_4501;561548.72;78792.99;160828.89;T1;38820.88;0;398065.03;4501;73624.68;34981.45;89859.01
363138.38;0;CÂMARA DE LOBOS;55191.68;834906.7;T1_3102;2655467.01;41128.45;891616.35;T1;28234.17;31687.96;1466466.66;3102;238979.84;170583.48;950020.51
1031551.4;0;CAMINHA;294493.1;529649.81;T1_1602;3317242.19;22372.05;1124796.59;T1;85189.85;0;2246620.51;1602;161288.92;67900.47;909332.76
454086.29;5997.24;CAMPO MAIOR;12322.97;39611.46;T1_1204;1576814.18;2872.77;806985.33;T1;52104.98;21796.12;1404968.5;1204;40012.91;141024.11;131832.77
578010.2;45768.26;CANTANHEDE;408;195922.42;T1_0602;3339969.15;48351.01;1219381.7;T1;126977.7;311863.77;2136967.76;0602;522061.24;291224.85;680940.15
265763.39;6055.17;CARRAZEDA DE ANSIÃES;0;154215.77;T1_0403;1861509.64;25089.6;793789.45;T1;19192.41;24626.4;1389921.34;0403;267498.55;305278.9;204089.75
338170.05;15174.6;CARREGAL DO SAL;1031.18;34313.11;T1_1802;1445606.71;14308.16;452901.71;T1;32052.45;309332.29;942615.56;1802;111087.52;137235.64;391903.63
531702.68;29444.4;CARTAXO;16354.07;41256.75;T1_1406;4486158.5;207930.43;1589175.19;T1;141507.35;226959.41;2579788.82;1406;1450847.7;250980.52;455521.98
11692063.58;123615.05;CASCAIS;1063271.02;2785624.19;T1_1105;37958328.23;112188.84;7325334.03;T1;1067681.12;1318190.06;27759676.55;1105;3840270.24;8630090.1;6358381.44
224798.91;73901.36;CASTANHEIRA DE PÊRA;2202.44;12665.46;T1_1007;888873.12;29733.16;312438.59;T1;25661.01;92716.91;639322.85;1007;42403.09;72352.19;207147.18
1479127.71;379305.23;CASTELO BRANCO;69329.43;1966292.08;T1_0502;8665425.41;13981.35;1587986.57;T1;139104.51;694551.47;3785168.66;0502;1631674.03;704073.03;3248582.72
800448.18;14366.13;CASTELO DE PAIVA;23912.37;441265.17;T1_0106;6435877.51;41310.79;712472.39;T1;41450.72;20864.46;1679463.02;0106;4214555.64;125231.66;541858.85
339247.52;181.95;CASTELO DE VIDE;22231.16;36229.36;T1_1205;1233803.45;5428.74;561957.88;T1;47556.47;108609.63;940069.01;1205;78925.87;33434.87;214808.57
1146762.08;0;CASTRO DAIRE;188225.14;188100.55;T1_1803;3196197.61;14877.42;923256.19;T1;101524.53;128588.04;2242431.34;1803;347328.01;157535.65;606438.26
787185.87;16471.05;CASTRO MARIM;17308.66;40977.54;T1_0804;2240051.49;7479.9;605800.05;T1;210921.24;0;1884033.9;0804;70339.1;483568.08;285678.49
552533.31;0;CASTRO VERDE;7644.45;372887.64;T1_0206;2575783.87;13951.55;862600.53;T1;314152.84;21230.42;1690401.63;0206;169466.89;261316.24;715915.35
232474.86;3750;CELORICO DA BEIRA;0;41082.17;T1_0903;1678298.83;30110.29;983736.48;T1;60701.46;9680.84;1461675.44;0903;101408.92;215353.81;115214.47
1247809.17;319532.66;CELORICO DE BASTO;572946.14;3081545.21;T1_0305;10058245.4;168380.51;1117596.03;T1;1355849.26;1423677.27;2719216.31;0305;585478.55;185430.6;6753550.54
440830.18;22418.76;CHAMUSCA;127777.01;161666.58;T1_1407;2961518.02;48898.73;689517.16;T1;141296.62;31874.87;1388296.64;1407;1088187.54;209050.57;485033.84
1304970.86;1183.86;CHAVES;38608.23;1055641.1;T1_1703;7391894.28;135256.17;1961318.17;T1;315032.11;1089870.11;3700802.99;1703;1190755.88;299257.79;2500335.41
807198.3;4140.93;CINFÃES;13877.49;171585.88;T1_1804;2445669.03;924.85;957089.5;T1;174704.73;15304.48;1834219.19;1804;231836.33;69006.54;379613.51
4363669.26;576324.66;COIMBRA;66029.12;525877.29;T1_0603;19692051.2;413732.47;6229807.17;T1;1114604.78;1648170.06;13148804.31;0603;2612240.98;2141595.41;3931005.91
739863.07;115582.58;CONDEIXA-A-NOVA;91000.29;150128.84;T1_0604;2584624.44;21375.89;712947.62;T1;471155.58;57301.55;1550784.17;0604;148671.43;76597.59;885168.84
357903.62;15354;CONSTÂNCIA;21111.96;4577.33;T1_1408;1316300.01;21007.05;447579.5;T1;118494.94;96228.86;888895.86;1408;171637.06;62405.69;255767.09
1000199.59;6403.65;CORUCHE;25371.13;251739.05;T1_1409;4358110.91;12656.27;1383951.76;T1;962905.87;218535.76;2629666.47;1409;263488.98;232858.85;1464955.46
54820.28;0;CORVO;12769.51;507578.87;T1_4901;837398.67;4746.98;124065.01;T1;96665.36;0;187964.27;4901;32420.66;4332;617013.74
1564005.19;43504.03;COVILHÃ;1432.5;763771.87;T1_0503;6569808.76;306024.89;1516024.78;T1;393433.79;476248.24;3916647.39;0503;974770.94;530592.53;1678390.43
426028.26;0;CRATO;17431.46;154781.17;T1_1206;1675102.69;15568.82;462265.97;T1;281270.81;100624.28;1040622.21;1206;80372.76;136759.16;554107.72
336047.91;22500;CUBA;55422.49;60388.39;T1_0207;1203950.19;9798.09;497524.94;T1;60624.86;27481.3;921571.21;0207;55961.94;78200.27;226417.04
1313059.27;11779.34;ELVAS;283.03;18900.33;T1_1207;3027841.94;11151.57;953025.11;T1;317801.13;24637.73;2580106.04;1207;74334.34;302870.09;373401.56
887684.53;14946.42;ENTRONCAMENTO;35037.61;39976.2;T1_1410;3047511.02;57450.88;1119609.17;T1;643403.01;10503.98;2117521.11;1410;186122.69;52776.53;743867.22
532432.65;0;ESPINHO;18802.98;3267.87;T1_0107;3822374.73;16487.07;2053449.06;T1;115680.44;30056.34;3353380.24;0107;301186.86;751011.46;167807.63
1289815.43;490;ESPOSENDE;919.44;177925.3;T1_0306;3900807.61;44748.31;912531.29;T1;239644.34;131278.95;2823476.98;0306;527072.6;576381.95;550258.03
1021522;48123.41;ESTARREJA;236609.97;144505.54;T1_0108;3269896.45;19376.85;1037661.94;T1;75605.76;201664.24;2286528.21;0108;276859.32;207967.42;706508.92
839837.15;40000;ESTREMOZ;1542.65;590267.34;T1_0704;3143822.12;57676.2;1065072.53;T1;46292.17;31445.5;2251488.02;0704;182786.44;288902.14;709547.66
1555425.7;27175.1;ÉVORA;2336.43;117244.34;T1_0705;9003598.26;550865.05;4216390.38;T1;138627.8;18040.38;6809325.46;0705;1890848.75;486644.33;303424.05
967831.93;0;FAFE;28806.59;326541.17;T1_0307;5431129.99;61443.29;1762988.03;T1;11983.56;161753.8;3614781.68;0307;1287263.19;822518.43;529085.12
2185971.21;105534;FARO;0;79203.27;T1_0805;7044260.86;137931.34;3207911.01;T1;97674.1;72359.57;5833015.14;0805;856474.78;301201.58;354770.94
1979837.77;28750;FELGUEIRAS;111553.77;603388.31;T1_1303;8039014.01;19880.92;2610596.92;T1;321197.83;1422395.54;5283575.98;1303;268152.58;673260.37;2487285.45
652233.18;0;FERREIRA DO ALENTEJO;16027.4;8970.41;T1_0208;2371806.96;37928.81;1035026.15;T1;49784.75;109305.29;1935915.57;0208;251803.54;210727.43;184087.85
413472.91;258316;FERREIRA DO ZÊZERE;822;86825.44;T1_1411;2759164.43;27462.7;536645.12;T1;97360.91;1169881.1;1044603.61;1411;101355.37;67022.88;1613205.45
1798206.91;0;FIGUEIRA DA FOZ;107805.56;19412.31;T1_0605;5976896.46;205580.09;2254438;T1;100473.38;58598.52;4837444.97;0605;853161.72;579219.97;286289.77
464936.41;295;FIGUEIRA DE CASTELO RODRIGO;4891.31;34065.31;T1_0904;1890114.57;33453.02;444263.78;T1;33447.42;130119.5;1349882.85;0904;337413.18;407229.64;202818.54
292978.79;0;FIGUEIRÓ DOS VINHOS;9433.98;43197.81;T1_1008;1334211.04;19620.88;654539.49;T1;24170.22;25879.71;1051109.73;1008;180419.59;83970.57;102681.72
409847;0;FORNOS DE ALGODRES;0;13259.32;T1_0905;1273817.83;268255.88;374650.67;T1;37983.43;83782.68;1086229.82;0905;52562.58;33476.27;135025.43
385435.48;52359.79;FREIXO DE ESPADA À CINTA;0;233340.53;T1_0404;2828941.61;65832.69;634953.18;T1;878080.72;172988.02;1244184.95;0404;247987.6;157963.6;1336769.06
348988.74;0;FRONTEIRA;269357.4;0;T1_1208;1295010.32;12625.3;357470.31;T1;83347.23;61165.65;793166.55;1208;87973.49;74082.2;413870.28
3801621.2;586059.45;FUNCHAL;459987.09;436800.29;T1_3103;15297622.01;247592.48;6985444.59;T1;453641.47;133915.55;12052072.6;3103;1175145.56;1017414.33;2070403.85
1251956.66;695.43;FUNDÃO;177209.89;626279.05;T1_0504;5359379.56;393595.3;1125361.06;T1;210664.63;134142.39;2929766.67;0504;1280621.5;158853.65;1148991.39
269265.04;0;GAVIÃO;36384.61;3045.3;T1_1209;960121.9;4446.7;483920.12;T1;30340.87;8820.27;872651.63;1209;8879.22;115019.77;78591.05
396042.93;135000;GÓIS;33678.86;46663.55;T1_0606;1744538.42;18868.5;612936.86;T1;145129.29;31536.58;1210031.64;0606;142498.5;182183.35;392008.28
471743.15;0;GOLEGÃ;12803;18134.67;T1_1412;1441480.31;14504.65;529150.93;T1;171138.71;112221.41;1087942.12;1412;39240.4;72543.39;314297.79
3731078.31;455242.48;GONDOMAR;130292.24;1226835.3;T1_1304;20753212.22;149999.24;5699680.26;T1;773598.62;5270293.5;11291136.86;1304;1605813.22;1710379.05;7856262.14
290531.57;0;GOUVEIA;13874.52;357956.17;T1_0906;2348873.22;36049.24;627154.88;T1;296513.91;51826.82;1364157.02;0906;264544.78;410421.33;720171.42
875192.5;300000;GRÂNDOLA;10144.32;200236.04;T1_1505;4580452.31;30807.9;2051150.37;T1;505587.82;132731.56;3205900.72;1505;225851.85;248749.95;1148699.74
1711529.12;169669.5;GUARDA;661.71;88343.76;T1_0907;7583543.56;245953.35;2242976.44;T1;138942.48;459210.67;4819455.33;0907;1907260.11;618996.42;856828.12
3999579.59;67973.01;GUIMARÃES;0;493633.68;T1_0308;18857000.25;273976.92;5346148.7;T1;2543921.42;2271147.92;11474621.18;0308;2005703.04;1854915.97;5376676.03
356458.95;0;HORTA;0;9260;T1_4701;1691273.83;25966.33;754732.7;T1;93393.15;0;1374258.26;4701;214362.42;237100.28;102653.15
1346943.43;8578.68;IDANHA-A-NOVA;405.35;227809.37;T1_0505;3502646.68;17803.28;983847.57;T1;226060.49;210422.05;2484648.52;0505;344722.22;136054.24;673275.94
1406497.59;179307;ÍLHAVO;95098.46;501819.03;T1_0110;5015753.32;102545.61;1524587.79;T1;90784.74;371493.09;3189127.3;0110;588123.7;155496.31;1238502.32
1257142.78;15065.35;LAGOA (ALGARVE);112337.26;36733.95;T1_0806;3949673.44;20847.32;1577706.57;T1;130376.68;42974.63;3346751.41;0806;265434.16;491054.74;337487.87
246636.2;3700;LAGOA (SÃO MIGUEL);8108.31;7546.2;T1_4201;3942611.1;27251.32;502438.85;T1;103468.11;16586.76;1163276.08;4201;2639925.64;386949.71;139409.38
2091523.4;20903.21;LAGOS;41550.22;56829.46;T1_0807;7435189.79;200497.29;2799658.83;T1;172616.13;174526.11;6430397.34;0807;538367.32;1338717.82;466425.13
203962.69;5465.04;LAJES DAS FLORES;10738.95;55210.56;T1_4801;697087.55;0;219028.73;T1;91868.2;91566.85;435099.47;4801;7138.48;12108.05;254849.6
207274.31;0;LAJES DO PICO;0;0;T1_4601;1178093.41;100547.77;321126.48;T1;42140.33;0;778536.65;4601;357416.43;149588.09;42140.33
1375874.33;10080.74;LAMEGO;126896.66;275233.69;T1_1805;8293498.59;53221.29;1043657.74;T1;299905.78;3755303.68;3003907.31;1805;822170.73;531153.95;4467420.55
3445323.53;79462.09;LEIRIA;8944.91;563907.06;T1_1009;12954536.19;250540.21;2809458.43;T1;415534;743719.42;8904629.28;1009;2238339.43;2399307.11;1811567.48
20651939.1;138065.92;LISBOA;1136032.63;950658.68;T1_1106;113019479.16;1058528.52;55437645.04;T1;5340354.3;1194908.66;91602020.58;1106;12657438.39;14453907.92;8760020.19
5356688.79;61447;LOULÉ;516875.15;120783.15;T1_0808;17223629.35;175680.91;6538051.03;T1;798668.04;972260.63;13261588.26;0808;1492007.12;1191167.53;2470033.97
2176066.41;14520.35;LOURES;39857.75;75142.31;T1_1107;17751994.3;253247.64;8237623.32;T1;76668.84;251568.69;14403989.62;1107;2890246.74;3737052.25;457757.94
1454485.55;1510;LOURINHÃ;102570.66;383398.33;T1_1108;6074159.51;136585.08;1291255.28;T1;81395.85;1944652.7;3313867.53;1108;246764.44;431541.62;2513527.54
771820.36;4689.16;LOUSÃ;90258.68;434409.69;T1_0607;2923918.11;23975.53;1004475.15;T1;279286.54;54395.61;1907661.54;0607;153216.89;107390.5;863039.68
2011870.63;0;LOUSADA;156468.95;1120366.48;T1_1305;7627245.25;41685.38;2420460.25;T1;100591.79;594075.64;5149837.54;1305;505904.85;675821.28;1971502.86
849632.58;5696.65;MAÇÃO;20591.28;136031.19;T1_1413;2154837.44;8955.6;710358.02;T1;85359.68;100914.32;1731758.65;1413;74485.67;162812.45;348593.12
1337399.68;49365.16;MACEDO DE CAVALEIROS;80544.1;426246.64;T1_0405;4720729.31;85943.33;1148814.54;T1;263563.61;25727.62;3051453.86;0405;823828.32;479296.31;845447.13
677700.73;0;MACHICO;295.8;2237657.02;T1_3104;4346052.98;101073.09;913791.64;T1;80905.8;10000;1851292.4;3104;165901.96;158726.94;2328858.62
196852.07;0;MADALENA;302959.36;254325.38;T1_4602;1560949.19;8933.69;384610.92;T1;57990.99;76200.15;737219.82;4602;132253.49;146823.14;691475.88
4413367.1;74056;MAFRA;14486.26;76467.08;T1_1109;11460490.06;31294.92;3222683.87;T1;1363847.89;592730.97;9087265.62;1109;251636.24;1419919.73;2121588.2
2872452.54;122798;MAIA;0;179550.8;T1_1306;10262921.74;43221.33;4269905.77;T1;572252.78;131792.73;8686314.6;1306;570212.83;1500734.96;1006394.31
931626.3;47814.25;MANGUALDE;174472.89;569568.35;T1_1806;3282459.43;41823.66;1138959.02;T1;23545.36;30270.08;2173220.72;1806;263567.78;60811.74;845670.93
262713.06;2460;MANTEIGAS;144.56;191034.29;T1_0908;1013938.55;11203.94;310608.76;T1;90530.53;0;642219.44;0908;87549.73;57693.68;284169.38
1693953.89;1003.65;MARCO DE CANAVESES;0;53186.52;T1_1307;5130269.41;176559.21;1560253.82;T1;21846.01;308202.1;4130389.97;1307;615641.16;699623.05;384238.28
1229560.88;109335.43;MARINHA GRANDE;499419.58;8137.08;T1_1010;3651863.86;17977.01;1161914.75;T1;214991.38;9784.73;2598620.9;1010;211574.76;189168.26;841668.2
252312.93;12412.81;MARVÃO;43520.69;20214.17;T1_1210;1233239.75;6182.49;426197.98;T1;367626.23;5310.46;745310.53;1210;38844.86;60617.13;449084.36
1466917.09;267126.25;MATOSINHOS;40449.07;400918.56;T1_1308;17446403.63;60716.89;6772149.87;T1;1032391.37;2986190.44;10750179.32;1308;1969148.62;2450395.47;4727075.69
659399.39;197817.53;MEALHADA;33705.54;31708.14;T1_0111;2345914.87;6369.46;1089893.27;T1;6545.45;16729.39;1887515.3;0111;171893.52;131853.18;286506.05
471238.42;0;MEDA;10184.72;275074.44;T1_0909;1923593.64;24098.84;632637.37;T1;174458.24;0;1326551.24;0909;137325;198576.61;459717.4
786914.19;1895.5;MELGAÇO;330286.74;423852.29;T1_1603;4026925.71;45786.66;1170266.34;T1;517010.86;97103.97;2317434.59;1603;339341.76;314467.4;1370149.36
813393.18;77868.17;MÉRTOLA;93282.36;27725.89;T1_0209;3149954.77;38985.07;1089754.41;T1;117687.45;240221.48;2256593.31;0209;336576.11;314460.65;556785.35
220203.29;76500;MESÃO FRIO;1513.9;99545.64;T1_1704;1641024.47;75875.02;428381.74;T1;129129.02;389356.48;817770.24;1704;127209.19;93310.19;696045.04
689609.25;0;MIRA;32754.98;27124.48;T1_0608;2082097.56;27493.31;822916.57;T1;174224.64;0;1591562.73;0608;256430.73;51543.6;234104.1
351903.7;0;MIRANDA DO CORVO;163474.6;30447.92;T1_0609;2017380.37;23063.75;623620.9;T1;176595.1;412868.44;1062613.9;0609;171380.41;64025.55;783386.06
368946.95;0;MIRANDA DO DOURO;55937.75;787647.52;T1_0406;2421978.81;11446.06;789460.49;T1;25794.29;162618.72;1253672.15;0406;136308.38;83818.65;1031998.28
1151968.26;1003.94;MIRANDELA;326803.57;361001.26;T1_0407;4547123.53;108272.73;1634356.35;T1;182783;67153.94;3289009.71;0407;319368.11;394412.37;938745.71
1168288.2;44318.99;MOGADOURO;0;324645.7;T1_0408;3359479.75;75871.02;614115.71;T1;209580.54;486776.05;1945914.54;0408;348243.93;87639.61;1065321.28
441737.55;242867.58;MOIMENTA DA BEIRA;31340.35;122494.77;T1_1807;2389505.08;40612.46;636377.48;T1;46273.35;218010.06;1273035.45;1807;455483.52;154307.96;660986.11
997399.88;6939.06;MOITA;470085.07;11376.88;T1_1506;6547848.1;37960.18;3047816.72;T1;486629.44;146159.23;5038659.76;1506;387998.66;955482.98;1121189.68
