DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
5677802.23;39166.6;CARTAXO;49600.71;63700.27;A_1406;21316041.29;1799317.03;6380388.08;A;2455327.13;1170000.54;14977787.26;1406;2560458.78;1120279.92;3777795.25
75430371.14;1495204.54;CASCAIS;113490.74;3623327.7;A_1105;149543257.44;1232722.13;32331721.66;A;6045433.93;3390143.72;126081344.17;1105;8794312.64;17086529.24;14667600.63
1046142.63;0;CASTANHEIRA DE PÊRA;0;11756.59;A_1007;4737878.91;434517.35;1316918.58;A;118176.15;27645.56;3215629.32;1007;1364671.29;418050.76;157578.3
8103482.37;1187533.61;CASTELO BRANCO;456284.3;4429373.25;A_0502;32475365.29;84235.96;6737250.64;A;2186189.73;2314057.94;18286843.27;0502;3615083.19;3361874.3;10573438.83
3142761.08;0;CASTELO DE PAIVA;153175.49;444185.75;A_0106;16723473.71;291120.5;2992139;A;153319.71;4778.47;7471460.71;0106;8496553.58;1045440.13;755459.42
1420151.72;243160.48;CASTELO DE VIDE;26081.96;165734.99;A_1205;5373842.14;2657.88;2348742.31;A;400879.22;73869.02;4135219.48;1205;328896.99;363667.57;909725.67
4329925.14;138420.58;CASTRO DAIRE;245366.85;1419690.6;A_1803;13653012.31;18415.43;3858605.74;A;577035.34;785643.98;9744542.99;1803;742311.97;1537596.68;3166157.35
5306374.18;91012.31;CASTRO MARIM;209171;1573241.92;A_0804;12770648.1;31589.08;2592069.15;A;793922.84;327107.04;9124697.16;0804;651495.83;1194664.75;2994455.11
2760994.75;108551.64;CASTRO VERDE;18704.56;428907.14;A_0206;10304920.44;26964.57;3619208.21;A;877481.4;164614.27;7661435.52;0206;1045225.91;1254267.99;1598259.01
2816841.23;0;CELORICO DA BEIRA;61203.2;516388.25;A_0903;9007587.31;343122.22;3262991.98;A;223327.11;104907.68;7009863.82;0903;1091897.25;586908.39;905826.24
4086756.31;133354.57;CELORICO DE BASTO;0;75803.27;A_0305;14841159.42;411444.24;4593184.88;A;1253580.34;1512600.89;10077731.53;0305;1788088.82;986346.1;2975339.07
2224312.72;66700;CHAMUSCA;0;218295.15;A_1407;8911263;66544.65;2999171.91;A;510499.3;227069.69;6446846.88;1407;1441851.98;1156817.6;1022564.14
9377505.35;26782.18;CHAVES;328572.14;3770813.11;A_1703;36237005.22;2815579.42;8499504.92;A;3059805.53;951342.99;22223727.1;1703;5875962.17;1531137.41;8137315.95
4600786.67;51497.65;CINFÃES;245955.5;1248071.97;A_1804;14444878.81;22223.41;3775127.59;A;1636671.77;162222.02;10580386.9;1804;520073;2182249.23;3344418.91
18177734.43;798181.88;COIMBRA;26128.28;435351.32;A_0603;77545589.76;637605.47;25737993.86;A;12604773.58;895490.54;55509639.9;0603;7276024.26;10956306.14;14759925.6
4251504.02;0;CONDEIXA-A-NOVA;311834.65;293673.4;A_0604;11699910.94;39824.74;3284280.43;A;1770061.1;17956.94;8422791.12;0604;883593.73;847181.93;2393526.09
1625174.41;46841.95;CONSTÂNCIA;33942.13;45930.86;A_1408;5286482.69;50851.97;1877760.5;A;176336.72;210554.61;4081590.39;1408;691286.03;527803.51;513606.27
3728678.44;941348.04;CORUCHE;139514.1;1188483.46;A_1409;16360016.39;47177.69;5617823.12;A;1791216.38;385458.03;11198782.85;1409;715213.53;1805103.6;4446020.01
388485.86;40892.75;CORVO;127796.34;37852.59;A_4901;1747263.94;3736.88;481034.89;A;294590.37;205265.64;896007.93;4901;144858.32;22750.3;706397.69
6789994.15;256426.64;COVILHÃ;96236.23;1405179.22;A_0503;26707499.17;393790.85;5822273.63;A;969776.49;1169658.52;15592979.38;0503;7217242.69;2586920.75;3897277.1
2405233.79;0;CRATO;171176.41;260581.02;A_1206;7045643.46;20676.92;2095599.54;A;565103.25;42760.79;5062227.97;1206;943794.02;540717.72;1039621.47
1388803.02;0;CUBA;259085.28;269196.44;A_0207;5790391.48;19912.15;2100880.81;A;456660.93;211449.74;3979906.21;0207;614092.88;470310.23;1196392.39
7632565.97;747271.99;ELVAS;7132.35;623901.45;A_1207;23964117.24;8852.19;4434078.74;A;5712607.37;286857.55;16161003.88;1207;425342.65;4085506.98;7377770.71
4159856.06;5569.09;ENTRONCAMENTO;9082.91;1947917.39;A_1410;15285874.07;250844.13;5005663.77;A;861349.28;1192869.69;9856258.46;1410;1412827.25;439894.5;4016788.36
8767596.27;164034.08;ESPINHO;878000.95;276130.28;A_0107;30464024.51;292447.7;9067611.33;A;2860127.27;2316624.09;19074881.66;0107;4894226.18;947226.36;6494916.67
5717276.9;542781.67;ESPOSENDE;0;1442612.26;A_0306;17698582.44;39866.62;4290443.6;A;505117.17;338277.96;13291462.39;0306;1578330.99;3243875.27;2828789.06
4368353.09;550536.9;ESTARREJA;419814.61;926683.8;A_0108;15532333.33;84278.8;4208946.93;A;726799.23;508596.3;9668389.87;0108;2731512.62;1006811.05;3132430.84
4550452.97;241901.51;ESTREMOZ;2417042.27;0;A_0704;13586180.06;186252.58;3511220.03;A;510912.89;38635.94;9505598.76;0704;872088.69;1257673.18;3208492.61
9229673.89;600000;ÉVORA;67648.16;288705.82;A_0705;42295242.87;3155075.79;17711101.3;A;696145.48;3723078.08;31424063.58;0705;5495601.75;1328212.6;5375577.54
7518314.38;1465605;FAFE;1019137.85;1096258.33;A_0307;32712971.28;111654.08;7761477.1;A;1962402.92;1689627.22;20051163.46;0307;5428776.5;4659717.9;7233031.32
10469959.87;334208;FARO;0;394883.99;A_0805;34715934.71;1285918.61;13264134.94;A;899003.04;231474.57;27343242.93;0805;5513122.18;2323229.51;1859569.6
8324697.73;99330.05;FELGUEIRAS;1837272.09;601880.08;A_1303;31804392.82;48360.64;10288783.98;A;1485461.74;2090531.85;22670668.72;1303;3019248.29;4008826.37;6114475.81
2765676.34;0;FERREIRA DO ALENTEJO;2661.6;29279.36;A_0208;8990421.15;80218.06;4146896.83;A;233813.09;47204.13;7904267.2;0208;773195.77;911475.97;312958.18
3200515.57;0;FERREIRA DO ZÊZERE;3013.5;655451.45;A_1411;8020592.95;82587.33;2228560.06;A;359135.66;13920.93;6244587.62;1411;744483.79;732924.66;1031521.54
9754660.51;247180.02;FIGUEIRA DA FOZ;63467.68;1629123.18;A_0605;38369846.24;1077227.25;9859217.63;A;1665313.63;1924893.22;24005122.18;0605;8834746.33;3314016.79;5529977.73
4233330.05;36823.58;FIGUEIRA DE CASTELO RODRIGO;11584.31;130520.21;A_0904;9880340.79;105466.89;2360650.26;A;630768.85;139097.64;7992879.71;0904;938666.49;1293432.51;948794.59
1900404.52;9347.91;FIGUEIRÓ DOS VINHOS;22627.36;41438.6;A_1008;7206176.13;142555.95;2731478.15;A;642286.28;24937.77;5297312.41;1008;1168225.8;522873.79;740637.92
1256927.27;62356.85;FORNOS DE ALGODRES;4016.6;104514.84;A_0905;5579781.45;657292.72;1774666.23;A;218064.52;0;3794648.77;0905;1396179.87;105762.55;388952.81
1795964.62;124214.36;FREIXO DE ESPADA À CINTA;16605;53256.65;A_0404;7351757.77;398890.51;2645409.11;A;614905.25;14335.45;5284366.95;0404;1244074.11;444102.71;823316.71
1873588.82;0;FRONTEIRA;5319.75;28376.89;A_1208;4712681.24;17168.48;1689243.23;A;256578.87;8354.63;4059640.17;1208;354410.93;479639.64;298630.14
21991454.84;515601.4;FUNCHAL;749403.57;910955.38;A_3103;70579811.36;826249.29;29270676.21;A;1643161.31;2327042.19;55938429.37;3103;8495218.14;3850049.03;6146163.85
6622717.19;17326.94;FUNDÃO;310307.97;2147097.1;A_0504;27104569.93;1410981.18;5872585.55;A;3105891.66;187298.33;15003942.2;0504;6332705.73;1097658.28;5767922
1725846.13;0;GAVIÃO;66775.38;130066.84;A_1209;5912031.05;11367.91;2042077.06;A;731644.31;198004.26;4408044.92;1209;377495.34;628753.82;1126490.79
1985765.24;2050;GÓIS;248189.28;224344.5;A_0606;7153140.57;27168.43;2718276.52;A;268140.34;118481.49;5798249.15;0606;493685.81;1067038.96;861205.61
2372755.01;88650;GOLEGÃ;101222.38;58332.7;A_1412;6765144.19;33432.33;2137614.8;A;981668.15;46012.39;4975279.69;1412;513978.88;431477.55;1275885.62
21722937.26;1235151.17;GONDOMAR;291898.36;3216636.46;A_1304;63484060.17;308653.4;22666666.39;A;1066867.25;2297184.45;50487807.29;1304;4888515.19;5789550.24;8107737.69
3192434.31;113116.82;GOUVEIA;13346.08;641436.03;A_0906;11420979;66852.45;3091016.63;A;1445275.44;458162.21;7457321.97;0906;1292320.45;1107018.58;2671336.58
5157783.2;21032.44;GRÂNDOLA;101979.92;725742.56;A_1505;18229702.37;242774.5;8662634.93;A;528316.23;233338.8;15441360.77;1505;1177931.65;1378168.14;1610409.95
10727501.93;8173.15;GUARDA;227798.41;2609133.58;A_0907;36400658.8;1964076.84;9549429.31;A;674846.73;394647.57;23887788.62;0907;8598270.74;1646780.54;3914599.44
18501631.02;981635.92;GUIMARÃES;0;2772708.46;A_0308;78567062.85;1627294.42;22895237.72;A;4771444.64;507940.78;52172623.65;0308;17360709.4;9148460.49;9033729.8
2545710.63;189306.96;HORTA;681006.69;909980.76;A_4701;9906316.34;53614.25;3159191.99;A;311097.47;0;6436389.92;4701;1378534.54;677873.05;2091391.88
6934545.45;0;IDANHA-A-NOVA;26109.36;794999.83;A_0505;17187722.65;47986.21;4260066.33;A;1853496.55;393636.8;12817406.79;0505;1302073.32;1574808.8;3068242.54
6883373.16;64161.23;ÍLHAVO;2429107.17;1394576.23;A_0110;24848366.11;295056.09;5101435.15;A;3563850.84;1117543.23;12701677.1;0110;3577450.31;421812.7;8569238.7
12752200.42;85451.9;LAGOA (ALGARVE);294170.55;402472.6;A_0806;30783074.4;104104.96;6603570.14;A;1418570.84;935981.02;22644077.96;0806;5002349.53;3184202.44;3136646.91
2561889.33;114353.7;LAGOA (SÃO MIGUEL);60270.86;205213.31;A_4201;9845245.45;66512.44;2617664.32;A;810272.32;284076.42;6624920.36;4201;1746138.48;1378854.27;1474186.61
20182393.74;915408.54;LAGOS;477109.31;1658688.06;A_0807;44115335.15;831439.86;11400980.94;A;1366158.54;606261.12;35681948.42;0807;3409761.16;3267133.88;5023625.57
822068.41;13575.74;LAJES DAS FLORES;100086.94;225280.77;A_4801;3003142.63;5510.46;1113489.46;A;195017.09;123326.6;1995504.52;4801;350350.97;54436.19;657287.14
1007918.66;12000;LAJES DO PICO;210866.81;806184.61;A_4601;5740521.72;111581.18;1638591.11;A;177856.6;134322.61;3185269.42;4601;1214021.67;427178.47;1341230.63
7962073.57;18953.54;LAMEGO;729686.97;808491.25;A_1805;26560824.09;582609.53;4665815.04;A;751435.63;5144982.02;15214656.71;1805;3892617.97;2004158.57;7453549.41
15120854.03;12781.85;LEIRIA;81487.66;6632657.81;A_1009;54140383.26;1113491.25;12273779.84;A;1475646.72;2366772.07;34342128.16;1009;9228908.99;5834003.04;10569346.11
125467340.43;8914649.13;LISBOA;3723466.9;12359798.57;A_1106;597776674.52;9905388.23;213264686.89;A;30431311.98;11233399.88;454853667.43;1106;76260380.63;106216251.88;66662626.46
31052854.31;211417.89;LOULÉ;1534453.24;5770884.42;A_0808;86472173.62;204083.88;26027320.03;A;6528649.19;1115036.23;63569601.12;0808;7742131.53;6285342.9;15160440.97
33562201.98;228577.68;LOURES;19501.24;950460.91;A_1107;102014152.17;583597.99;38666786.19;A;1415601.56;1283904.8;86394608.32;1107;11721497.66;13582022.16;3898046.19
6304206.86;16149.9;LOURINHÃ;118022.29;869708.5;A_1108;23521121.68;189181.38;5778602.16;A;778564.96;3616808.84;14622712.18;1108;3499155.01;2350721.78;5399254.49
5392057.17;144442.36;LOUSÃ;839448.83;1015214.47;A_0607;14180459.08;72841.14;3720326.14;A;383902.59;821995.01;10241864;0607;733591.82;1056639.55;3205003.26
7025664.96;693150;LOUSADA;331697.01;1007818.28;A_1305;32045301.18;185959.27;9681269.73;A;611843.98;8360392.04;18671597.21;1305;2368802.66;1778703.25;11004901.31
3520498.48;0;MAÇÃO;54823.6;539707.59;A_1413;9002558.8;23293.44;3034055.88;A;248967.89;304349.08;7435442.6;1413;419268.04;857594.8;1147848.16
6921754.48;26100.08;MACEDO DE CAVALEIROS;191296.26;559057.62;A_0405;15453370.98;62128.96;4655358.64;A;240141.5;3690;13031349.43;0405;1401736.09;1392107.35;1020285.46
1626295.07;0;MACHICO;30198.35;463580.41;A_3104;8852979.72;722781.84;3591973.97;A;296695.78;2507.87;6447865.33;3104;1612131.98;506814.45;792982.41
1654761.24;0;MADALENA;34917.14;963067.37;A_4602;6944243.58;22266.47;2189809.08;A;322724.59;254388.34;4411343.46;4602;957802.68;544506.67;1575097.44
19750656.08;226419.15;MAFRA;637455.09;3789522.05;A_1109;50934262.52;336054.03;14055554.96;A;1978395.7;2674447.62;37963907.35;1109;3664115.56;3821642.28;9306239.61
16281315.84;2790826.75;MAIA;197744.55;1499453.15;A_1306;67135281.75;283826.13;18535976.99;A;12117035.7;2870621.85;40932490.14;1306;6727109.61;5831371.18;19475682
4956192.69;390764.2;MANGUALDE;288167.38;895180.03;A_1806;15428962.68;252615.36;4502462.93;A;420528.33;1082393.32;10094043.45;1806;2257885.97;382772.47;3077033.26
4362530.37;1750;MANTEIGAS;90097.16;59009.81;A_0908;8447249.32;435430.6;1304789.97;A;561382.91;359098.32;6829505.6;0908;546405.52;726754.66;1071338.2
7634045.99;34015.09;MARCO DE CANAVESES;891844.73;655967.8;A_1307;25493769.73;450285.29;6742945.54;A;674632.28;1929444.16;17686288.44;1307;3621577.23;2859011.62;4185904.06
7716308.28;23381.42;MARINHA GRANDE;322828.75;904221.7;A_1010;19768871.46;13427.3;5415902.58;A;1684117.92;516404.15;15080271.52;1010;1237646;1934633.36;3450953.94
1422839.3;310167.19;MARVÃO;286899.72;169011.66;A_1210;5108794.13;4635.66;1639609.8;A;346248.61;317570.05;3418207.31;1210;260689.59;351122.55;1429897.23
27704793.15;4576123.59;MATOSINHOS;2271000.03;4896205.97;A_1308;101835239.13;736509.99;29687470.37;A;5765552.66;6119768.93;69656828.92;1308;8549759.03;11528055.41;23628651.18
3737713.57;35000;MEALHADA;155797.38;583816.31;A_0111;14899015.05;0;4590189.38;A;528632.54;3213037.47;9269902;0111;1112829.35;941999.05;4516283.7
2064456.76;98661.59;MÊDA;147729.75;1790187.2;A_0909;8076071.03;189467.45;2936558.21;A;136417.7;3690;5605915.8;0909;293468.99;415433.38;2176686.24
2960247.07;23738.29;MELGAÇO;557466.78;1230564.89;A_1603;12719624.55;306714.28;4618703.52;A;927515.5;274467.98;8394597.13;1603;1311273.98;508932.26;3013753.44
2941632.14;122254.49;MÉRTOLA;415791.75;899165.13;A_0209;13493524.55;27694.1;4543413.26;A;1423839.88;420816.54;8685646.63;0209;1526010.13;1172907.13;3281867.79
1189389.13;23977.2;MESÃO FRIO;84036.7;38592.27;A_1704;5203729.47;160623.88;1997885.32;A;384128.29;8706.27;3539862.74;1704;1124426;191964.41;539440.73
3731229.95;0;MIRA;511388.93;977124.76;A_0608;10362531.22;14203.81;3590468.24;A;510912.37;153129.35;7880225.28;0608;329750.53;544323.28;2152555.41
3091038.42;35305;MIRANDA DO CORVO;125642.78;245196.94;A_0609;9285854.28;22687.78;2778655.17;A;828319.6;489817.44;6565478.57;0609;996093.95;673097.2;1724281.76
