NVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES
;3429586.79;6718.4;MIRANDA DO DOURO;173153.58;475656.08;A_0406;10423396.76;254290.64;3129185.83;A;1037529.46;144855.59;7392096.98;0406;1193386.67;579033.72
;6611142.66;68995.35;MIRANDELA;227876.38;922775.92;A_0407;21928407.93;925110.09;6382566.56;A;1040326.62;2315620.03;15168166.19;0407;2184647.44;1249346.88
;4883520.87;13845.92;MOGADOURO;113524.52;161660.64;A_0408;12598096.19;28629.27;2808426.4;A;2141619.87;172529.26;8839692.22;0408;1155223.76;1119115.68
;3227692.04;301540.19;MOIMENTA DA BEIRA;170824.67;1135713.66;A_1807;11519075.28;271644.13;3001476.55;A;638140.03;177167.91;7219105.26;1807;1876583.56;718292.54
;7039851.35;17030.45;MOITA;539830.27;487107.36;A_1506;30284680.18;150702.43;13950877.3;A;1576319.68;263438.86;24497960.8;1506;2902992.76;3356529.72
;3769116.32;61774.46;MONÇÃO;169150.69;616351.95;A_1604;14743681.03;140026.48;4502906.61;A;602092.7;334760.97;9445338.55;1604;3514211.71;1033289.14
;1855953.83;17000;MONCHIQUE;761164.53;422142.13;A_0809;9640372.64;23100.76;3575672.03;A;655907.85;26788.63;6355639.35;0809;1401730.15;900912.73
;1776262.67;72560.05;MONDIM DE BASTO;27707.08;91328.12;A_1705;7220717.9;272548.64;2644867.64;A;154114.54;320837.03;5052382.57;1705;1501788.51;358703.62
;1129043.31;0;MONFORTE;91.94;72113.32;A_1211;5303637.74;57772.08;2490409.14;A;88807;132980.33;4149546.79;1211;860098.36;472322.26
;4017481.85;385411.94;MONTALEGRE;799378.91;2325498.5;A_1706;17123667.02;25451.54;4230926.32;A;821814.24;883437.85;10629507.83;1706;1278617.75;2355648.12
;4797112.99;36513.38;MONTEMOR-O-NOVO;238095.74;419137.7;A_0706;16715338.47;113724.39;6612634.13;A;851530.94;767259.94;13087759.73;0706;1315041.04;1564288.22
;5095814.15;0;MONTEMOR-O-VELHO;732597.85;611942.63;A_0610;14600077.59;598500.81;4083825.15;A;1180505.36;176927.44;10454671.92;0610;1443432.39;676531.81
;6225981.97;103122.68;MONTIJO;71970.06;275696.5;A_1507;24359531.69;129517.66;12845214.67;A;352037.39;584274.44;21656751.94;1507;1315678.68;2456037.64
;1330078.37;7075.77;MORA;81157.88;363193.84;A_0707;5633073.79;21596.45;2348380.59;A;295040.52;44530.16;4452180.71;0707;389894.91;752125.3
;1873344.55;82416.42;MORTÁGUA;247029.19;920340.5;A_1808;8250800.43;39495.5;2540716.57;A;301042.98;66026.11;5881211.39;1808;752733.84;1427654.77
;3421205.15;92088;MOURA;320536.93;935188.19;A_0210;14683245.59;110020.09;6075346.32;A;917775.35;132082.45;10584420.59;0210;1701154.08;977849.03
;1080075.38;3369.65;MOURÃO;23196.54;14747.35;A_0708;5016501.1;210605.53;3028574.39;A;70599.89;0;4589104.72;0708;315482.95;269849.42
;1890080.47;0;MURÇA;11124.15;291248.36;A_1707;6564557.38;242456.91;2360698.61;A;91816.92;35841.64;4776440.47;1707;1358085.84;283204.48
;1746065.69;554647.02;MURTOSA;66308.62;697106.33;A_0112;6770450.33;9088.28;1734599.86;A;1065725.95;146618.26;3984159.47;0112;255884.68;494405.64
;3351729.05;544.83;NAZARÉ;32743.63;58148.91;A_1011;11532175.97;954601.31;2960675.14;A;851305.86;50020.92;8741551.02;1011;1797860.8;1474545.52
;2442844.15;69085.6;NELAS;65959.67;400776.2;A_1809;8926564.48;596493.63;3083930.57;A;187950.74;27057.8;6993934.24;1809;1181800.23;870665.89
;2216025.77;397.3;NISA;936.25;53049.96;A_1212;11405656.63;57665.12;3993109.12;A;246795.64;2334160.23;7043681.95;1212;1726635.3;776881.94
;787776.66;74968.5;NORDESTE;85311.96;957909.94;A_4202;6928265.61;630656.79;1505856.15;A;81979.22;116637.74;3609450.18;4202;2002008.07;685160.58
;5412817.39;335796.81;ÓBIDOS;81799.81;203292.34;A_1012;19011752.63;287218.95;4875956.45;A;774232.3;3649721.38;12287864.55;1012;1679045.44;1711871.76
;7064287.09;100425;ODEMIRA;208600.45;574956.95;A_0211;24943923.57;77941.09;8046450.04;A;2116621.38;606804.4;18980067.74;0211;2356447.65;3791389.52
;23897825.83;4649.75;ODIVELAS;94478.58;791014.47;A_1116;64417081.82;606249.16;22733103.96;A;438396.76;642818.13;53053916.25;1116;9391807.88;5816737.3
;29998859.3;6685101.94;OEIRAS;5077078.94;2542440.21;A_1110;108812708;2445694.55;33125802.39;A;5730912.68;8151368.53;76440474.32;1110;4185331.38;10870118.08
;2585989.59;1920;OLEIROS;53165.12;1310113.06;A_0506;8689087.5;30331.07;2138504.13;A;680704.63;311824.81;5585228.34;0506;746131.54;830403.55
;5523460.58;11186;OLHÃO;251072.84;29621.28;A_0810;22898255.34;361546.23;8197154.95;A;853589.21;95024.95;18963850.79;0810;2693910.27;4881689.03
;8432895.54;1484059.36;OLIVEIRA DE AZEMÉIS;1127978.24;1754391.66;A_0113;34867103.5;425560.74;9835467.31;A;248800.27;1890593.13;21923944.97;0113;6437335.87;3230021.38
;2281031.16;0;OLIVEIRA DE FRADES;1224577.88;1089705.52;A_1810;11902053.08;81944.16;2735117.68;A;952013.35;1835757.65;5449039.08;1810;1350959.6;350946.08
;3724828.35;399220.6;OLIVEIRA DO BAIRRO;115700.69;1917478.01;A_0114;17575893.55;140002.04;4326124.93;A;333151.23;3668026.8;9398067.02;0114;1744249.2;1207111.7
;4769642.25;81352.57;OLIVEIRA DO HOSPITAL;455970.43;659941.92;A_0611;13855271.95;57162.79;3858385.79;A;445194.84;482454.11;10477425.67;0611;1252932.41;1792234.84
;11383378.77;266764.77;OURÉM;98185.09;401828.97;A_1421;30855590.13;401983.33;6569236.03;A;945426.96;1126126.74;21227201.28;1421;6790056.32;2872603.15
;1538356.56;20268.61;OURIQUE;44671.24;918108.01;A_0212;9814566.19;89931.07;3954630.29;A;379552.39;89483.34;6500035.52;0212;1862447.08;917117.6
;7681570.81;852382.7;OVAR;41735.67;2153226.93;A_0115;25322737.73;131143.6;7310341.71;A;1404573.54;394289.34;18342515.64;0115;2134013.91;3219459.52
;6978075.81;61297.57;PAÇOS DE FERREIRA;18897.35;1172000.89;A_1309;23036540.95;982435.42;6916059.35;A;896126.49;1717683.11;16873706.76;1309;2296828.78;1997136.18
;13219782.11;202970;PALMELA;101998.21;922400.1;A_1508;38207348.1;478674.15;17606603.76;A;341088.15;704278.52;33829720.23;1508;2104892.89;2524660.21
;3667577.51;80105;PAMPILHOSA DA SERRA;127027.53;757095.07;A_0612;10041775.93;1422.93;2467325.25;A;762290.5;323615.55;7635753.76;0612;355888.52;1499428.07
;11890153.41;136939.15;PAREDES;132530.82;3559568.81;A_1310;42974068.4;840471.77;13534117.16;A;1241958.7;3637604.07;29471255.51;1310;4794211.34;3206513.17
;2735159;0;PAREDES DE COURA;1545471.2;425352.76;A_1605;10974018.27;420979.1;2903982.57;A;141211.06;510911.44;6644771.03;1605;1706300.78;584650.36
;1871427.24;17250;PEDRÓGÃO GRANDE;72423.9;306802.12;A_1013;5927543.66;570045.65;1433592.25;A;410614.23;214608.19;4462771.7;1013;443073.52;587706.56
;3643701.05;28960.74;PENACOVA;255568.9;1749438.57;A_0613;11865654.09;36203.09;2613649.08;A;721040.62;864909.24;7333751.36;0613;911984.66;1040198.14
;8298689.73;197668.74;PENAFIEL;1059821.77;3640876.89;A_1311;36608464.45;267001.58;11104610.02;A;1700973.04;4880018.69;22550968.29;1311;2578137.03;2880666.96
;2032761.15;53443.12;PENALVA DO CASTELO;130249.5;1247374.37;A_1811;7726940.58;15696.15;2250644.36;A;542387.26;124359.7;4900239.58;1811;728887.05;601137.92
;2492522.19;0;PENAMACOR;544360.52;303609.72;A_0507;8566190.53;56911.28;2041740.51;A;1045410.62;1055841.37;4970191.12;0507;646777.18;379017.14
;1806278.12;245280.15;PENEDONO;468494.57;174654.53;A_1812;6303731.14;0;1669856.52;A;997455.87;220678.99;3993524.41;1812;203642.62;517389.77
;1889586.79;5130.99;PENELA;34537.62;422518.62;A_0614;6255825.3;171171.81;1921622.12;A;161853.95;227844.85;4699641.32;0614;704297.95;717260.6
;5494138.63;62382.54;PENICHE;13377.88;180546.87;A_1014;15243778.25;115991.64;6017589.24;A;504156.5;356337.68;13179157.16;1014;947819.62;1551437.65
;4018287.51;22622.15;PESO DA RÉGUA;246724.26;839542.68;A_1708;15879007.52;384733.75;4405676.24;A;810183.7;2763664.62;9780708.6;1708;1415561.51;972011.1
;3309048.3;0;PINHEL;101033.85;533553.23;A_0910;10235894.17;156281.21;3151436.61;A;196261.1;717538.37;7299518.31;0910;1387989.31;682752.19
;8496997.65;152846.66;POMBAL;9098477.04;3564825.07;A_1015;41793896.7;79516;7157915.2;A;3911389.32;2864805.94;19458176.55;1015;2743376.12;3723747.7
;7694983.58;159046.11;PONTA DELGADA;752725.22;348560.46;A_4203;34015523.36;311053.14;11843870.82;A;2275842.71;3289448.89;23706415.72;4203;3483484.25;3856508.18
;1822518.47;16812.76;PONTA DO SOL;52120.37;344825.87;A_3105;4919249.05;10218.11;1524455.67;A;69911.57;70580.16;3791392.53;3105;573605.79;434200.28
;2769084.56;189287.5;PONTE DA BARCA;95479.29;473691.09;A_1606;12356572.91;112950.18;4038596.57;A;658834.7;956472.58;7903407.7;1606;2079400.05;982776.39
;7269518.08;119260.47;PONTE DE LIMA;265014.2;240416.33;A_1607;23848680.42;6477.93;7775535.4;A;2086814.16;1070389.98;18546630.1;1607;1520155.18;3495098.69
;3942844.85;284163.73;PONTE DE SOR;1259790.39;1114140.28;A_1213;16834109.38;3216.25;4731167.18;A;2272443.86;149110.99;11170347.85;1213;584112.28;2493119.57
;4201909.23;239949;PORTALEGRE;107623.37;342255.98;A_1214;17113501.72;281544.17;6107774.38;A;686277.76;1123881.56;10884258.65;1214;3729255.4;293030.87
;2732243.9;10853.75;PORTEL;95461.41;107087.8;A_0709;8479164.23;39244.49;3561274.48;A;107629.35;433950.41;7385607.88;0709;338573.63;1052845.01
;6451206.3;281287.4;PORTIMÃO;5251.83;811279.96;A_0811;44867790.18;4399457.19;14009673.3;A;1437519.98;1118065.52;33858760.15;0811;7355625.34;8998423.36
;46679683.3;2846411.87;PORTO;610607.55;4495652.53;A_1312;154654855.14;2722486.21;56303553.2;A;2430719.58;2749148.89;120928827.2;1312;20593487.52;15223104.49
;6036860.3;271119.57;PORTO DE MÓS;589678.91;1267646.79;A_1016;15574807.45;34459.42;4610720.29;A;658665.57;362019.16;11555650.75;1016;870026.7;873610.74
;1334882.03;0;PORTO MONIZ;53394.14;195735.03;A_3106;3800324.55;50940.98;1255543.2;A;150425.84;2788.92;3066998.92;3106;330981.7;425632.71
;893387.33;5164.75;PORTO SANTO;1767.42;0;A_3201;3699142.65;55067.84;2122847.69;A;11948.48;0;3287860.55;3201;392401.45;216557.69
;3830473.67;76000;PÓVOA DE LANHOSO;98896.29;721517.82;A_0309;13572210.77;201634.15;3994259.27;A;696383.12;509298.18;9361230.58;0309;2108884.78;1334863.49
;13382694.4;659184.16;PÓVOA DE VARZIM;279702.57;1681679.84;A_1313;40017777.28;254142.52;12147203.01;A;1050052.61;4619969.09;27961839.9;1313;3765349.11;2177799.97
;480870.11;54.19;POVOAÇÃO;174296.57;16388.27;A_4204;6767580.27;48754.33;2753578.85;A;1246912.56;134166.16;3441459.97;4204;1754302.55;158256.68
;1331562.21;349608.17;PRAIA DA VITÓRIA;1699.15;255106.31;A_4302;11004323.75;299073.01;3431653.52;A;432451.93;133950.99;6150692.03;4302;3680815.17;1088403.29
;3101385.11;15657.41;PROENÇA-A-NOVA;347795.51;157918.75;A_0508;9027246.07;18183.02;2671248.78;A;1102197.36;225925.71;6675671.21;0508;502080.12;884854.3
;2318308.97;25422.65;REDONDO;62205.05;458572.34;A_0710;8326809.63;2244.97;4030275.11;A;427246.68;84375.43;7162329.71;0710;106657.77;811500.66
;3899144.28;2504.2;REGUENGOS DE MONSARAZ;173173.84;1605344.6;A_0711;13594287.4;253134.3;4488718.32;A;674970.49;126697.58;10038929.71;0711;972666.98;1397932.81
;2701896.77;0;RESENDE;131195.01;186843.45;A_1813;9733499.56;153195.9;4304553.47;A;425192.59;322841.78;7817510.97;1813;849915.76;657864.83
;1004122.26;0;RIBEIRA BRAVA;0;2033444.91;A_3107;8329661.7;1176059.61;1591993.61;A;401501.34;0;4446623.76;3107;1448091.69;674448.28
;2932552.42;131046.96;RIBEIRA DE PENA;1078409.64;1086934.22;A_1709;13270886.49;120495.24;3454321.05;A;932558.7;478950.75;8722640.11;1709;840346.11;2215271.4
;2809837.58;81794.73;RIBEIRA GRANDE;746360.21;1484077.14;A_4205;16512609.4;188109.6;4885592.83;A;2506708.31;539288.31;8324363.88;4205;2830016.82;440823.87
;4929818.98;11437.4;RIO MAIOR;300694.41;1798872.6;A_1414;19048336.22;192767.29;5496430.37;A;427518.66;1179183.14;12031094.9;1414;3299535.11;1412078.26
;2060619.42;23388.3;SABROSA;181218.21;681034.27;A_1710;7215804.35;20696;2746707.85;A;440568.99;32540.98;5137881.01;1710;719172.59;309857.74
;4397731.65;27325.44;SABUGAL;328858.12;846319.73;A_0911;13212265.17;38814.84;3619839.88;A;593345.95;347884.39;10399712.11;0911;668819.43;2343325.74
;3298353.6;275000;SALVATERRA DE MAGOS;47111.05;701617.85;A_1415;12607065.16;47907.64;3804343.35;A;536929.6;2111149.67;8413835.12;1415;521421.87;1263230.53
;2753510.93;2113.66;SANTA COMBA DÃO;55716.95;224388.33;A_1814;7309316.22;321835.07;2470269.77;A;115659.62;22102.89;5799542.15;1814;1089792.62;253926.38
;13400328.5;0;SANTA CRUZ;1053197.35;4841434.36;A_3108;32234659.05;2952563.53;6514846.65;A;514351.16;198332.6;23204803.84;3108;2422539.74;337065.16
;792821.95;149970.14;SANTA CRUZ DA GRACIOSA;69446.89;1061172.41;A_4401;4483071.13;43649.02;1160977.04;A;258304.05;112224.17;2570688.58;4401;261264.89;573240.57
;522448.49;141261.28;SANTA CRUZ DAS FLORES;10620;41600.2;A_4802;4188648.36;6904.77;1010373.21;A;44898.68;1985968.87;1690562.01;4802;273737.32;150835.54
;17205445.1;717256.37;SANTA MARIA DA FEIRA;3515587.61;1313617.08;A_0109;57422775.55;1433499.17;13831434.41;A;2639073.24;5826325.07;37232663.94;0109;6178252.24;4762285.26
;2345282.7;94981;SANTA MARTA DE PENAGUIÃO;21614.04;189275.04;A_1711;6404621.64;33748.3;2022436.12;A;163761.13;512329.58;4839103.06;1711;583557.79;437635.94
;1559761.92;0;SANTANA;0;817551.08;A_3109;6395436.12;577450.57;1431385.05;A;0;0;4224198.21;3109;1353686.83;655600.67
;12162417.79;127512.59;SANTARÉM;68742.5;1809643.77;A_1416;47226144.64;2860197.7;13938808.69;A;1391459.69;1908963;34995507.23;1416;6924315.86;6034083.05
;8006645.95;0;SANTIAGO DO CACÉM;236087.75;628496.68;A_1509;23247512.02;155877.64;9730390.17;A;544520.11;162153.97;19594694.43;1509;2081559.08;1701780.67
;9461373.23;5069.5;SANTO TIRSO;868742.08;1968020.15;A_1314;33692262.65;266850.52;7960776.45;A;1970450.12;3689216.82;21878976.73;1314;3311787.25;4189976.53
;3427984.7;360774.22;SÃO BRÁS DE ALPORTEL;48045.81;1034586.28;A_0812;10402130.15;16522.94;3865344.8;A;505401.72;83435.92;7947741.25;0812;422144.95;637888.81
;4450419;140629.83;SÃO JOÃO DA MADEIRA;64484.38;342252.64;A_0116;16063848.63;115514.5;4619676.03;A;2811922.93;724832.44;10456804.48;0116;1522921.93;1271194.95
;3765089.75;45000;SÃO JOÃO DA PESQUEIRA;19226.1;553758.72;A_1815;10508336.57;52250.22;1690134.88;A;2249537.26;20536.12;6093526.28;1815;1526752.09;586051.43
;3128630.28;194913.42;SÃO PEDRO DO SUL;110069.86;914126.19;A_1816;16536710.83;285865.37;6319476.81;A;857837.37;1497844.33;10823003.13;1816;2138916.53;1089030.67
;868722.77;55.49;SÃO ROQUE DO PICO;253902.72;53587.02;A_4603;4058980.03;15312.03;1156061.5;A;139383.43;588.98;2662740.2;4603;948722.19;622643.9
;1436052.19;2400;SÃO VICENTE;226689.97;570338.98;A_3110;5314665.18;48311.35;1287078.47;A;598621.71;19812.22;3274602.28;3110;622200.02;503160.27
;1517522.2;183.89;SARDOAL;16401.53;25032.26;A_1417;5745708.59;52090.61;2762363.12;A;256590.7;29925.72;4750965.43;1417;666609.06;418989.5
;2459377.55;0;SÁTÃO;836012.23;638445.27;A_1817;9592014.64;11212.41;2966610.16;A;1024279.08;252983.23;6014122.77;1817;826172.06;576922.65
;7668278.33;51457.44;SEIA;167661.04;246003.96;A_0912;21035263.49;2751125.58;5091082.68;A;909396.2;104146.62;16463651.06;0912;3092947.17;953164.47
;33322493.74;135715.71;SEIXAL;1084531.66;1398960.07;A_1510;108617094.62;3517889.39;32811186.22;A;7155507.93;2379733.28;71400107.06;1510;25062538.91;1748537.71
;3112621.31;0;SERNANCELHE;104770.16;634633.97;A_1818;7267931.5;15643.14;1727674.24;A;829024.94;101370.81;5196207.06;1818;401924.56;340268.37
;3284445.91;78988.01;SERPA;156918.52;203592.89;A_0213;12916616.19;168234.16;5766849.73;A;783257.97;655562.26;10189616.39;0213;848680.15;970086.59
;4568470.32;306;SERTÃ;1127161.08;605414.83;A_0509;12838463.9;108292.76;3768608.9;A;297808.24;103900.32;9581019.82;0509;1122853.61;1135647.84
;10639481.48;74966.94;SESIMBRA;3814793.03;366225.3;A_1511;42964916.35;817913.51;17414284.9;A;2086311.57;689131.48;31117329.92;1511;4816158.11;2245650.03
;21944676.18;148615.43;SETÚBAL;1370151.91;1334974.68;A_1512;65613319.76;1895453.78;24222935.86;A;2470296.14;1824998.98;53589296.88;1512;4874985.74;5526231.06
;1754540.97;66367.21;SEVER DO VOUGA;81374.05;639869.3;A_0117;7315382.33;70968.43;2018710.28;A;417465.49;107920.6;4957220.01;0117;1045165.67;1113000.33
;10394889.82;18391.15;SILVES;1394117.02;404828.39;A_0813;29573983.35;567502.04;11058613.68;A;837994.38;19113.21;23789487.42;0813;3110051.78;1768481.88
;3419306.83;10059.22;SINES;27986.18;1139550.47;A_1513;17321709.33;201429.31;7818280.72;A;405230.42;202718.3;12882703.46;1513;2653461.28;1443686.6
;33719887.57;268810.36;SINTRA;0;1052537.83;A_1111;122911236.4;1553596.75;45871473.7;A;347843.35;2490734.17;105342726.58;1111;13408584.11;24197768.56
;2784877.25;0;SOBRAL DE MONTE AGRAÇO;3234.62;173470.18;A_1112;7255390.5;92487.9;2867820.85;A;212204.2;64803.27;6265848.1;1112;535830.13;520662.1
;3590452.97;44083.13;SOURE;299486.33;1137316.69;A_0615;12683186.96;123934.59;4257423.84;A;509297.51;137820.82;9018701.3;0615;1536481.18;1046889.9
;1427621.76;1595.94;SOUSEL;41399.36;89546.99;A_1215;9355489.98;64113.42;2425904.58;A;683332.79;3302197.15;4690249.45;1215;547168.3;772609.69
;3042654.8;3489.97;TÁBUA;397378.77;385288.52;A_0616;10218850.61;212652.16;3373033.29;A;788778.4;31352.82;7595033.69;0616;1017528.44;966693.44
;2315845.59;1800;TABUAÇO;1105630.26;297356.03;A_1819;7936395.44;168505.21;2143316.58;A;229631.26;260091.39;4907690.36;1819;1134196.14;280022.98
;1955647.92;8226.57;TAROUCA;48882.68;131062.65;A_1820;8821708.88;272427.37;4059843.67;A;452441.32;165656.25;6653951.78;1820;1361487.63;366032.82
;4919586.15;18221.82;TAVIRA;324794.92;297671.43;A_0814;22688161.59;158843.48;8722556.75;A;844431.07;182664.64;16899709.7;0814;4120668.01;3098723.32
;2254288.05;0;TERRAS DE BOURO;235880.91;767531.31;A_0310;9257317.54;26135;3976097.91;A;285224.66;366340.65;7093326.58;0310;509013.43;836805.62
;5261952.4;101073.27;TOMAR;66433.55;611657.88;A_1418;23348650.96;191304.79;8990663.4;A;2892183.7;501975.65;16375638.98;1418;2799687.93;1931718.39
;5085733.85;111261.25;TONDELA;1340127.41;3092118.9;A_1821;21582502.18;68886.36;4665399.56;A;1131362.51;729297.48;12956081.03;1821;2222253.6;3136061.26
;2968819.59;21048.4;TORRE DE MONCORVO;279235.37;478490.4;A_0409;11816528.64;546578.91;2923999.88;A;635900.87;256461.91;7213516.6;0409;2931875.09;774118.22
;7390384.66;55.03;TORRES NOVAS;98612.96;695609.84;A_1419;24441808.33;927590.34;7847634.98;A;884547.41;1266193.8;18111928.41;1419;3384860.88;1946318.43
;12188167.11;626716.81;TORRES VEDRAS;3333.71;79290.26;A_1113;41464071.74;435136.1;11593070.59;A;2409119.85;393958.23;32484095.01;1113;5467557.87;8267721.21
;2150295.28;0;TRANCOSO;261985.98;809195.17;A_0913;10253223.24;447862.65;2719057.92;A;623311.59;328715.99;6996569.08;0913;1233445.43;1679353.23
;5218707.75;218003.64;TROFA;1026415.55;1261537.75;A_1318;31049724.85;2883517.42;5946648.26;A;1508311.89;1179790.51;23142022.18;1318;2714093.33;9093148.75
;3308621.51;185000;VAGOS;45506.06;343824.68;A_0118;12942283.1;335281.2;3375088.07;A;702066.4;1307905.47;8219507.8;0118;2138472.69;1200517.02
;3388409.55;405789.26;VALE DE CAMBRA;58180.79;1114216.34;A_0119;14812175.86;201203.23;4025192.48;A;566344.33;1061726.59;9135936.89;0119;2469981.66;1521131.63
;3979781.27;38906.65;VALENÇA;8972.48;742549.29;A_1608;14875136.15;111445.35;5142254.35;A;599087.27;2351015.1;10523313.72;1608;611291.64;1289832.75
;9719655.48;266665.26;VALONGO;0;828948.68;A_1315;30705937.35;761753.2;11335793.3;A;298786.33;532784.58;24508396.35;1315;4270356.15;2691194.37
;4424292.18;154519.78;VALPAÇOS;360484.76;1516154.96;A_1712;15076407.25;452431.46;4190389.73;A;1064070.28;378550.69;10120741.57;1712;1481885.21;1053628.2
;1132908.19;0;VELAS;402924.8;88356.51;A_4502;4439283.77;9331.03;1581875.25;A;52918.6;307020.08;3012136.1;4502;575927.68;288021.63
;2019320.41;2000;VENDAS NOVAS;13322.95;84362.23;A_0712;8008596.05;278339.44;3738314.43;A;391339.45;57464.09;6504776.83;0712;955330.5;468802.55
;1873869.16;0;VIANA DO ALENTEJO;84069.22;180452.81;A_0713;5972454.49;12580.56;2315954.39;A;232359.29;156571.1;4843589.95;0713;475412.12;641185.84
;9588171.89;1384002.33;VIANA DO CASTELO;102217.34;1013010.92;A_1609;48617065.78;323316.13;15793296.69;A;3005724.14;2911139.59;29603357.29;1609;10597614.17;3898572.58
;1363918.85;0;VIDIGUEIRA;36646.2;2165.69;A_0214;7384567.6;38446.27;3273764.61;A;349074.04;897080.94;5144120.6;0214;955480.13;467990.87
;3223250.4;39076.74;VIEIRA DO MINHO;0;724204.23;A_0311;13189808.26;242904.8;2860121.45;A;387643.96;2425857.08;7650999.29;0311;1962026.96;1324722.64
;1422568.08;1088.62;VILA DE REI;145275.96;42113.81;A_0510;4710061.9;33329.74;1995522.99;A;378160.5;70237.22;3796367.72;0510;276818.07;344946.91
;3943070.18;551914.61;VILA DO BISPO;193782.81;56208.19;A_0815;12170825.22;322042.91;3785317.19;A;580512.25;1436607.49;9073329.28;0815;278470.59;1022899
;12066646.79;305138.68;VILA DO CONDE;88451.72;1478827.75;A_1316;42721431.47;2232814.21;15614975.78;A;279499.07;2394488.83;33248690.61;1316;4926334.81;3334253.83
;1345621.03;46250;VILA DO PORTO;49978.69;979314.77;A_4101;5585593.79;5944.26;1782400.93;A;396336.44;20019.13;3520475.33;4101;573219.43;386509.11
;2349374.85;4194.39;VILA FLOR;122595.45;285021.01;A_0410;7610318.16;18378.39;2727219.19;A;153827.8;315062.15;6276552.1;0410;453065.26;1181579.67
;18433819.68;180070.72;VILA FRANCA DE XIRA;720307.02;1482216.81;A_1114;59116730.66;262574.43;16306625.41;A;9150551.59;2206597.64;41875875.22;1114;3501111.66;6872855.7
;1559461.44;196500;VILA FRANCA DO CAMPO;263381.94;480854.26;A_4206;9052674.4;1087295.68;2433199.49;A;507073.43;368611.99;5900933.91;4206;1335318.87;820977.3
;2150349.99;4110;VILA NOVA DA BARQUINHA;10751.56;51586.16;A_1420;7937937.65;80439.8;2964764.44;A;534011.19;811609.31;5578622.23;1420;947247.2;383068
;3125250.13;66542.62;VILA NOVA DE CERVEIRA;558365.86;431234.78;A_1610;11154782.73;72572.19;3708671.48;A;722847.59;437391.53;7536070.71;1610;1402329.64;629576.91
;23005147.29;328431.96;VILA NOVA DE FAMALICÃO;1559205.53;6532780.73;A_0312;68684935;472774.87;18039739.09;A;623212.34;2661956.13;45319359.3;0312;11659989.01;3801698.05
;3641793.31;0;VILA NOVA DE FOZ CÔA;43981.08;930942.06;A_0914;10366530.98;80268.68;2824622.03;A;249781.07;428728.48;8144730.6;0914;568367.69;1598046.58
;33891438.07;2098160.09;VILA NOVA DE GAIA;8641.65;4454836.75;A_1317;130861595.6;4394450.05;34354473.74;A;3385498.74;6588736.06;82842120.25;1317;31483602.06;10201758.39
;1649388.66;40390.32;VILA NOVA DE PAIVA;166051.14;506608.51;A_1822;6170741.77;73852.24;2274145.57;A;180004.01;309565.77;4313896.19;1822;654225.83;316509.72
;1695492.29;138650.25;VILA NOVA DE POIARES;12543.5;61796.16;A_0617;6705962.01;858963.34;2298024.45;A;55607.13;97945.36;5109419.62;0617;1229999.99;256939.54
;4780958.52;423736.86;VILA POUCA DE AGUIAR;963648.25;914910.73;A_1713;22134564.5;93118.64;4599417.8;A;5283664.4;2194786.68;11646689.84;1713;707127.74;2173194.88
;6672377.42;658417.98;VILA REAL;0;1149379.78;A_1714;25396814.65;146396.92;7106534.88;A;1717832.81;679843.41;17673700.58;1714;3517640.09;3748391.36
;22545788.73;1974614.33;VILA REAL DE SANTO ANTÓNIO;1929189.34;4954655.15;A_0816;77468550.94;3478128.98;7626750.07;A;3225178.07;4535606.44;48523302.6;0816;12326005.01;14872634.82
;1646685.77;84250;VILA VELHA DE RÓDÃO;143339.65;415245.53;A_0511;6698223.46;6633.73;2482743.19;A;634606.06;277182.13;4787139.21;0511;356460.88;651076.52
;8625720.08;52750;VILA VERDE;375159.8;330713.28;A_0313;26653138;588520.56;7470339.3;A;617823.04;3054600.97;19007060.05;0313;3215030.86;2322480.11
;1946797.85;0;VILA VIÇOSA;55527.83;135963.41;A_0714;7124386.88;190208.71;2865072.16;A;336743.07;192249.4;5571151.64;0714;832751.53;569072.92
;2896926.76;15000;VIMIOSO;2632.2;163769.01;A_0411;8347942.02;35536.67;2493172.75;A;1657706.34;22601.67;5977068.26;0411;509164.54;551432.08
;3335739.54;54630.98;VINHAIS;340960.95;477842.45;A_0412;11189934.75;38491.86;3400651.63;A;583723;137663.33;8344904.19;0412;1250209.85;1570021.16
;12381933.24;613828.38;VISEU;18582.32;446785.28;A_1823;42452176.01;251696.63;12022679.17;A;1206707.18;1713010.7;31840114.34;1823;6613147.81;7183805.3
;2781924.53;50000;VIZELA;200694.51;3413384.7;A_0314;23347965.93;436196.09;4415154.45;A;747889.46;7120958;10363187.99;0314;1451851.27;2729912.92
;1934636.31;1568.24;VOUZELA;3195.19;242026.99;A_1824;8700987.62;89345.97;2458339.12;A;1278368.79;231023.31;5380440.05;1824;1564365.05;898118.65
