IMI;FINANCIAMENTO_UNIAO_EUROPEIA;TAXAS_MULTAS_OUTROS_IMPOSTOS;DSC_AUTARQUIA;IMPOSTOS_MUNICIPAIS;IUC;TRANSFERENCIAS_ORCAMENTO_ESTADO;ldk;IMT;CODIGO_PERIODO;CODIGOINE;VENDA_BENS_SERVICOS;DERRAMA_IRC;RECEITAS_TOTAIS;OUTRAS_RECEITAS
1811398.47;2229822.74;327571.76;ANGRA DO HEROÍSMO;2895022.05;398797.49;7305640.09;T3_4301;357254.33;T3;4301;558775.76;0;13828541.42;839280.78
1056237.75;279877.81;359887.61;ANSIÃO;1986100.21;191182.05;3796606;T3_1003;195289.1;T3;1003;1372992.56;183503.7;7756592.94;321016.36
1568700.32;2651893.01;228890.62;ARCOS DE VALDEVEZ;2443922.77;358226.99;8029251;T3_1601;288104.84;T3;1601;3197626.72;0;17719172.14;1396478.64
1019204.97;166247.23;297705.55;ARGANIL;1688409.71;166296.52;4482504;T3_0601;205202.67;T3;0601;1707856.63;0;8271608.52;226590.95
411387.3;344141.99;164958.49;ARMAMAR;852943.38;82563.74;3878941.52;T3_1801;111891.01;T3;1801;749866.45;82142.84;6815305.61;989412.27
1142750.92;2200554.9;82348.46;AROUCA;1908174.04;298116.79;5613200;T3_0104;208517.19;T3;0104;1318067.04;176440.68;11694227;654231.02
408958.81;165335.39;34693.24;ARRAIOLOS;768436.87;93817.79;4609952.99;T3_0702;176255.91;T3;0702;803341.33;54711.12;6484018.2;136951.62
147497.44;918820.48;9736.79;ARRONCHES;284262.18;41098.33;2858517;T3_1202;85929.62;T3;1202;352255.17;0;4745614.96;331760.13
1170101.87;23747.2;166016.27;ARRUDA DOS VINHOS;1993633.72;241930.82;2587689;T3_1102;196698;T3;1102;1954213.39;218886.76;7043282.66;483999.35
11689067.37;1958264.99;1817690.23;AVEIRO;19491309.68;1443437.49;6790644;T3_0105;2279898.06;T3;0105;6970538.27;2261216.53;39159764.48;3949007.54
226841.52;450366.15;6991.38;AVIS;374537.21;59302.9;4002136;T3_1203;56233.18;T3;1203;732973.86;25168.23;5887891;327877.78
2068634.58;4228.22;443197.17;AZAMBUJA;4673181.65;1375286.11;3796740;T3_1103;731915.42;T3;1103;1151833.11;54148.37;10664776.77;1038793.79
665914.06;297101.79;337530.4;BAIÃO;1426456.58;247329.3;5746086;T3_1302;175682.82;T3;1302;885634.47;0;9962158.61;1606879.77
6697065.59;1406863.84;1232959.49;BARCELOS;12698700.58;1786528.54;17880624;T3_0302;1603275.18;T3;0302;3715736.57;1378871.78;37062103.2;1360178.21
88538.45;69987.03;10459.06;BARRANCOS;123563.36;18842.56;2348910;T3_0204;5723.29;T3;0204;145256.44;0;2859334;171617.17
7434961.61;329991.39;4101255.09;BARREIRO;13431852.96;1148216.59;7218167;T3_1504;709019.62;T3;1504;6569837.45;38400.05;28140928.84;591080.04
1341023.63;34063.13;534804.17;BATALHA;2782742.72;338702.09;2969055;T3_1004;229357.66;T3;1004;942708.83;338855.17;7092452.97;363883.29
2614419.1;246092.48;254839.08;BEJA;4381958.74;566167.61;7948098;T3_0205;520162.28;T3;0205;2952612.79;426370.67;16001012.67;472250.66
365047.6;71335.41;29282.93;BELMONTE;499084.35;73316.51;2846327;T3_0501;31437.31;T3;0501;447174.16;0;4475835.07;611914.15
3252981.97;0;205827.05;BENAVENTE;5174144.15;489435.66;3264057;T3_1405;735475.36;T3;1405;1594181.06;490424.11;10964563.32;932181.11
1237868.59;14931.95;254653.23;BOMBARRAL;2026919.1;215250.51;2689011;T3_1005;291942.73;T3;1005;1592399.7;27204.04;6515149.5;191887.75
542850.31;11059.29;117062.69;BORBA;893060.56;97851.36;2699253;T3_0703;100506.53;T3;0703;869230.96;34789.67;5254002.05;781398.24
382045.55;573679.72;145078.07;BOTICAS;628127.59;81492.48;4137767.76;T3_1702;19511.49;T3;1702;1402332.47;0;7027196.51;285288.97
15326449.64;1970592.52;1849553.23;BRAGA;28804493.92;3318705.49;16171781.95;T3_0303;4696246.44;T3;0303;3550002.97;3613539.12;65781854.97;15284983.61
3247465.12;1043509.32;1320423.88;BRAGANÇA;5596428.74;568957.89;10429164;T3_0402;459581.85;T3;0402;5905399;0;23422931.83;448430.77
835620.68;526253.84;401312.61;CABECEIRAS DE BASTO;1724761.85;247231.35;5078007;T3_0304;185576.52;T3;0304;1044243.69;55020.69;9752980.74;1379714.36
1137711.47;352299.46;95836.13;CADAVAL;1581957.77;205762.01;3512655;T3_1104;142648.16;T3;1104;1468312.25;0;7246080.23;330855.75
4791573.03;1902324.96;624230;CALDAS DA RAINHA;7947453.67;930749.89;5084874;T3_1006;1448286.33;T3;1006;1793169.26;152614.42;17402877.78;675055.89
807134.83;175184.76;166400.44;CALHETA (MADEIRA);1470252.95;172199.59;4678884;T3_3101;324518.09;T3;3101;952933.13;0;7317122.83;39867.99
317448.2;1113267.93;17601.56;CALHETA (SÃO JORGE);460302.48;49485.33;2521098;T3_4501;66793.38;T3;4501;283617.87;8974.01;4407960.17;29673.89
1629851.08;437259.41;246456.22;CÂMARA DE LOBOS;2411160.93;368980.92;5571702;T3_3102;165872.71;T3;3102;354231.91;0;8939034.24;164679.99
2117971.38;2264722.73;324778.24;CAMINHA;3345544.42;309234.03;4375710;T3_1602;450360.51;T3;1602;2597970.6;143200.26;13164092.61;580144.86
465873.44;1459982.6;285739.31;CAMPO MAIOR;1163862;145390.96;3232116;T3_1204;136931.74;T3;1204;793505.03;129926.55;7138575.87;489110.24
3705890.12;1668666.87;255784.84;CANTANHEDE;5780833.51;611165.1;6839244;T3_0602;563347.33;T3;0602;1379973.32;644646.12;16083408.21;414690.51
341324.35;743312.16;37794.49;CARRAZEDA DE ANSIÃES;518700.23;79461.21;4364478;T3_0403;60120.18;T3;0403;418706.53;0;6300949.64;255752.72
600432.59;460831.99;292344.62;CARREGAL DO SAL;1125577.27;149721.37;2961666;T3_1802;83078.69;T3;1802;343249.38;0;5104538.23;213213.59
2200248.94;233368.12;171479.97;CARTAXO;3323988.42;400396.64;3512185.54;T3_1406;357600.1;T3;1406;1404612.4;194262.77;17761855.83;9287701.35
34655876.77;333387.79;16267200.85;CASCAIS;87799082.88;4594227.64;10319368;T3_1105;30980786.01;T3;1105;4982288.78;1300991.61;107729372.09;4295244.64
316368.78;9192.88;140330.9;CASTANHEIRA DE PÊRA;540197.68;38501.93;2244231;T3_1007;33501.52;T3;1007;597937.26;11494.55;3442283.76;50724.94
4686941.71;774395.52;372890.61;CASTELO BRANCO;6950901.83;879642.63;11845803;T3_0502;1011426.88;T3;0502;3026685.34;0;24409375.26;1811589.57
612794.54;182480.18;118288.98;CASTELO DE PAIVA;1068918.9;216256.93;4183380;T3_0106;121578.45;T3;0106;875390.72;0;6813748.55;503578.75
262157.15;136354.98;35767.99;CASTELO DE VIDE;391301.05;48394.21;2873385;T3_1205;36878.35;T3;1205;558683.48;8103.35;4264699.47;304974.96
1044314.14;31106.04;202305.43;CASTRO DAIRE;1529237.84;223591.15;6024978;T3_1803;59027.12;T3;1803;1411485.24;0;10179642.81;1182835.69
2008086.98;839973.83;107458.37;CASTRO MARIM;2948358.03;106775.26;2411991.91;T3_0804;726037.42;T3;0804;1909618.02;0;8208596.94;98655.15
424147.29;697878.6;80232.6;CASTRO VERDE;1324469.93;117712.39;4173516;T3_0206;85335.36;T3;0206;981173.24;617042.29;7392586.33;215548.56
722830.99;125312.87;338354.28;CELORICO DA BEIRA;1352629.17;112195.46;4114386;T3_0903;74927.48;T3;0903;429102.87;104320.96;6600613.8;579182.89
968401.64;2431939.21;174201.32;CELORICO DE BASTO;1600683.84;270004.75;5615532;T3_0305;188076.13;T3;0305;1522710.5;0;11823178.1;652312.55
584771.33;0;65010.72;CHAMUSCA;993973.64;125137.02;5185611;T3_1407;106374.19;T3;1407;539232.39;112680.38;7215636.52;496819.49
3176273.51;2617548.56;402447.78;CHAVES;4953035.45;685943.93;9996030;T3_1703;679836.5;T3;1703;6386854.65;8533.73;26297374.93;2343906.27
775111.75;1419954.97;136192.89;CINFÃES;1265116.41;234970.61;5950111.31;T3_1804;118841.16;T3;1804;242782.3;0;11456585.83;2578620.84
18651957.96;1973170.66;5855893.78;COIMBRA;32720975.87;2689213.69;12749589;T3_0603;4613347.27;T3;0603;5002207.56;910563.17;55066735.02;2620791.93
1083325.52;498710.54;167812.03;CONDEIXA-A-NOVA;1801197.61;265855.45;3113712;T3_0604;284204.61;T3;0604;2534392.09;0;8532577.07;584564.83
279978.1;192986.31;42233.49;CONSTÂNCIA;435663.91;63560.29;2416104;T3_1408;44426.13;T3;1408;634432.34;5465.9;3870033.51;190846.95
1223952.7;524273.09;181953.99;CORUCHE;2261827.22;264557.24;7526961;T3_1409;362316.76;T3;1409;1406715.82;229046.53;12771276.71;1051499.58
14867.88;61979.96;1142.7;CORVO;22474.24;6361.16;1109484;T3_4901;102.5;T3;4901;10810.55;0;1456715.02;251966.27
3886093.67;800281.15;658216.35;COVILHÃ;6271509.86;728734.05;9372722.88;T3_0503;614452.43;T3;0503;2289128.22;384013.36;20119406.5;1385764.39
243917;211990.44;16045.1;CRATO;312126.85;44803.81;3609620.8;T3_1206;7360.94;T3;1206;979377.72;0;5513434.14;400318.33
211508.45;100896.69;104386.95;CUBA;465079.3;56731;2344122;T3_0207;64316.27;T3;0207;499491.12;28136.63;3785433.97;375844.86
1745965.66;3757791.22;96415.37;ELVAS;2714128.33;329555;5957163;T3_1207;481298.35;T3;1207;1628763.57;60893.95;16205581.3;2147735.18
1824068.5;1864207.4;340339.83;ENTRONCAMENTO;2793056.61;326376.97;2437776;T3_1410;200746.62;T3;1410;2189040.01;101524.69;10863263.58;1579183.56
3301273.36;3352068.73;2252343.52;ESPINHO;6688994.67;501725.51;4249107.24;T3_0107;433004.94;T3;0107;3682283.36;200647.34;22763433.03;4790979.03
3283646.42;1753779.47;499699.52;ESPOSENDE;5385089.22;623985.35;4885425;T3_0306;977757.93;T3;0306;1440920.52;0;14195530.18;730315.97
1842863.65;478034.93;778091.15;ESTARREJA;3792583.03;436195.29;5174856;T3_0108;146713.17;T3;0108;1322982.21;588719.77;11736196.43;967740.26
851709.88;1755404.3;228036.17;ESTREMOZ;1561684.63;198058.89;5218848;T3_0704;210496.79;T3;0704;1592947.93;73382.9;10593010.74;464125.88
4931069.36;984429.82;2853034.35;ÉVORA;10889534.39;923898.49;10170036.02;T3_0705;1503159.89;T3;0705;4562631.8;678372.3;29337021.2;2730389.17
3162330.6;2025899.61;367535.56;FAFE;5584605.55;820431.48;9192213;T3_0307;712100.01;T3;0307;4041404.87;522207.9;23689713.18;2845590.15
9360716.57;382009.89;833537.18;FARO;15325588.22;1610089.74;5210597;T3_0805;2489822.34;T3;0805;2893261.44;1031422.39;26571638.81;2760182.26
2920311.2;895651.73;547443.96;FELGUEIRAS;6589028.26;977793.09;8225433;T3_1303;900202.67;T3;1303;4922481.57;1243277.34;23750284.43;3117689.87
506480.77;76951.96;177436.81;FERREIRA DO ALENTEJO;1138907.16;117864.15;4750497;T3_0208;205076.66;T3;0208;856459.15;132048.77;7301612.99;478797.72
796151.43;66197.45;169287.86;FERREIRA DO ZÊZERE;1174041.4;121601.18;3526380;T3_1411;87000.93;T3;1411;1102426.54;0;6109559.44;240514.05
8605569.95;1515491.02;852244.54;FIGUEIRA DA FOZ;13244789.23;1090735.15;7253892;T3_0605;1115369.29;T3;0605;3634606.64;1580870.3;31485805.46;5837026.57
329116.13;143829.42;15441.68;FIGUEIRA DE CASTELO RODRIGO;558683.46;77000.28;4886334;T3_0904;72126.99;T3;0904;915627.57;64998.38;6705027.09;200552.64
528596.21;448429.51;141193.92;FIGUEIRÓ DOS VINHOS;817553.06;91299.3;3306371;T3_1008;56463.63;T3;1008;735131.98;0;5483364.15;175878.6
416528.24;40772.6;77148.5;FORNOS DE ALGODRES;664827.5;68902.41;3041343;T3_0905;82849.99;T3;0905;399418.14;19398.36;4255023.31;108662.07
300170.07;699923.66;69079.84;FREIXO DE ESPADA À CINTA;422369.42;0;3641405.01;T3_0404;35879.81;T3;0404;363900.87;17239.7;5642817.45;515218.49
191844.37;58926.89;26192.78;FRONTEIRA;302262.69;40976.72;2489841;T3_1208;34959.07;T3;1208;448226.73;8289.75;3528705.98;229448.67
12327634.28;12376.35;4168412.49;FUNCHAL;23458291.51;2051758.59;10435806;T3_3103;4666447.37;T3;3103;15485055.53;244038.78;50037926.81;646397.42
2702414.89;1529570.9;369420.43;FUNDÃO;3937687.72;420579.22;8077626;T3_0504;430818.15;T3;0504;3951393.21;14455.03;18282855.03;786577.2
248523.29;74562.44;68404.51;GAVIÃO;401031.51;45459.78;2891986.6;T3_1209;38643.93;T3;1209;589963.73;0;4479257.44;521713.16
358165.19;124273.43;195230.57;GÓIS;667037.15;55447.02;3301695;T3_0606;58194.37;T3;0606;580908.83;0;5169273.79;495359.38
419421.2;185837.43;269956.8;GOLEGÃ;907357.21;88642.3;2267712;T3_1412;97803.72;T3;1412;528033.67;31533.19;4730797.2;841856.89
10171812.04;2331154.21;1162361.66;GONDOMAR;16739895.83;2395080.12;13512582.02;T3_1304;1622144.55;T3;1304;8244432.4;1388497.46;47228158.34;6400093.88
1060134.04;390937.37;47073.62;GOUVEIA;1412146.3;197996.94;5066775;T3_0906;70053.53;T3;0906;1315271.44;36888.17;8443579.55;258449.44
2072416.45;102970.51;665365.2;GRÂNDOLA;5627711.15;212746.53;4846293;T3_1505;2630230.73;T3;1505;1723644.8;46952.24;13170995.83;870376.37
4927319.5;1367986.81;221537.67;GUARDA;6433280.02;725017.56;9984951;T3_0907;420554.48;T3;0907;3543196.58;138850.81;30178362.31;8848947.9
13043384.02;3128161.54;2055770.72;GUIMARÃES;23308134.65;2652656.62;18405468;T3_0308;2832035.08;T3;0308;7856000.55;2724288.21;59454694.18;6756929.44
951308.52;1172358.65;198722.18;HORTA;1697471.95;235050.67;4108379;T3_4701;136790.62;T3;4701;1083973.14;175599.96;8116679.61;54496.87
915560.6;765624.26;55222.76;IDANHA-A-NOVA;1193870.88;101616.99;8395774;T3_0505;121470.53;T3;0505;1522558.22;0;12688167.65;810340.29
5210295.37;2364477.93;374210.77;ÍLHAVO;7625455.12;704905.22;4162230;T3_0110;756595.15;T3;0110;2640297.34;579448.61;17645138.99;852678.6
6493783.64;87918.07;479857.23;LAGOA (ALGARVE);12490604.52;531303.78;2497155.5;T3_0806;4985659.87;T3;0806;7323305.06;0;22804679.18;405696.03
902387.14;58702.79;99231.3;LAGOA (SÃO MIGUEL);1322912.66;158917.3;3448827;T3_4201;119156;T3;4201;1857231.88;43220.92;7377742.63;690068.3
9339580.83;1380436.19;2292778.72;LAGOS;18511882.78;634088.73;2548409;T3_0807;5979977.99;T3;0807;8547206.06;265456.51;33025328.16;2037394.13
84373.13;0;1021.76;LAJES DAS FLORES;135393.66;24640.19;1972350;T3_4801;25358.58;T3;4801;32713.76;0;2199458.27;59000.85
280662.05;15254.9;10861.02;LAJES DO PICO;382579.74;56701.8;2883762;T3_4601;34354.87;T3;4601;577642.09;0;4082174.59;222935.86
2109987.74;5165397.09;533469.81;LAMEGO;3951564.98;379593.73;6157404;T3_1805;768379.35;T3;1805;3786134.09;160134.35;21622100.45;2561600.29
13708706.89;2763868.6;1590844.32;LEIRIA;23790751.25;2568340.05;13124655;T3_1009;3062281.28;T3;1009;6273752.08;2860578.71;47702005.73;1748978.8
77967118.54;149071.1;23507662.92;LISBOA;245428652.14;12975152.13;29774808;T3_1106;124995035.85;T3;1106;112213135.65;5983682.7;438956578.39;51390911.5
23893445.01;5902343.53;4449119.91;LOULÉ;50529506.46;1723522.07;6336171;T3_0808;19255414.47;T3;0808;9379010.88;1208005;76697950.13;4550918.26
19817021.98;70056.39;3247898.07;LOURES;35286197.04;4033517.59;15252984;T3_1107;5801454.68;T3;1107;5026529.81;2386304.72;76542067.59;20906300.35
2773229.3;2922696.33;271681.42;LOURINHÃ;4520258.67;484414.36;3633552;T3_1108;810256.51;T3;1108;4095867.23;180677.08;17018573.07;1846198.84
1495853.8;559407.52;597833.89;LOUSÃ;2939924.59;270911.53;3352977;T3_0607;320559.37;T3;0607;2083639.91;254766;9676306.84;740357.82
2060197.23;7394272.07;1098806.71;LOUSADA;4389627.78;723081.66;6996132;T3_1305;507542.18;T3;1305;3096318.23;0;25258173.14;3381823.06
485367.81;55488.17;19953.74;MAÇÃO;663542.19;89268.85;4662675;T3_1413;68951.79;T3;1413;1276049.06;0;6837472.67;179718.25
1109743.47;0;706155.67;MACEDO DE CAVALEIROS;2196992.03;203265.96;7320042;T3_0405;158785.12;T3;0405;1663101.28;19041.81;11557148.83;377013.52
1264516.31;267300.45;113978.98;MACHICO;1675288.66;296793.37;4455045;T3_3104;0;T3;3104;366414.03;0;7144183.96;380135.82
408013.27;663947.74;46523.9;MADALENA;628136.39;87169.99;3072330;T3_4602;86429.23;T3;4602;494042.95;0;5474777.28;616320.2
12887798.2;291989.35;3715405.52;MAFRA;21359593.08;1500857.12;5249853;T3_1109;2455793.34;T3;1109;6926328.35;799738.9;40766232.03;6938468.25
14294612.19;5068801.22;2020347.06;MAIA;27873029.55;2413526.46;9041544;T3_1306;3655201.65;T3;1306;4780868.75;5489342.19;58076342.6;11312099.08
1652320.43;106044.38;693723.64;MANGUALDE;3068686.45;312007.88;5217957;T3_1806;203561.86;T3;1806;1865977.38;207072.64;11076357.17;817691.96
224531.11;174228.86;36742.01;MANTEIGAS;333986.04;44750.31;2698362;T3_0908;27962.61;T3;0908;776631.19;0;4131414.25;148206.16
3391606.87;947040.61;249641.99;MARCO DE CANAVESES;5396355.62;895181.55;9845226;T3_1307;598612.63;T3;1307;1955413.83;261312.58;20329892.85;2185856.79
3047235.27;64989.43;380109.15;MARINHA GRANDE;6527555.18;753986.56;4463190;T3_1010;719118.54;T3;1010;4637492.43;1627105.66;15956110.85;262883.81
231777.98;59000.28;8316.98;MARVÃO;350640.88;48278.91;2562741;T3_1210;58678.4;T3;1210;536549.41;3588.61;3607109.96;98178.39
19871583.09;4151084.86;8191673.17;MATOSINHOS;39797618.87;2914646.54;12180987;T3_1308;4427051.8;T3;1308;8035327.17;4392664.27;74010683.79;9845665.89
1500818.19;1738064.37;238880.46;MEALHADA;2535460.46;358253.15;3590289;T3_0111;411112.02;T3;0111;2068674.73;26396.64;11214079.15;1281590.59
464670.79;0;136091.62;MÊDA;726397.24;65959.8;3837153.93;T3_0909;59675.03;T3;0909;503340.51;0;5593284.24;526392.56
830840.26;635747.1;99125.12;MELGAÇO;1137864.18;157866.61;4663419.51;T3_1603;50032.19;T3;1603;1720902.4;0;8784604.89;626671.7
405918.61;666038.62;107610.77;MÉRTOLA;667824.05;84657.05;7743807;T3_0209;69637.62;T3;0209;946250.41;0;10537294.97;513374.89
217629.5;361191.06;88830.61;MESÃO FRIO;386044.18;52212.96;2316159;T3_1704;27371.11;T3;1704;581930.37;0;4049366.23;404041.62
1143189.23;202915.72;472933.79;MIRA;2025687.53;200114.4;3198879;T3_0608;209450.11;T3;0608;1500279.83;0;7596955.13;669193.05
644226.17;231791.03;248340.47;MIRANDA DO CORVO;1352302.12;190945.53;3131748;T3_0609;198447.46;T3;0609;1392945.68;70342.49;6628692.01;519905.18
539247.36;518611.49;65290.55;MIRANDA DO DOURO;766750.05;112322.53;4979196;T3_0406;49889.61;T3;0406;1383379.53;0;7829260.81;181323.74
1989510.11;2983341.62;257976.88;MIRANDELA;2838535.09;322147.62;7735013.22;T3_0407;268900.48;T3;0407;3362680.69;0;20254762.21;3335191.59
583366.57;805965.8;135693.08;MOGADOURO;905794.92;118722.87;6512616;T3_0408;68012.4;T3;0408;1178903.06;0;9947530.29;544250.51
898708.5;1845249.09;100468.32;MOIMENTA DA BEIRA;1327997.3;154673.99;4418538;T3_1807;122551.51;T3;1807;1007254.88;51594.98;9207912.65;608873.38
5150309.93;9679.46;973881.9;MOITA;8121041.95;892451.78;7863243.94;T3_1506;927321.86;T3;1506;5954326.42;177076.48;22484100.44;535808.67
1325185.55;340333.11;144737.88;MONÇÃO;2358958.22;355448.36;5872041;T3_1604;533586.43;T3;1604;1826515.81;0;11583397.32;1185549.18
445823.22;266639.4;98830.88;MONCHIQUE;951723.59;79526.39;4694337;T3_0809;327543.1;T3;0809;517755.06;0;7077580.97;647125.92
423042.02;540619.65;51236.02;MONDIM DE BASTO;638163.39;90655.13;4163621.44;T3_1705;73230.22;T3;1705;443634.83;0;6456549.08;670509.77
177609.94;44509.42;31820.64;MONFORTE;265213.68;36041.43;3041928;T3_1211;19741.67;T3;1211;325208.33;0;4230945.6;554086.17
849073.96;678473.19;243001.62;MONTALEGRE;1346992.21;164841.32;7498008;T3_1706;90075.31;T3;1706;2850097.33;0;13566470.89;1192900.16
885366.96;105543.2;95499.37;MONTEMOR-O-NOVO;1496513;161143.53;5234108;T3_0706;188943.34;T3;0706;1392832.99;165559.8;8449379.15;220381.96
1925446.58;1396878.45;1078607.21;MONTEMOR-O-VELHO;3744307.69;403306.64;5647608;T3_0610;210897.81;T3;0610;1433712.09;126049.45;12521909.18;299402.95
5356702.8;0;785638.85;MONTIJO;8517278.44;849618.06;4101210;T3_1507;1045556.27;T3;1507;2757437.58;479762.46;17814966.94;2439040.92
281628.08;731552.79;33634.14;MORA;547504.84;67131.22;3364839;T3_0707;116292.5;T3;0707;778712.76;48818.9;5524142.77;101533.38
788632.27;84393.13;90671.93;MORTÁGUA;1186497.19;156395.09;3905181;T3_1808;150797.9;T3;1808;863690.33;0;6389777.3;350015.65
703475.29;122921.12;68766.68;MOURA;1528066.41;195061.2;6998769;T3_0210;341312.53;T3;0210;1187689.62;219450.71;10689329.57;851883.42
182304.71;0;9586.97;MOURÃO;352946.69;31331.95;2681550.5;T3_0708;113465.26;T3;0708;504374.42;16257.8;4019574.28;480702.67
307639.85;0;78505.79;MURÇA;478279.55;70978.89;3370149;T3_1707;21155.02;T3;1707;499789.89;0;4888639.47;540421.03
1075101.57;231504.82;98212.71;MURTOSA;1434465.02;175104.53;2715192;T3_0112;74921.32;T3;0112;751837.01;11124.89;5224369.43;91370.58
3128918.12;3160639.66;324992.53;NAZARÉ;4798507.48;262988.27;2580948;T3_1011;976671.23;T3;1011;1897161.91;104937.33;21080110.95;8642853.9
1379910.74;98194.65;99178.33;NELAS;1888580.88;221647.63;3645828;T3_1809;112533.34;T3;1809;1346835.57;75310.84;16160316.37;9180877.27
508121.38;880383;51332.57;NISA;739585.52;75382.48;4924341;T3_1212;104749.09;T3;1212;1069966.62;0;8349938.9;735662.76
361151.96;31768.17;13399.57;NORDESTE;471818.6;44947.14;3200428.15;T3_4202;47996.21;T3;4202;51028.93;4323.72;3864792.22;109748.37
2148433.46;321978.37;218277.4;ÓBIDOS;3794621.63;220008.71;1624986;T3_1012;1207902.06;T3;1012;1986927.66;0;9332800.04;1604286.38
2389338.97;880726.91;388883.11;ODEMIRA;3799546.79;357236.98;10555839;T3_0211;569689.7;T3;0211;3567130.93;94398.03;19311854.79;508611.16
