codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;despesatotal
108;4936975.9;2382851.13;1998339.73;24812.44;530972.6;97284.05;1236948.38;177060.79;606206.84;598321.89;497242.98;8150040.83
704;5511097.37;2219789.13;2473382.96;120683.55;697241.73;0;724858.77;15556.01;86314.27;2044176.82;597963.39;8979966.63
705;13418170.77;9132397.29;2757360.33;720301.6;808111.55;42474.31;57416.37;4594.57;58101.98;193428.49;5030082.4;18804268.89
307;8569227.8;4110688.33;2591020.76;31599.11;1835919.6;0;299197.84;249193.45;860327.78;203705.78;2242415.89;12424068.54
805;9473146.94;6881483.61;2018990.49;185770.43;386902.41;2715;456041.41;0;56716.52;122681.18;1777580.1;11888881.15
1303;11998655.69;5539688.28;4244671.51;34468.86;2179827.04;347550;877109.14;493696.65;233224.03;659681.07;876913.23;15486829.81
208;4092114.84;2264589.63;1393464.5;41546.42;392514.29;10462.5;260558.65;37224.44;9505.76;319131.51;581009.82;5310007.52
1411;2952142.21;1141145.71;1582481.67;70702.78;157812.05;0;52088.82;68263.54;403124.52;60251.06;309102.26;3844972.41
605;10474916.81;4961567.25;3609493.23;808710.63;1095145.7;0;1932997.31;0;73896.18;1944801.58;2844685.02;17271296.9
904;3251072.9;1084270.69;1386249.72;97624.36;682928.13;10062.13;93513.58;34692.91;4942.14;20474.01;608783.5;4023541.17
1008;2442322.8;1466585.45;672715.61;132502.01;170519.73;25505.1;3141.3;0;12016.19;128227.95;506391.39;3117604.73
905;2679492.94;903276.8;1296321.93;415360.42;64533.79;0;188569.72;12300;57906.86;4305;617188.95;3559763.47
404;2383080.05;1399785.22;688259.72;94579.89;200455.22;0;307618.83;0;362842.58;275604.83;479008.54;3808154.83
1208;1748532.15;831155.52;781971.62;11243.84;124161.17;0;1986.45;3025.8;573812.79;164744.22;224395.5;2716496.91
3103;43980146.56;15638290.16;25620836.87;383220.01;2337799.52;373767.53;1105327.65;4361615.61;3639158.58;3134561.9;3419251.73;60013829.56
504;12543278.14;3125864.32;7768714.04;824599.84;824099.94;1395.06;3622844.69;6232240.08;11183566.26;3157346.71;5288908.16;42029579.1
1209;1905446.96;1035361.55;605390.17;7464.77;257230.47;15500.63;9712.4;125877.52;15635.04;198087.91;174159.88;2444420.34
606;2572694.45;1441046.98;849845.63;26013;255788.84;748.2;212989.28;19956;325658.36;89326.2;405305.73;3626678.22
1412;2225802.93;1131417.26;903391.72;7681.72;183312.23;7165.12;61824.36;33659.89;126276.51;931488.36;96514.98;3482732.15
1304;25295349.11;12891494.05;8943488.9;199540.53;3260825.63;373698.03;1135648.43;155802.32;1863793;267837.56;2336798.48;31428926.93
906;3820509.9;1451320.85;1661773.48;35264.89;672150.68;41038.57;2298.05;26403.35;1359215.2;520223.7;696985.05;6466673.82
1505;7449146.81;4650086.76;1938428.33;87006.43;773625.29;7851.7;76817.37;159241.4;1338132.96;348063.87;559140.19;9938394.3
907;13193328.95;4902699.17;4837424.76;1311283.45;2141921.57;259959.46;1179298.3;121409.43;2474113.45;520138.59;5757000.79;23505248.97
308;25711635.77;12466203.28;7279296.1;420092.67;5546043.72;385453.08;271164.58;0;922602.23;827926.64;3598046.02;31716828.32
4701;2978311.9;1713927.02;852163.85;49681.36;362539.67;0;0;8678.04;416792.19;214699.74;648892.16;4267374.03
505;5559078.5;2201402.61;2853288.91;16341.75;488045.23;0;351145.25;26295.46;242696.3;421571.78;1002807.93;7603595.22
110;8144043.91;2743953.69;4187169.03;898644.48;314276.71;223479.35;823577.38;344173.98;714272.03;678043.53;1624210.86;12551801.04
806;12071572.53;3559184.18;7080197.14;332356.9;1099834.31;0;130802.98;136477.02;50257.8;179822.98;415357.72;12984291.03
4201;2783558.7;1177591.63;918533.39;53850.26;633583.42;0;106512.34;878096.5;86118.2;417069.96;881648.21;5153003.91
807;19939873.83;5929385.72;9576211.77;378968.18;4055308.16;399871.29;306329.44;159954.59;1007252.17;378158.39;1646059.34;23837499.05
4801;936557.68;551392.15;371207.81;0;13957.72;1378.4;43960.77;116497.04;761139.98;375411.98;44702.19;2279648.04
4601;1593981.91;832817.03;474275.42;109220.29;177669.17;10500;1756264.55;29590.6;666831.51;100570.68;611580.4;4769319.65
1805;12624443.72;2148948.47;8665066.06;844971.91;965457.28;220512.3;2041454.15;476161.29;3435199.94;153726.94;2757477.07;21708975.41
1009;18980100.32;6281781.97;7926978.46;150496.96;4620842.93;1168.5;535439.82;12775.54;641011.62;191020.14;4428282.18;24789798.12
1106;195036223.3;119648319.4;51845969.12;1413545.19;22128389.68;3503730.29;5264820.82;2124731.64;2564243.24;8087268.76;17542704.53;234123722.6
808;33893935.84;13518620.38;16834875.28;1056165.18;2484275;174277.6;1564781.59;3898230.63;2886166.12;721877.74;5613279.07;48752548.59
1107;42419418.67;19857214.27;14138783.64;941267.3;7482153.46;71710.04;122537.49;129385.07;451818.51;587612.36;4487271.53;48269753.67
1108;7690353.1;2971034.87;3460154.15;116151.06;1143013.02;645.75;109832.5;93327.55;851610;132123.87;882798.45;9760691.22
607;5179288.2;2250245.95;2569075.67;63882.32;296084.26;10039.46;204297.59;94034.74;292709.01;594092.47;373225.28;6747686.75
1305;9585172.16;5352151.98;3336151.44;114415.69;782453.05;39026.32;717620.51;384782.85;613412.73;183656.18;1053203.69;12576874.44
1413;3535611.6;1580375.25;1657224.4;26130.83;271881.12;0;160627.92;41762.94;356068.11;164086.98;114647.99;4372805.54
405;6187102.33;2468750.86;2715439.22;76464.93;926447.32;34697.37;20530.08;146507.31;1192529.91;144788.46;1357438.79;9083594.25
3104;3244281.22;1928955.5;885817.07;246921.2;182587.45;0;8136.79;197843.27;661990.49;411834.27;760610.13;5284696.17
4602;1737042.31;1070085.6;454493.63;12004.64;200458.44;0;111168.43;36733.59;290907.03;135378.06;345033.87;2656263.29
1109;17646388.26;7458079.97;8165851.53;69638.44;1952818.32;4620;825502.38;171005.22;1325603.49;4215585.53;1132824.67;25321529.55
1306;19647830.3;9997463.26;6395296.54;560713.94;2694356.56;75000;550557.88;54559.26;698406.77;833478.95;4309514.49;26169347.65
1806;5625336.17;2265085.52;3087528.23;108164.74;164557.68;124478.46;485122.37;1694781.42;3055018.92;351753.51;726101.6;12062592.45
908;1602048.92;717922.96;640091.4;10681.48;233353.08;12908.99;0;13071.56;166466.08;603637.15;251719.93;2649852.63
1307;8673172.84;3556719.84;3580588.36;176224.03;1359640.61;117242.31;226808.49;241397.87;233080.5;1305235.87;1595236.6;12392174.48
1010;6138938.47;2648882.96;2568137.8;13045.45;908872.26;345263.63;1344417.94;101522.73;69180.05;303651.95;541177.68;8844152.45
1210;1392942.89;773848.92;505821.39;5083.69;108188.89;93551.98;67370.37;120984.8;88870.45;57804.91;139466.35;1960991.75
1308;34770804.74;15516024.3;14081310.45;359845.54;4813624.45;1882115.64;1067911.36;188468.23;2550737.99;1002050.12;3582171.9;45044259.98
111;4143205.7;2407911.57;1517992.28;9257.21;208044.64;45038.67;340967.45;55003.41;675492.72;33565.25;396595.18;5689868.38
909;2777319.2;1410579.03;999516.01;76216.89;291007.27;1500;10713.4;3013.84;244260.72;48028.91;195111.23;3279947.3
1603;4775597.73;2509168.14;1686406.61;156034.11;423988.87;17279.47;2285039.34;661028.47;774058.6;291493.29;673237.16;9477734.06
209;4639666.16;2385347.31;1707212.33;30361.61;516744.91;10397.32;11637.13;351875.54;304326.98;388065.98;612707.63;6318676.74
1704;1672316.54;968460.37;470734.68;115353.5;117767.99;2999.09;521710.8;8977.92;250533.92;81098.87;244778.98;2782416.12
608;3633321.28;1641370.58;1792794.94;31616.59;167539.17;13505.78;225492.12;37896.52;24641.47;95886.84;291871.76;4322615.77
609;3065584.15;1472861.14;1429228.96;42947.93;120546.12;82468.72;27582.71;166903.23;189205.01;889418.31;361613.85;4782775.98
406;6018708.27;1708148.3;3737334.8;271292.83;301932.34;156321.26;145828.45;466431.18;935132.04;306172.14;567652.57;8596245.91
407;13486008.47;3523164.54;6762224.9;725306.52;2475312.51;31163.07;294982.49;508042.8;1166688.98;488315.14;1128154.04;17103354.99
408;3917038.86;1353167.36;2282109.33;24354.39;257407.78;40010;0;47917.1;281636.19;170070.93;742898.36;5199571.44
1807;3116917.92;1469260.96;1183470.21;81901.12;382285.63;57329.6;831619.9;76661.21;228074.45;152235.96;1148945.67;5611784.71
1506;12087321.72;7228081.43;3441729.81;94837.6;1322672.88;181.15;49745.66;70526.07;95031.4;622324.78;1455498.4;14380629.18
1604;4521201.74;2382473.32;1551673.97;76068.93;510985.52;0;283221.07;501078.1;297026.47;432145.21;1580956.89;7615629.48
809;3185944.83;1852331.66;899184.68;29505.95;404922.54;55595.58;108615.36;67297.33;412033.65;131346.06;783546.46;4744379.27
1705;2498001.15;1419756.02;721989.73;185648.47;170606.93;1426.8;4710.72;2612.14;84580.53;96802.38;1875023.68;4563157.4
1211;2228307.58;1386400.22;630103.73;38934.03;172869.6;796.05;17933.14;0;362695.72;47191.64;602411.82;3259335.95
1706;4745968.9;2170918.31;1917820.3;21387.96;635842.33;308237.97;382922.04;317239.44;345940.44;102336.56;1342485.57;7545130.92
706;5890708.45;3245142.91;1924032.63;30577.82;690955.09;31888.99;595012.38;56912.24;669705.69;878026.62;427906.53;8550160.9
610;4864363.95;2174813.49;1939581.97;498406.15;251562.34;93507.5;244298.5;605688.55;930999.99;97742.83;858492.59;7695093.91
1507;11338051.37;6703935.58;3541175.33;73055.67;1019884.79;2175.45;122875.91;19788.42;76100.45;207706.43;1073316.5;12840014.53
707;2443092.59;1182584.32;758199.32;15533.96;486774.99;3690;24539.51;20091.25;135244.8;352579.91;182288.39;3161526.45
1808;2452998.42;1257857.84;704266.39;22569.46;468304.73;70499.41;101806.89;170884.55;1532770.81;55150.88;597902.73;4982013.69
210;5819065.71;3037517.42;2160148.94;65393.21;556006.14;32682.75;0;131088.58;299017.89;1152189.26;968410.33;8402454.52
708;2547334.87;1445543.01;609048.95;97368.25;395374.66;0;0;15285.06;83961.65;30672.5;366250.57;3043504.65
1707;2504223.85;1222156.86;891932.54;220293.64;169840.81;8250;0;13830.34;122731.76;38245.6;1127486.76;3814768.31
112;1614824.98;773060.05;606046.73;4666.37;231051.83;62269.17;76724.38;0;332452.02;774763.26;115747.5;2976781.31
1011;4393157.51;1988788.48;1194440.94;257078.75;952849.34;66173.81;239366.84;44944.52;149903.35;255963.74;461373.57;5610883.34
1809;4343704.01;1813451.13;1362597.05;162856.83;1004799;0;145531.33;78873.39;337849.38;137946.69;137623.34;5181528.14
1212;3715242.03;2031501.85;1106398.83;42099.55;535241.8;0;604343.26;38903.88;356991.61;664560.08;305038.43;5685079.29
4202;1490828.51;779245.09;360640.04;58923.73;292019.65;1530;44826.31;10122.05;542221.74;61758.37;358204.22;2509491.2
1012;6254301.31;2626331.1;2556706.88;299877.61;771385.72;5600;1404045.3;92119.12;677109.9;458646;620566.4;9512388.03
211;9750847.05;4160402.68;3466952.98;54013.52;2069477.87;141963.14;1083068.62;253318.97;226977.05;1602622.51;1241660.75;14300458.09
1116;23292847.26;11746978.94;7305026.1;532774.59;3708067.63;65647.6;392378.62;55000;423918.39;507922.03;3937076.9;28674790.8
1110;38569992.71;16933791.73;16759994.44;1210591.09;3665615.45;3015631.19;892496.45;538042.76;871659.42;1289073.46;2048064.5;47224960.49
506;2603943.39;1048012.89;1295443.44;9731.82;250755.24;13272.48;17279.38;37521.92;245887.05;270453.29;562668.26;3751025.77
810;9723141.85;4980536.28;2686882.3;193869.79;1861853.48;85986.61;215964.76;274836.94;224129.03;650829.32;1022979.61;12197868.12
113;11496077.37;5030859.31;4292096.91;224412.35;1948708.8;9695.22;1454037.03;192127.17;447605.5;433489.9;3693947.51;17726979.7
1810;3219039.58;1360201.78;1627781.19;38619.27;192437.34;16786;457245.8;75616.96;1168902.28;266593.9;341900.77;5546085.29
114;4338958.11;2298456.3;1617425.46;89172.98;333903.37;175472;2036405.32;248480.76;1433019.28;55692.3;654605.62;8942633.39
611;5232334.54;1835051.99;2517106.55;8395.02;871780.98;163862.5;731838.09;426079.36;303202.13;324494.93;798564.6;7980376.15
1421;12277319.15;3584109.15;7519447.32;67392.57;1106370.11;270135.6;2070507.1;87344.57;2249665.63;363373.23;3709283.56;21027628.84
212;3189094.34;2062232.18;695566.41;78047.51;353248.24;22659.05;364932.36;188745.45;233343.92;113758.13;993930.18;5106463.43
115;8192397.74;3688419.23;3278396.63;114317.05;1111264.83;133960.03;1126101.88;185035.11;2027660.06;138106.19;601966.53;12405227.54
1309;10590518.92;4024285.29;4538636.77;860361.35;1167235.51;12854.8;3460972.41;37202.97;2206706.65;937020.41;1968393.89;19213670.05
1508;16301329.49;9382927.61;5678006.56;178389.2;1062006.12;50000;63388.88;64991.39;481104.69;1092555.03;291380;18344749.48
612;3505742.43;1325156.16;1600213.3;1240.35;579132.62;7000;146567.58;99534.69;273290.55;363272.32;247803.93;4643211.5
1310;16997291.59;7392233.97;7582863.56;307814.82;1714379.24;157100.91;11074899.96;582085.34;15181081.23;2455589.76;2068086.82;48516135.61
1605;3011070.61;1499935.6;1104583.16;125124.7;281427.15;0;808239.48;1021864.35;1130267.24;523495.6;1157820.45;7652757.73
1013;1882105.79;839427.5;718571.61;16825.73;307280.95;1911.5;59126.18;0;242292.86;172937.02;195576.75;2553950.1
613;3488145.31;1352194.48;1778214.68;1157.46;356578.69;6730.66;60535.52;151474.4;195841.15;394762.02;357779.21;4655268.27
1311;9779013.16;5414240.58;2921546.21;154473.69;1288752.68;143952.25;2197043.71;856262.44;1806462.31;1374703.26;1476339.83;17633776.96
1811;2076514.65;1045443.49;787923.86;9728.97;233418.33;3077.07;11095.72;41103.66;350138.71;141946.88;522279.74;3146156.43
507;2420189.41;1033318.55;1222392.67;43774.03;120704.16;21500;140166.41;202085.12;396414.31;436740.37;373899.39;3990995.01
1812;1797895.34;824099.66;824516.35;0;149279.33;191514.45;198088.41;184583.57;2786.69;749720.4;47111.78;3171700.64
614;2139741.55;991589.26;784789.76;55226.25;308136.28;0;79635.05;24044.55;160985.58;79649.73;345151.68;2829208.14
1014;7718944.07;3561006.12;3329360.12;109204.78;719373.05;12100.03;121590.68;75514.11;248943.78;518924.43;624498.63;9320515.73
1708;6133619.67;2446100.65;2069089.59;157189.47;1461239.96;7691.34;918814.03;558988.42;1294263.24;641262.45;566882.09;10121521.24
910;3655640.82;1403106.34;1529244.72;36501.87;686787.89;17624.95;240201.73;79204.46;297379.64;149909.64;589453.47;5029414.71
1015;9490197.77;3563945.88;3993841.81;43062.58;1889347.5;459649.14;1426183.5;4345661.59;940771.21;1935155.41;1003204.22;19600822.84
4203;10906799.13;5730134.43;2765656.3;192302.43;2218705.97;47689.62;689233.08;7214.62;463573.79;363457.73;1572274.4;14050242.37
3105;1991073.54;820102.48;940394.57;12202.11;218374.38;0;5418;2746.85;27700.85;130111.84;263973.01;2421024.09
1606;4387580.54;2210319.11;1536652.11;61102.01;579507.31;24640.34;373534.03;42342.97;488106.31;566332.92;800108.87;6682645.98
1607;9412562.1;4121755.92;2850645.99;10046.09;2430114.1;954316.47;2205133.88;362240.6;397938.88;971931.54;834560.68;15138684.15
1213;4909418.39;2338475.51;1619547.92;1477.54;949917.42;64637.5;1075002.62;393667.33;118238.31;2162563.71;161930.83;8885458.69
1214;4405543.1;2994402.69;1221950.42;112871.98;76318.01;205643.55;238143.98;40455.51;465861.8;206964.34;497423.02;6060035.3
709;3414963.82;1799084.48;1054340.07;13020.87;548518.4;0;746395.92;123469.89;262442.37;160059.72;312443.49;5019775.21
811;15037142.59;7049160.78;2676266.23;1831810.87;3479904.71;0;1016927.42;21797.03;7380;159194.39;3487012.23;19729453.66
1312;54208490.08;29369275.24;18453051.21;1709209.53;4676954.1;27303255.75;814268.86;0;958690.69;321585.56;4211612.98;87817903.92
1016;5187294.85;2422025.56;2280780.6;24449.07;460039.62;2500;79505.89;135755.74;220950.16;181418.11;362449.49;6169874.24
3106;1228134.94;539665.72;518217.51;35417.53;134834.18;0;0;0;209861.9;193556.24;126672.1;1758225.18
3201;1636926.95;711705.87;386330.23;3376.46;535514.39;0;0;0;1314.39;17210.4;148763.13;1804214.87
309;5587683.69;2214627.67;2434573.33;101276;837206.69;15000;1356573.14;225689.27;1255281.5;239129.83;988439.07;9667796.5
1313;15044864.86;6429750.84;7352620.34;275309.41;987184.27;1171088.4;1656339.93;2617583.31;2326662.27;636723.19;2290947.98;25744209.94
4204;1599574.77;1305065.16;204292.67;33045.8;57171.14;1046.73;29379.98;58702.13;18781.65;76194.64;867086.35;2650766.25
4302;3156614.61;1561910.68;621990.7;256215.97;716497.26;83939.58;385694.3;9083.77;162812.67;440719.46;1384647.11;5623511.5
508;3118518.45;1410293.75;1348485.63;11779.47;347959.6;44471.5;4652.89;20871.86;25819.32;556871.05;186647.15;3957852.22
710;3501410.74;2149777.94;1068957.71;2993.09;279682;69959.04;22707.13;36639.7;64385.55;264113.24;23260.34;3982475.74
711;6479236.85;2263059.1;3287089.95;180939.73;748148.07;78472.7;681413.15;395177.99;627998.76;889492.93;599653.43;9751445.81
1813;3926275.36;2166298.69;1419649.38;75194.54;265132.75;0;251233.35;87302.56;209456;175182.84;377123.18;5026573.29
3107;1634431.57;759695.7;365466.35;353744.49;155525.03;0;1464;0;300314.05;513223.15;709214.3;3158647.07
1709;5200877.05;1667541.42;1676004.33;145570.05;1711761.25;108634.23;560951.54;471241.29;1063070.07;170483.76;490770.82;8066028.76
4205;5286805.16;2504718.39;1725426.98;712392.38;344267.41;0;565256.18;659496.54;437251.82;800860.44;1434742.66;9184412.8
1414;6868068.73;2731270.93;3309869.69;114378.98;712549.13;0;572672.96;112396.5;461878.66;147026.81;1291313.06;9453356.72
1710;2884545.01;1299845.3;1165880.13;111659.02;307160.56;34500;127712.69;235607.54;263499.57;206449.42;505245.21;4257559.44
911;4152394.72;1847645.28;1308020.66;16309.86;980418.92;3686.86;0;519192.96;1516019.95;291357.53;474519.5;6957171.52
1415;3488943.98;1875287.31;1341684.66;20299.91;251672.1;0;0;0;9567.76;78024.36;338336.16;3914872.26
1814;3014619.84;1284283.44;1327913.85;107478.24;294944.31;15098.18;97119.54;10220.01;122003.53;69664.96;560069.65;3888795.71
3108;5907730.72;3308303.86;2356677.71;75642.86;167106.29;0;33952.29;173292.87;188545.53;47741.85;822560.11;7173823.37
4401;1237037.46;587781.81;379328.66;24897.94;245029.05;46253.64;32588.01;30612.12;110906.9;309620.04;206273.11;1973291.28
4802;852095.82;563940.39;230584.67;6363.62;51207.14;27245.97;142836.76;5742;548722.26;12282.92;137027.03;1725952.76
109;23803299.13;7271623.23;12215897.97;674755.69;3641022.24;486947.41;2707583.45;2364554.82;1255945.82;730373;4032737.86;35381441.49
1711;2067166.32;1036226.95;892449.76;19427.41;119062.2;97098;0;82167.83;598536.58;46165.51;349034.82;3240169.06
3109;1597547.65;759329.32;451812.57;81653.68;304752.08;0;0;0;451832.58;40565;805291.32;2895236.55
1416;13487627.07;7010510.4;3345552.04;497785.43;2633779.2;51778.99;107180.68;90964.73;105545.96;459708.98;3230664.57;17533470.98
1509;9012091.61;5214153.87;2926698.24;62523.82;808715.68;3840;58930.96;337720.78;560889.56;160213.05;951624.07;11085310.03
1314;11527719.73;4321265.42;3594801.02;141204.95;3470448.34;201778.9;2800620.13;448336.07;1507112.6;801657.72;2409793.49;19697018.64
812;4115728.47;2102412.14;1722245.49;10674.19;280396.65;2651.41;7754.33;2629.02;84376.89;57634.73;233703.81;4504478.66
116;5674440.11;2340914.27;2566778.64;53823.16;712924.04;201513.35;2033717.75;26311.2;175339.47;2310376.05;1143468.76;11565166.69
1815;3026104.87;891353.56;1878193.32;34563.11;221994.88;0;53487.2;22829.92;212171.93;437989.4;682705.07;4435288.39
1816;5324549.84;3298172.96;1652941.47;80392.48;293042.93;158824.89;478078.48;405740.08;1158026.5;560309.73;1427825.08;9513354.6
4603;1235368.34;546613.67;324788.7;8997.42;354968.55;2800.06;4258.56;31443.85;84211.61;19367.72;493554.31;1871004.45
3110;1460025.77;676454.03;512514.42;28367.68;242689.64;105131.69;542.12;45611.79;390766.9;371618.81;313094.4;2686791.48
1417;2454474.74;1510429.74;702658.92;35410.68;205975.4;4879.55;7836.82;32543.12;39340.42;183629.9;364934.95;3087639.5
1817;2658074.4;1360990.54;1051856.05;7170.41;238057.4;60;45412.11;63089.29;355984.61;128395.07;433125.1;3684140.58
912;7671562.42;2678590.93;3012635.6;1264328.6;716007.29;0;6027;15319.49;100219.77;206890.83;1077777.98;9077797.49
1510;27588349.5;16895335.26;9551304.91;955757.01;185952.32;0;352659.7;44381.72;197664.13;664519.86;4443902.21;33291477.12
1818;2505388.98;833904.88;1381832.03;12717;276935.07;0;643705.98;4206.6;171352.58;125051.6;296978.49;3746684.23
213;5302022.2;3111343.51;1669088.46;5302.11;516288.12;8519;269782.67;27761.96;435987.76;513889.64;169935.18;6727898.41
509;4430452.26;1964644.15;1958449.68;74791.43;432567;17059.68;225.09;232125.63;174743.09;100947.46;239907.19;5195460.4
1511;18971005.11;10732123.66;6622483.28;480816.33;1135581.84;746036.88;552401.06;1629073.14;815012.32;1604977.98;1609091.66;25927598.15
1512;21747113.59;12985964.64;5571162.9;178004.08;3011981.97;1103956.37;2550238.69;209304.36;366505.62;540322.43;2132684.41;28650125.47
117;2153036.6;927325.17;814060.75;57212.25;354438.43;9392.11;123309.83;0;102051.53;691316.4;1853808.46;4932914.93
813;11601663.03;6015839.64;4555267.71;177227.57;853328.11;9816.43;21085.12;24100.91;33725.01;263221.63;1190549.09;13144161.22
1513;8193647.52;4166532.72;2855119.57;104263.31;1067731.92;93.25;1936066.03;189869.94;1495161.83;834513.64;957836.22;13607188.43
1111;55773474.28;22527595.95;12454766.29;1094005.82;19697106.22;921909.31;3514176.11;0;803242.14;204617.2;5666108.25;66883527.29
1112;3840034.87;1527590.68;1981906.44;39322.4;291215.35;0;4526.4;0;45167.85;60991.55;267315.73;4218036.4
615;4260044.57;2323568.95;1695386.88;56320.3;184768.44;1556;203879.65;350281.87;936212.37;479607.71;1070411.82;7301993.99
1215;2426668.72;1295478.73;826223.81;40883.76;264082.42;42473.31;1107782.94;94507.65;13466.53;174295.51;394490.04;4253684.7
616;4333207.18;1669053.75;2035711.07;48484.52;579957.84;0;259455.58;658671.59;778889.76;776255.7;1020332.95;7826812.76
1819;2213271.34;1055482.55;960474.77;96614.81;100699.21;1500;59083.53;426597.65;256034.28;130731.8;631951.89;3719170.49
1820;3482073.97;2113494.35;1095495.2;126855.39;146229.03;1317.87;336420.35;14879.17;100215.55;127006.05;430026.87;4491939.83
814;9048741.23;4855873.33;2239174.65;79638.58;1874054.67;8978.34;353199.27;253.18;210624.24;145842.54;976702.23;10744341.03
310;3319302.83;1922506.68;1077621.82;20204.83;298969.5;21498.55;114140.29;92888.08;360622.45;30015.07;496492.27;4434959.54
1418;7996834.73;4563711.26;2293104.6;287214.35;852804.52;293.5;19290.07;324617.97;124979.92;262753.36;1448110.99;10176880.54
1821;6933238.64;2657095.23;2811213.07;23786.43;1441143.91;23000;235953.38;552359.97;1709689.04;282554.51;1431211.51;11168007.05
409;3495589.41;1612920.42;1353240.14;271002.12;258426.73;900;424642.45;178732.8;515410.39;319493.7;1256380.91;6191149.66
1419;8055700.58;4038113.12;3140809.27;284056.86;592721.33;73532.07;887290.65;159204.38;440716.62;247097.24;1415242.68;11278784.22
1113;15408003.84;6048441.93;4624716.98;278044.35;4456800.58;835998.65;1037036.32;120;59657.89;1326612.26;2396766.57;21064195.53
913;3230277.03;1354698.85;1044184.14;55346.16;776047.88;64740;204916.5;789469.23;783813.12;271465.81;1030418.9;6375100.59
1318;6471895.47;3329980.75;2084181.02;414981.54;642752.16;56130.75;623505.99;139643.54;575.05;62524.07;373161.87;7727436.74
118;5334158.3;1814937.96;2645525.9;110059.38;763635.06;69825;2374008.86;69625.02;356658.34;580255.74;923082.92;9707614.18
119;5253293.15;1914278.02;2022296.2;560853.28;755865.65;315053.99;1330650.68;439137.86;1053476.68;526979.55;1093359.72;10011951.63
1608;5182184.46;2674338.33;1984790.88;147602.54;375452.71;92737.5;794304.62;248497.46;743839.45;216301.89;573588.11;7851453.49
1315;17252292.9;5992382.36;9004999.65;1515923.05;738987.84;5200;3165023.24;329636.33;3208601.79;401090.25;1861578.46;26223422.97
1712;5606008.75;2090198.32;2773527.74;258279.42;484003.27;168492.08;314913.79;648482.54;2104901.24;892556.44;789716.12;10525070.96
4502;1201771.54;788756.49;367836.71;8692.57;36485.77;0;0;0;143190.03;18032.17;716909.57;2079903.31
712;3437061.84;1994573.17;1205876.65;62450.29;174161.73;0;16614.69;41909.22;20118.78;219863.92;184410.41;3919978.86
713;2617530.84;1270805.24;984275.17;5889.58;356560.85;3500;756023.19;198620.59;100825.15;120403.64;161626.96;3958530.37
1609;15977761.89;8622821.87;5361906.34;165873.42;1827160.26;217561.31;4167972.57;797.99;2692960.23;1610426.13;3545235.97;28212716.09
214;2669682.98;1727302.12;552446.01;21881.92;368052.93;0;519207.59;7738.02;34093.65;150362.44;326777.5;3707862.18
311;4115164.56;1349917.82;1553431.35;82087.5;1129727.89;42389.8;1072512.86;142677.67;1874121.06;408878.8;541267.95;8197012.7
510;1823664.65;1089639.9;600279.85;21562.71;112182.19;0;4884.57;119443.31;52838.74;42368.77;114317.18;2157517.22
815;3300351.15;1967203.59;1008143.43;52503.39;272500.74;62013.49;301914.72;10109.03;245432.85;72952.49;115032.37;4107806.1
1316;18156775.9;9724055.5;6762058.13;410872.01;1259790.26;83083.49;2279276.72;83315.21;1118106.01;223859.47;6641351.48;28585768.28
4101;1465634.81;880671.96;476598.25;4305.75;104058.85;36000;4823.65;38512.51;34493.9;60470.35;280067.03;1920002.25
410;3315474.82;1336236.55;1340198.91;10276.35;628763.01;950;142733.12;52613.29;245992.78;40942.94;183224.38;3981931.33
1114;17959171.13;8342652.79;5946059.56;75872.5;3594586.28;415162.64;150458;3368477.62;1027793.37;3215960.39;477130.58;26614153.73
4206;2343844.86;1027058.68;487120.38;509567.97;320097.83;252000;1143246.01;17388.4;102.24;44825.15;487551.63;4288958.29
1420;2500718.17;1492240.73;761481.24;37255.92;209740.28;0;415733.54;76537.03;70957.81;209491.55;319048.03;3592486.13
1610;3684942.92;1911007.65;1496274.32;31042.78;246618.17;800;602536.41;265998.64;595797.57;197433.71;414657.82;5762167.07
312;19854778.49;8952187.6;9128017.55;217739.7;1556833.64;1063296.03;814297.68;517265.08;1426758.89;172788.23;5212948.5;29062132.9
914;3384033.65;1508764.11;1183257.12;49961.98;642050.44;11820;2305101.74;37814.44;159433.25;432455.41;264301.46;6594959.95
1317;31194196.85;16816602.67;9536587.01;1701884.7;3139122.47;325934.22;2284580.61;0;2387963.73;2246477.62;10642556.87;49081709.9
1822;2382458.96;1166255.91;789185.16;82319.15;344698.74;59345.97;147269.44;0;473830.11;22308.46;272624.62;3357837.56
617;2331918.3;1157218.77;598939.69;412999.72;162760.12;69159.02;80363.45;75942.18;52821.12;137690.68;478080.17;3225974.92
1713;4728941.73;1941248.12;1838230.61;29566.02;919896.98;331304.92;58300;1575903.34;637165.99;386102.64;323233.07;8040951.69
1714;6582912.68;3416764.55;1969788.51;118906.17;1077453.45;139826.17;1726116.76;0;217419.93;637351.42;959049.63;10262676.59
816;6538592.88;4277162.91;1324846.75;318152.07;618431.15;6279.58;322909.05;25311.12;77832.23;119629.71;564929.48;7655484.05
511;2063319.28;1214347.75;582032.69;5600.03;261338.81;13000;4153.17;48006.39;39682.35;110285.98;122961.82;2401408.99
