codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas;despesatotal
802;1105783.17;608686.91;315912.99;7597.49;173585.78;12084.23;26579.44;40041.8;131660.51;91019.11;191450.71;2386581.07;1580532;548930.06;22070.36;4466.53;6439.51;7291.99;0;3872.33;110842.65;124206;1598618.97
1101;3487611.39;2004131.16;818925.84;64056.65;600497.74;0;782323.36;0;119645.45;25810.73;298473.79;4755082.89;1715197;291649.59;1435108.53;119550.87;866631.08;151496.74;43550.44;253879.4;392628.3;920499.47;4713864.72
401;1233421;612895.65;343102.59;43441.9;233980.86;9800;32556.13;14098.46;43713.93;33084.56;183125.99;1540906.98;1433244;0;26167.54;394.5;3175.05;4910.68;0;17687.31;46151.74;35343.7;1549800.07
1701;1631187.92;839882.45;658796.38;9687.5;122821.59;33403;144214.08;87173.01;313155.11;111351.84;12500;2189762.48;1719280;408.23;126153.16;10523.9;44680.7;30658.73;6409.57;33880.26;279429.97;64491.12;2332984.96
803;1492297.65;698583.6;466321.68;26979.66;300412.71;27837.5;63388.03;1261.16;74113.63;18835.35;280949.02;2104155.77;1291674;0;251514.26;42411.49;142691.74;20744.77;0;45666.26;325247.69;235719.82;1958682.34
201;1703573.77;739279.32;617720.25;22730.92;323843.28;3423.56;10651.97;138276.72;588957.44;82010.21;102774.44;2560512.18;1498506;515055.6;162660.34;15812.71;44621.41;29526.64;36600.59;36098.99;314233.33;70056.91;2629668.11
1503;13434403.6;6769148.89;4308044.07;74959.07;2282251.57;6308.29;126436.25;133933.98;1085959.41;278999.3;1441662.14;17626166.73;4435560;0;4880739.59;624206.88;2689655;603117.54;275329.59;688430.58;2302449.71;6007417.43;16507702.97
902;2037487.05;622244.17;894945.27;36090.01;484207.6;11552.42;185083.89;83626.47;124616.23;415111.33;262600.11;2952453.69;1931208;118089.6;80066.26;2242.1;30306.57;20735.13;0;26782.46;276027.16;547062.67;3120077.5
1403;2662668.14;1227697.54;1121093.04;38011.91;275865.65;0;1012323.93;40078.62;666718.56;103144.87;87232.27;4228419.86;1436397;525050.51;416460.61;36764.51;218070.81;73146.87;20242.26;68236.16;366965.04;1483546.7;4572166.39
202;1690111.14;928541.85;533472.63;22652.82;205443.84;1670;3254.4;0;353308.38;95214.11;178071.89;2713168.78;2153988;0;146662.53;1367.89;41571.29;23269.56;8090.7;72363.09;186339.73;226178.52;2321629.92
1404;1043426.69;683554.49;303701.01;26873.71;29297.48;0;66817.37;4770.96;17766;46877.99;184011.48;1327749.54;843147;0;141108.25;19051.57;73896.23;22397.74;3590.94;22171.77;172026.89;171467.4;1363670.49
1201;1022558.64;597765.5;362472.98;514.64;61805.52;34101.32;2899.61;7002.2;201812.9;49626.54;14207.27;1303430.45;1088322;2812.7;49004.63;8673.25;3644.15;3058.58;7260.32;26368.33;117090.34;46200.78;1332208.48
1002;974631.13;413445.64;482976.65;5220.09;72988.75;121203.6;130955.2;184200.99;361275.01;189318.49;135445.44;1768945.94;1191513;71950.86;78325.67;15637.64;22432.34;16154.77;0;24100.92;180768.44;246387.97;2097029.86
203;657870.91;444363.83;138284.63;6052.07;69170.38;0;5864.47;5295.14;1741.59;184867.85;89980.98;1032742.61;839199;31731.63;17968.4;1729.1;4752.82;5800.2;0;5686.28;89853.05;53990.53;945620.94
1115;12805388.52;6148445.35;4028997.7;32408.13;2595537.34;656380;576873.19;620864.54;15107.16;289910.17;410834.36;10142883.89;3423632;0;1700767.62;688323.5;103336.77;385448.42;0;523658.93;3079040.81;1939443.46;15375357.94
1301;4001108.83;2056799.47;1427053.01;34261.29;482995.06;0;101357.96;536827.45;383336.86;914144.27;657122.1;6965563.13;3684768;751073;795316.37;52854.94;235281.57;159368.03;0;347811.83;1235370.16;499035.6;6593897.47
301;1756436.07;929365.01;578649.94;67694.88;180726.24;0;278632.71;102334.69;345874.77;49597.47;438879.28;3014122.59;1460196;627300.75;264726.77;16635.44;122746.46;61200.91;0;64143.96;330965.38;330933.69;2971754.99
103;1814053.07;905676.59;674465.89;29875.29;204035.3;158560;193712.88;20173.53;284701.15;100613.02;244882.37;3961012.95;2201877;724715.73;453128.03;31288.75;196019.59;104402.96;50566.33;70850.4;354752.57;226539.62;2816696.02
4301;1836590.33;901023.45;505597.98;28081.07;401887.83;34072.79;225334.94;98085.43;818088.88;132814.97;850936.73;4557668.63;2381567;741737.21;719188.82;63935.34;401518.69;136679.42;0;117055.37;311078.7;404096.9;3995924.07
1003;1120860.82;544308.92;437062.63;54466.39;85022.88;80250;270396.42;3569.52;221775.43;123981.96;295015.55;2114751.74;1343055;128529.88;268811.85;16391.09;66382.93;37792.37;0;148245.46;266117.39;108237.62;2115849.7
1601;2117570.28;1098748.26;689059.39;34123.87;295638.76;321586.69;286580.52;250264.96;264903.6;122811.38;626786.86;4980004.61;2813040;184703.02;278164.7;28821.22;86254.1;61694.87;0;101394.51;702255.79;1001841.1;3990504.29
601;1449904.63;893179.57;369681.76;12434.5;174608.8;0;53544.37;4804.66;296935.91;52897.57;176433;2178741.67;1648200;5498.77;167842.4;12782.5;47518.44;33607.61;0;73933.85;234083.03;123117.47;2034520.14
1801;1322597.66;730063.4;511993.52;46091.8;34448.94;10000;92293.23;31240.46;374296.73;70887.98;233947.78;2193444.13;1213308;0;108838.43;5334;25940.29;17442.81;5095.48;55025.85;272560.33;598737.37;2135263.84
104;2132915.57;765733.9;1262852.3;5320.36;99009.01;6378;934468.04;116760.81;233789.97;121500.31;168977.18;3829282.14;2187744;695726.59;258080.58;24903.23;118842.55;61834.36;13795.11;38705.33;430976.36;256754.61;3714789.88
702;1558563.67;702777.02;669334.09;24061.68;162390.88;0;259618.9;204244.08;0;96159.85;250398.55;2375146.14;1637931;194124.46;74644.65;1502.68;32721.08;20614.42;7678.89;12127.58;265742.38;202703.65;2368985.05
1202;798907.64;445281.8;259536.01;5070.64;89019.19;0;177320.28;9460.26;1848.38;473998.49;82290.65;1622776.17;1015389;27341.92;10672.39;3909.99;471.2;5061.38;0;1229.82;127255.2;442117.66;1543825.7
1102;2176863.24;849165.88;1042354.18;28156.12;257187.06;10000;137288.33;31139.34;126630.03;163076.46;208456.73;2865102.43;925968;58128.58;431972.68;21275.91;241251.66;49218.17;12642.81;107584.13;505073.38;943959.79;2853454.13
105;4470028.4;2603754.08;478420.62;241135.62;1146718.08;179565.23;6268.9;47350.96;48181.06;257310.75;883008.54;6016772.08;2311887;27089.3;2639955.33;129912.88;1123696.21;351220.77;0;1035125.47;440532.34;597308.11;5891713.84
1203;1495668.31;865671.85;379905.26;24090.45;226000.75;0;29380.92;2897.48;93917.49;145192.08;679875.04;2454111.88;1364548;0;47714.83;4263.48;7408.11;13687.18;3334.46;19021.6;153478.53;888370.52;2446931.32
1103;2374739.85;1422326.33;551018.76;166687.32;234707.44;0;14640;0;45468.5;85260.31;1645229.43;3750938.5;1368454;0;570200.94;52711.65;269952.37;136734.65;29611.06;81191.21;1456712.89;355570.67;4165338.09
1302;2103714.57;1171683.18;780294.6;10999.34;140737.45;381500;0;55198.25;99996.78;376627.75;289953.3;3606705.39;2011575;125855.81;195866.28;13496.07;46111.54;51294.89;0;84963.78;348732.8;924675.5;3306990.65
302;8446844.63;2936454.52;3354845.51;4186.26;2151358.34;244814.43;490172.61;125657.68;1964159.6;812077.13;1894281.77;15519931.7;6350904;355265.64;2457179.44;261190.5;860926.31;413632.14;23345.94;898084.55;2086120.32;4270462.3;13978007.85
204;801028.85;461693.87;119310.15;15657.97;204366.86;231.74;304.22;0;3969.81;48256.36;267175.46;1159700.52;840975;212535.06;14170.04;63.73;6868.2;3797.35;0;3440.76;12182.23;79838.19;1120966.44
1504;6399773.35;3602167.25;1488426.24;86349;1222830.86;24570.65;472080.82;330556.97;320335.58;215842.69;1467513.57;8685547.33;2582988;0;3759305.86;129259.14;1650241.26;249323.98;38328.64;1692152.84;1801591.41;541662.06;9230673.63
1004;1258725.95;470087.92;538687.5;1903.11;248047.42;70247.5;7800;58227.5;198285.89;252569.21;131152.17;1925603.28;969406;81899.01;533911.3;23163.76;306786.35;65850.93;0;138110.26;181394.56;158992.41;1977008.22
205;3030887.67;1911297.88;939168.52;36699.36;143721.91;1750.96;1070765.12;711.58;48077.48;159181.35;566375.39;5289326.49;2829411;771880.37;587900.68;47424.91;331029.41;126415.13;27398.25;55632.98;783839.64;316294.8;4877749.55
501;840347.6;260836.74;439011.77;7324.85;133174.24;0;48652.21;0;194647.26;247375.04;28824.96;1465733.73;1015314;0;60928.18;6343.55;20423.98;20042.96;0;14117.69;163050.34;226441.21;1359847.07
1405;3597999.25;1609233.4;1426575.24;13080.94;549109.67;38220;0;106757.78;372708.34;14264.16;188140.26;3350553.47;1213509;111304.37;816201.33;97618.14;522357.99;110869.95;30143.44;55211.81;630803.9;578734.87;4318089.79
1005;1169005.07;890290.3;182056.96;24211.09;72446.72;0;7344.97;810;30283.99;14101.79;255811.6;1548795.49;935347;4476.66;178304.77;22399.58;43069.43;48703.34;0;64132.42;354535.79;76131.27;1477357.42
703;1337810.77;807446.23;420403.1;55898.27;54063.17;0;30770.69;16636.59;6025.69;53539.91;401817.36;1857247.33;955719;23670.83;62036.11;6030.43;21490.81;18933.15;0;15581.72;300372.08;515449.31;1846601.01
1702;1095316.51;620437.86;389458.05;15552.7;69867.9;13000;16384.13;28548.85;221322.78;50759.62;246858.65;2026158.6;1491777;25380.35;75466.27;0;26548.32;9256.92;0;39661.03;250228.75;183306.23;1672190.54
303;9895049.99;5804633.45;1665481.43;452439.02;1972496.09;0;134234.34;56916.75;269614.06;3777482.05;6466190.39;21720802;5554165;2343779.92;5442587.35;278057.67;2653905.77;654157.27;146116.94;1710349.7;348561.95;8031707.78;20599487.58
402;5145636.57;1532102.7;3155419.14;68826.07;389288.66;258015.32;128155.06;13796;590943.41;1324704.89;733939.67;8273265.79;3645586;930177.52;660885.89;59339.46;225162.5;120005.83;0;256378.1;2788380.21;248236.17;8195190.92
304;1756726.83;1005449.97;427739.33;23768.99;299768.54;0;1641673.04;129508.48;667377.17;200277.47;467301.2;5057294.17;1795554;1584551.63;324073.91;30515.89;145887.61;46764.48;9855.77;91050.16;189790.37;1163324.26;4862864.19
1104;1522979.7;864378.85;502179.36;6574.15;149847.34;0;74157.93;54734.8;59009.94;126774.81;75127.23;2016757.1;1241367;117691.77;221215.34;21867.02;115178.73;42589.73;0;41579.86;359167.26;77315.73;1912784.41
1006;3045403.61;1132773.22;1095219.15;14162.31;803248.93;0;2340574.91;618;1441816.27;116772.04;325764.73;7230272.35;1791093;948479.6;1426006.77;72337.39;675001.45;194853.26;76569.77;407244.9;352848.66;2711844.32;7270949.56
3101;1271603.23;485974.83;366613.14;39822.66;379192.6;149303.55;4638.38;15041.89;157269.89;49639.83;225038.57;1936128.32;1628400;0;159344.64;21768.33;74810.89;34433.65;0;28331.77;148383.68;0;1872535.34
4501;716761.36;424223.12;188785.73;84365.69;19386.82;0;0;8421.43;51209.56;30247.11;66355.96;1242228.66;1013342;0;36846.71;3384.59;21806.39;6859.44;0;4796.29;105569.1;86470.85;872995.42
3102;1854484.89;944421.71;820418.6;45450.65;44193.93;84583.45;9466.56;23867.63;725004.96;86938.63;303048.14;4583166.03;1887088;190.66;645386.13;85044.45;102164.17;73881.75;0;384295.76;766553.8;1283947.44;3087394.26
1602;2036001.69;1015959.19;862383.57;11845.92;145813.01;0;13313.52;496775.22;146609.61;58977.6;156777.2;2650658.27;1534830;105398.79;411437.41;35548.59;237994.13;74505.7;0;63388.99;445386.13;153605.94;2908454.84
1204;1582718.05;1016275.99;441448.97;7601.21;117391.88;53763.5;24434.68;20550.97;89865.41;56047.59;56066.81;1918239.42;1143213;64759.77;216063.15;12559.64;134682.28;31176.21;0;37645.02;301260.03;192943.47;1883447.01
602;2273971.26;1339425.48;467984.3;38749.92;427811.56;0;201384.54;0;260378.12;89929.23;415788.73;3384138.2;2410569;87210.13;490960.17;16375.16;244632.47;123891.74;0;106060.8;206393.41;189005.49;3241451.88
403;1233343.44;649090.48;351651.84;63364.56;169236.56;13043.25;85894.6;0;19664.3;1730.79;422114.2;2106409.06;1581126;0;93026.72;8818.16;57651.86;14702.95;0;11853.75;114239.72;318016.62;1775790.58
1802;1089569.19;494994.28;436641.1;19388.4;138545.41;25739.02;92192;1411.2;28483.37;20025.46;292230.58;1548137.09;1049055;111214.95;150751.46;8377.55;46168.76;29578.01;0;66627.14;110564.15;126551.53;1549650.82
1406;2756683.08;1645669.5;788633.02;112441.56;209939;20138.86;24978.82;11127.85;25711.72;73920.25;1036841.22;3841035.69;1186449;0;508304.69;37386.99;241913.31;85560.4;37495.07;105948.92;970257.79;1176024.21;3949401.8
1105;23590130.63;7605216.39;12322935.23;146364.62;3515614.39;281171.06;432722.59;1420218.24;2285864.2;1615033.31;3644867.73;34291522.31;5035463;0;16003971.62;1935626.05;9307179.56;999798.45;1317176.48;2444191.08;4222015.95;9030071.74;33270007.76
1007;544323.37;326027.1;167584.91;27289.51;23421.85;5000;232669.2;2868.48;91028.92;104079.81;28270.12;1045069.75;797442;132890.67;48755.07;6608.26;8265.37;7999.89;0;25881.55;50881.64;15100.37;1008239.9
502;3717973.18;1640560.83;1318854.58;721.12;757836.65;1035541.36;912317.77;57467.67;414517.27;241708.71;529569.26;7449100.92;4234787;0;772724.38;52719.47;303191.11;123814.29;0;292999.51;1229432;1212157.54;6909095.22
106;1648735.77;693457.53;769145.39;59895.01;126237.84;25000;302311.75;9296.82;25977.17;58184.75;313847.92;2130620.74;1481475;183480.18;112372.61;11949.63;27194.51;40669.28;0;32559.19;246859.75;106433.2;2383354.18
1205;1019682;653975.65;300060.68;5621.97;60023.7;29736.88;95798.39;46229.56;31703.19;74595.44;64044.43;1274144.77;1028313;0;40080.39;4567.03;12222.28;9882.39;0;13408.69;124840.97;80910.41;1361789.89
1803;1815880.65;909477.04;735497.45;14959.78;155946.38;682;205471.15;263491.27;526392.07;97868.78;322600.45;3207257.24;2082915;972.46;179567.28;17340.08;53615.96;42614.76;0;65996.48;455527.68;488274.82;3232386.37
804;1974345.26;656345.38;940649.05;3349.9;374000.93;77934.02;13312.08;829163.06;436377.31;444753.83;30502.99;3565579.11;991476;9624.74;2104871.2;24722.81;50577.66;8322.37;0;2021248.36;395432.04;64175.13;3806388.55
206;1775193.03;948779.56;504771.29;20150.11;301492.07;0;135332.23;122249.66;29147.44;152507.53;207978.56;1939245.61;1490265;0;152843.41;5389.89;100683.6;22795.31;5670.66;18303.95;187287.41;108849.79;2422408.45
903;2045571.2;1065905.8;617275.25;52608;309782.15;8845.54;21626.42;30003.11;58524.93;90575.17;43625.32;6478216.54;1463748;275883.63;133372.71;10255.31;40268.23;33924.84;0;48924.33;176253.31;4428958.89;2298771.69
305;1909997.78;1057888.17;530502.86;96606.19;225000.56;324345.31;875964.62;138053.6;53354.25;37145.07;443695.12;3778836.5;1904036;0;186862.18;22532.63;48230.17;47382.97;0;68716.41;433803.63;1254134.69;3782555.75
1407;1627560.02;824909.79;465689.2;17734.22;319226.81;50805.56;56909.55;98088.23;273067.53;329295.34;1035087.38;3408761.99;1847556;0;425910.6;18961.87;361731.86;26079.42;6586.59;12550.86;244595.47;890699.92;3470813.61
1703;3983281.37;2180411.6;1260194.77;66364.19;476310.81;18913.83;909698.67;231188.4;1001706.55;408987.61;699890.76;9360355.95;3542796;1279557.13;566572.69;95009.88;246150.58;139416.5;474.59;85521.14;1673278.09;2298152.04;7253667.19
1804;1978713.97;1035829.21;794044.39;134.3;148706.07;123884.38;185990.15;271974.07;139060.76;204544.47;269500.86;3872238.77;2080515;831648.5;134431.16;14536.82;26690.63;31031.3;0;62172.41;81171.8;744472.31;3173668.66
603;12742929.68;6290351.72;3848604.3;313104.62;2290869.04;604229.55;392631.45;208697.91;1922888.02;239326.65;2240981.24;18533737.17;4655037;181099.85;4401008.57;385133.69;1959049.94;553427.71;76113.55;1427283.68;579373.05;8717218.7;18351684.5
604;1589476.85;808544.12;621021.55;11128.47;148782.71;25000;354317.51;9525.62;480041.44;264955.85;200925.12;3096461.41;1128208;379300.14;300192.39;23690.3;115804.64;54417.3;0;106280.15;789281.92;499478.96;2924242.39
1408;956599.94;458730.64;390125.74;17687;90056.56;36100.24;229433.13;30149.42;19294.28;86495.4;127030.13;1699868.08;854175;136641.51;153101.14;3914.43;17855.55;12990.6;109112.18;9228.38;265937.16;290013.27;1485102.54
1409;2820364.88;1421426.82;1077441.29;14556.15;306940.62;63071.57;37979.77;7560.18;338432.97;453817.2;191132.72;3589852.72;2732223;11666.69;156620.03;15837.26;30503.13;40477.89;26048.8;43752.95;452802.48;236540.52;3912359.29
4901;244254.38;140435.75;89239.86;4428.77;10150;0;0;1566.57;59638.65;50079.64;32086.3;468198.29;394473;66585.8;1734.59;290.1;0;1013.18;0;431.31;1810.71;3594.19;387625.54
503;3841410.43;1542011.81;1442589.46;252959.69;603849.47;167802.53;235441.24;9116.18;1055894.14;396369.11;1118591.95;5315784.23;3302793;106721.8;937076.74;89316.35;330849.3;154043.02;72207.4;290660.67;629433.71;339758.98;6824625.58
1206;1095885.92;486126.74;419500.23;23301.13;166957.82;0;2293.59;3027.02;63512.86;122347.57;162960.07;1415004.28;1249576;0;22867.75;4066.59;4654.91;2633.92;1667.48;9844.85;44983.79;97576.74;1450027.03
207;964302.85;557415.93;257561.71;10431.78;138893.43;0;4206.92;9170.03;6109.02;26869.27;133083.15;1210620.82;836439;34305;74434.47;8158.85;33585.32;11227.76;28.89;21433.65;105701.46;159740.89;1143741.24
1207;3432963.02;1326368.1;1506074.9;267144.43;333375.59;73130.42;38543.98;345.43;278067.95;48200.91;222213.07;4629980.6;2202333;87573.9;555438.94;63374.49;317792.08;68974.43;29903.96;75393.98;911853.87;872780.89;4093464.78
1410;1899546.15;1016298.54;789150.92;56209.45;37887.24;14946.42;53415.58;284747.19;427555.25;188628.62;242881.83;2893609.76;872283;0;510629.82;33834.54;195442.74;75414.26;29481.73;176456.55;614970.93;895726.01;3111721.04
107;4275047.22;2428266.81;1237639.38;32853.49;576287.54;24900;279724.54;65930;26902.23;107262.58;418783.93;5371206.46;1498659;25018.18;1248769.24;66912.25;333158.37;103676.36;60821.08;684201.18;944633.37;1654126.67;5198550.5
306;2160862.24;959689.01;802348.97;24288.64;374535.62;0;49917.08;0;27841.27;96116.83;302077.38;3323238.37;1701423;0;907414.81;43673.49;456575.3;127786.85;0;279379.17;418898.25;295502.31;2636814.8
108;2477642.33;1166593.62;987798.34;35514.06;287736.31;393146.68;920821.06;362867.7;226467.23;116117.35;282472.09;3859221.74;1840590;1477.35;473110.76;46095.31;114098.75;98919.2;36.67;213960.83;1281663.01;262380.62;4779534.44
704;2086950.59;1087250.34;724183.45;53380.28;222136.52;5440;81514.87;171838.82;671514.44;159607.25;148798.6;3696258.78;1856247;329705.27;239956.17;22322.29;93955.46;43795.69;0;79882.73;499256.33;771094.01;3325664.57
705;7067882.49;4809717.4;1414847.02;242358.13;600959.94;1601.05;29970.36;853.6;24469.63;156298.14;1887013.75;8525125.92;3622236;700546.82;1531156.86;47245.43;694670.25;223405.82;63148.76;502686.6;867672.67;1803513.57;9168089.02
307;4611259.65;1840734.07;1431411.39;85334.5;1253779.69;0;6000;110564.52;275183.66;101619.28;1171043.89;6450757.94;3284789;537.11;973453.13;111710.4;419124.13;158220.76;30671.38;253726.46;1273244.75;918733.95;6275671
805;4444653.15;3475980.26;444833.27;170463.56;353376.06;0;12850.8;58680.44;77049.06;146160.36;428854.3;5190899.39;1840845;12881.36;1567961.06;138821.76;822751.75;367058.62;0;239328.93;591586.65;1177625.32;5168248.11
1303;5047823.59;2660174.91;1850415.55;14640.79;522592.34;416314.92;2291136.36;149657.24;297574.92;330017.6;137268.82;10192956.72;2886504;1613597.88;1125119.66;109496.64;582808.11;174112.24;0;258702.67;1382336;3185399.18;8669793.45
208;2032358.77;1071600.83;521282.9;34088.62;405386.42;40000;71403;99436.68;1992;46138.34;330051.49;2662094.4;1693581;0;337526.51;10343.29;190760.1;20117.2;51517.35;64788.57;313576.85;317410.04;2621380.28
1411;1223809.14;528397.89;540858.68;13024.16;141528.41;50000;87134.86;2021.44;297285.14;94635.23;119251.77;2043324.44;1262613;0;346632.82;26548.41;245950.38;36752.17;0;37381.86;356533.33;77545.29;1874137.58
605;3372639.69;2239378.14;586622.4;98123.44;448515.71;0;30974.76;0;10210.47;153475.54;707888.88;4700450.63;2556594;3940.06;1530494.72;133056.7;713114.76;240091.89;45299.45;398931.92;114127.1;495294.75;4275189.34
904;1300151.12;483437.79;376692.67;12372.84;427647.82;606;4500;41093.89;197470.58;126355.66;225818.91;1955838.36;1756806;2567.73;20126.43;1255.97;7411.06;4240.79;0;7218.61;150703.48;25634.72;1895996.16
1008;1154501.62;736791.79;317693.93;37219.72;62796.18;0;22934.22;12028.22;51416.83;49889.73;569287.94;1891430.47;1174824;25600;67181.15;15229.7;18818.77;19389.47;0;13743.21;75674.04;548151.28;1860058.56
905;900284.91;429459.75;286486.99;133276.34;51061.83;0;11638.73;27987.86;7569.52;64575.58;254806.88;1313413.21;1080357;1528.43;65537.02;1312.37;-21.09;13974.8;6249.93;44021.01;143331.94;22658.82;1266863.48
404;1313336.95;668110.44;465462.66;87430.19;92333.66;64899.8;302970.53;2378.53;88522;110684.32;246659.12;2886274.68;1260975;835938.25;34254.37;2407.43;17144.49;7044;0;7658.45;98890.24;656216.82;2129451.25
1208;829611.09;385214.45;353793.01;13765.46;76838.17;0;25295.04;2715;155354.86;480375.04;85641.5;1426698.48;809451;189294.83;52396.93;3121.25;34747.5;6099.15;2158.96;6270.07;138670.43;236885.29;1578992.53
3103;10533599.52;7218011.97;1882112.27;292130.43;1141344.85;361718.55;388067.75;1021310.43;616057.78;601834.24;1429224.16;15987627.2;2695647;0;3546484.64;484291.98;1429424.78;425435.98;0;1207331.9;4516325.61;5229169.95;14951812.43
504;2477801.51;1302194.62;885231.64;118731.56;171643.69;719.9;206532.11;159352.48;829569.73;341431.15;1401224.26;6635370.64;2772822;176481.59;444255.39;35336.12;143061.62;88983.76;16366.56;160507.33;1400203.65;1841608.01;5416631.14
1209;874883.14;526674.77;208034.23;13008.49;127165.65;7544.82;18833.08;2158.32;32548.34;92984;95122.62;1871481.58;1049253;273174.5;212586.05;3717.18;163545.04;8718.15;0;36605.68;170758.42;165709.61;1124074.32
606;1070315.44;620497.88;324788.73;17750.66;107278.17;0;75854.17;17951.04;406903.36;33630.45;122782.43;2200661.07;1198314;58146.46;83274.53;6198.73;1542.08;7696.65;0;67837.07;276451.88;584474.2;1727436.89
1412;1003432.71;554739.28;352796.8;11422.89;84473.74;200349;260766.75;42333.04;41261.22;106524.53;40242.41;1685366.04;799851;38264.63;133125.39;6184.92;26572.83;16461.32;6106.02;77800.3;121831.19;592293.83;1694909.66
1304;10340964.55;5376395.01;3564008.27;83979.41;1316581.86;339652.93;446075.91;128272.75;629069.75;1905757.59;1244530.82;14829395.49;4781256;0;3604234.22;223389.58;1280368.69;505636.02;97775.4;1497064.53;2204525.88;4239379.39;15034324.3
906;1468124.46;682397.14;304635.67;43091.2;438000.45;27679.2;8978.72;113853.7;111770.88;256654.46;365217.11;2408164.82;1795095;52537.11;153191.47;15492.95;41588.88;43309.09;14035.54;38765.01;178124.87;229216.37;2352278.53
1505;3543795.1;2012421.85;1146400.27;31292.34;353680.64;36448.42;47021.44;20238.76;427335.31;260434.19;152415.41;3345738.86;1749021;23569.18;946226.6;52819.72;670176;32129.82;10279;180822.06;400009.18;226912.9;4487688.63
907;4310646.35;2283079.44;1074286.74;302251.71;651028.46;238980.42;371881.87;7653.89;107193.02;220862.04;2022254.2;7214242.37;3547476;1306988.73;675110.1;100886.82;251300.3;151942.63;37444.92;133535.43;849641.03;835026.51;7279471.79
308;11408197.17;5477469.65;3862458.55;367845.78;1700423.19;665297.8;109181.94;0;162916.44;957863.63;1817784.06;14690899.79;6412863;581346.71;3387017.01;398327.2;1349775.05;521555.3;311729.89;805629.57;1954908.21;2354764.86;15121241.04
4701;1119131.94;738710.41;230219.51;21545.79;128656.23;0;0;0;9120;26469.33;216247.88;1876601.85;1389715;12279.52;139020.36;11090.57;36981.88;14936.04;0;76011.87;331441.91;4145.06;1370969.15
505;2855814.48;1044088.56;1547938.23;19178.63;244609.06;33073.48;168781.9;4893.6;184621.99;230890.87;269475.43;3746937;3077055;31514.23;123150.03;14143.43;68342.21;20915.12;0;19749.27;452655.92;62561.82;3747551.75
110;4089025.78;1640496.82;2041311.76;112360.02;294857.18;128743.1;752437.37;35829.19;155737.61;131648.77;583480.13;4784075.39;1481436;319062.67;776362.35;87717.61;306089.48;179707.99;68884.3;133962.97;1556299.22;650915.15;5876901.95
