codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas;despesatotal
1101;18103100.62;9467762.57;6615718.17;239288.63;1780331.25;153607;2512262.9;8425.5;2644131.51;193810.55;1474367.24;4586103.51;1543293;330979.13;968197.04;239202.64;257577.43;248387.42;0;223029.55;527318.92;1216315.42;25089705.32
401;6665991.17;2855129.3;1874043.04;1189229.74;747589.09;0;297420.67;56925.84;259642.5;645850.16;1093843.72;2133970.17;1299918;28593.37;99964.99;8470.63;10153.09;16433.21;618.21;64289.85;145353.38;560140.43;9019674.06
1701;10064225.72;2845553.15;5688593.17;837574.48;692504.92;58549.62;126941.9;214411.78;1493816.66;554536.44;9063218.82;4781239.72;1449513;16820.72;182254.77;20123.36;61743.12;48439.56;22623.44;29325.29;395864.7;2736786.53;21575700.94
803;7480937.47;3185302.6;3058777.56;51663.28;1185194.03;139704.12;84706.93;51976.92;194335.46;460894.8;689944.18;1853639.31;1039374;9513.62;419460.65;53105.81;293954.62;36861.05;0;35539.17;331787.48;53503.56;9102499.88
201;7270012.05;3535352.5;2479972.9;168712.72;1085973.93;0;243389.76;425110.55;326569.68;1172187.35;1176027.55;2286172.72;1328583;203636.72;129047.82;18200.5;22155.12;47539.07;2414.58;38738.55;343941.44;280963.74;10613296.94
1503;57563370.31;28169769.88;21682918.29;429353.28;7281328.86;477745.37;754431.9;1537020.32;1586245.22;5544008.08;5905102.58;12354971.22;3932235;573957.93;4415028.18;1110383.29;1307503.8;955846.27;396907.55;644387.27;1610269.39;1823480.72;73367923.78
902;6643198.18;3063712.85;2511747.05;161559.97;906178.31;16057;596583.19;119556.79;651704.54;450551.66;821264.93;2707281.18;1712190;296550.62;164795.92;8657.53;4530.25;32129.08;0;119479.06;436818.62;96926.02;9298916.29
1403;10647321.28;4579593.97;4476694.35;117548.11;1473484.85;422827.87;422097.68;12945.48;284404.21;574847.15;709524.77;2604689.55;1298712;114874.81;298761.16;98711.81;0;121588.25;26266.34;52194.76;447889.65;444451.93;13073968.44
202;7965026.2;3892694.55;2599302.6;39438.18;1433590.87;9250.52;752150.08;119439.87;662985.9;544724.42;1006771.87;2539303.49;1911561;7390.68;164227.2;7707.67;60587.09;38104.23;2030.01;55798.2;189013.41;267111.2;11060348.86
1404;4733369.57;2701803.17;1263574.37;266817.5;501174.53;0;17355.08;134.58;11552.26;95841.14;1013492.08;1249138.36;747570;0;119359.77;28607.34;23833.45;27937.42;10601.15;28380.41;170677.57;211531.02;5871744.71
1201;4855052.67;2645501.77;1642185.08;24084.54;543281.28;20975.07;34149.65;72779.69;308178.95;436184.16;491952.81;1534933.72;955755;128830.23;63936.37;10224.54;30748.43;15578.07;244.35;7140.98;176906.3;209505.82;6219273
1002;4183438.06;1541058.9;2156844.48;101311.38;384223.3;0;641757.85;2124.57;662023.17;1402841.75;861298.75;1931698.04;1026258;220463.72;85494.45;18473.49;10093.16;38854.32;0;18073.48;523180.64;76301.23;7753484.15
203;3484116.05;1987521.42;940173.13;4622.46;551799.04;31;23059.06;90098.81;160981.37;177482.34;166593.12;1081338.71;744015;1982.74;73251.98;5051.48;49829.29;11198.8;0;7172.41;127660.1;134428.89;4102361.75
1115;63275561.28;26644144.72;27494953.44;359447.88;8777015.24;1352068.27;1133606.43;974635.42;269801.21;2550751.73;5062977.94;15752520.14;6370333;16009.39;3186325.18;514514.37;1402452.24;857354.56;0;412004.01;2881095.19;3298757.38;74619402.28
1301;21433950.6;8893364.98;9374643.53;207653.22;2958288.87;332377.05;2314241.84;32416.73;1486983.09;268363.98;4244722.1;8033387.94;3345900;2062797.7;836818.67;168758.57;134220.53;282332.19;0;251507.38;1218164.14;569707.43;30113055.39
301;8018556.08;3781988.87;2892501.51;136953.62;1207112.08;16543.75;443272.48;442447.54;154666.38;289498.31;2231713.93;2438261.06;1294794;72391.83;295155.31;84996.03;57202.16;100580.17;0;52376.95;294988.03;480931.89;11596698.47
103;10629165.37;4176281.1;5405539.88;172584.01;874760.38;26678.8;1505667.81;2293497.22;1004713.66;534386.23;1312218.09;6254960.9;1952256;2763458.15;478260.4;100436.82;146894.45;175331.03;24407.08;31191.02;616361.88;444624.47;17306327.18
4301;9817100.23;4856586.34;2760482.3;131359.43;2068672.16;646699.39;1377230.06;252470.22;2318463.57;927926.67;2904919.7;3228707.34;2452801;3697.5;389520.21;58472.89;0;202249.06;0;128798.26;155116.94;227571.69;18244809.84
1003;6273134.4;2242388.88;3198929.49;278666.9;553149.13;41300.33;366693.31;148964.51;909981.42;421184.9;1770589.55;1987675.89;1190826;10327.35;294186.89;56465.34;37906.13;69537.42;24293.2;105984.8;404410.41;87925.24;9931848.42
1601;11990402.47;4898259.31;5948297.74;50386.63;1093458.79;334302.21;1978293.83;801898.88;1508169.53;1614203.17;2574495.84;4560090.76;2519634;311877.91;333838.05;37190.08;103289.49;116949.4;0;76409.08;932688.73;462052.07;20801765.93
601;7744409.68;3346504.89;3275958.46;107397.75;1014548.58;72500;29210.7;244508.25;811278.99;389577.31;1677385.05;2371495.93;1461375;18986.32;216255.92;46600.47;15700.15;58620.74;0;95334.56;562645.39;112233.3;10968869.98
1801;6035866.24;2911885.53;2331564.38;269723.67;522692.66;74950;424652.18;11225.26;2264534.42;299193.97;1102287.37;2577605.19;1062798;97983;159936.92;35926.28;25902.97;11451.52;2693.68;83962.47;632618.03;624269.24;10212709.44
104;10337604.86;3584395.92;5282064.32;83987.47;1387157.15;45997.56;740043.12;208422.81;930451.36;1398249.07;1628386.37;3249196.51;1959855;128836.19;281638.36;52303.8;86414.67;99942.99;9548.72;33428.18;586651.08;292215.88;15289155.15
702;6024507.74;2868552.1;2204190.65;52584.04;899180.95;59191.03;59079.67;2263867.52;3231.41;427044.29;1131241.74;2352622.82;1452195;375711.02;116126.66;10167.86;64242.83;32588.99;3128.57;5998.41;276494.84;132095.3;9968163.4
1202;3548675.01;1790709.8;1318382.22;11996.93;427586.06;108291.96;684679.06;7091.87;51802.23;413437.57;336084.41;1286544.15;909726;0;43198.84;2939.7;25541.39;11330.85;0;3386.9;139876.41;193742.9;5150062.11
1102;7792893.71;3742303.14;3428933.97;113117.24;508539.36;411.72;225204.33;145065.37;205453.78;208078.45;1039289.43;2149454.38;820921;0;307900.57;55561.78;59504.7;88741.84;24288.34;79803.91;682833.86;337798.95;9616396.79
105;27009583.36;11709864.97;7316424.4;1781214.25;6202079.74;3126941.29;615625.56;87685.86;288383.23;1514716.6;12188389.83;6312097.22;2000085;469907.89;2767783.82;354783.78;846555.51;528357.25;44416.43;993670.85;759403.14;314917.37;44831325.73
1203;5765395.12;3296321.57;1895086.67;106610.45;467376.43;18010.92;66605.56;41242.98;171300.58;510819.17;664643.93;1818418.37;1263153;121220.35;121980.61;4250.27;81282.84;22096.29;1419.83;12931.38;215769.58;96294.83;7238018.26
1103;10053526.41;5520910.62;3078439.8;248228.98;1205947.01;126748;32990.65;36949.05;119302.2;131628.43;2167559.26;3143979.48;1193215;0;1008704.76;140122.03;94634.57;300307.07;217970.25;255670.84;558284.04;383775.68;12668704
1302;10076866.37;4825772.01;4195329.58;56619.17;999145.61;32327.05;1404176.44;219840.84;757648.8;566697.16;1411017.45;3006640.42;1783683;157204.37;250278.39;20688;31515.83;82303.26;0;115771.3;366380.84;449093.82;14468574.11
302;34079604.42;14458008.54;14665791.22;298073.23;4657731.43;175493.1;1309754.21;118316.4;3999755.68;1177542.18;17719489.1;10943311.83;5631744;172204.33;2216039.72;366861.28;593999.13;687439.09;60949.2;506791.02;887426.5;2035897.28;58579955.09
204;3016442.5;1827295.2;451194.45;31126.94;706825.91;4761.77;7993.28;0;49515.01;111685.42;449136.04;880978.04;745599;5034.97;17317.84;378.37;6653.84;6327.95;0;3957.68;57997.39;55028.84;3639534.02
1504;32310054.36;14642959.55;13125303.09;531848.12;4009943.6;38430.75;205366.61;767056.87;467252.26;3004173.59;3924337.99;7109874.74;2290368;326002.49;2344658.79;439420.54;279969.04;394296.63;43307.2;1187665.38;1841354.22;307491.24;40716672.43
1004;7096361.59;1839443.67;4259777.99;21384.22;975755.71;0;195606.01;64198.15;662914.72;214358.08;635508.16;1878272.23;934650;22278.44;433922.93;88731.67;98869.55;102525.68;27191.88;116604.15;210191.44;277229.42;8868946.71
205;17594020.29;8266043.47;6393796.82;182387;2751793;615.89;771776.13;318277.76;902057.95;452889.75;2188105.93;4510497.13;2508603;102541.92;721285.19;119134.99;331142.01;202994.19;8976.95;59037.05;945332.2;232734.82;22227743.7
501;4421248.49;1148519.92;2714326.04;60017.85;498384.68;75370.14;52628.1;13342.01;598952.99;289722.45;650875.14;1294593.01;910674;92223.23;85190.5;19564.93;26810.34;32381.54;0;6433.69;169900.1;36605.18;6102139.32
1405;12801614.76;5723697.55;4746841.69;12610.21;2318465.31;18533.93;1075851.11;74521.5;186643.81;608101.74;834984.93;3268004.73;1029111;284204.9;1124398.39;483088.61;388158.61;175208.52;25093.93;52848.72;366337.02;463953.42;15600251.78
1005;7186454.86;3246883.19;3357372.92;171289.28;410909.47;0;993274.5;232035.83;33549.47;100803.33;1003314.47;2408126.34;817621;369681.59;350276.19;60132.08;76688.38;81793.47;4240.97;127421.29;406865.79;463681.77;9549432.46
703;5636301.54;3098893.67;1977436.94;281768.66;278202.27;0;29278.51;36270.66;26996.96;572604.87;1190827.93;1730596.72;853179;211511.34;100454.6;17679.44;24193.31;37941.35;4289.32;16351.18;240670.88;324780.9;7492280.47
1702;5585032.97;2337730.58;2468200.53;20787.51;758314.35;37545;0;254899.23;521273.34;1081098.87;770123.73;2021508.13;1306452;69188.86;90439.25;8215.96;10611.78;29650.73;0;41960.78;328144.48;227283.54;8249973.14
303;57859212.53;24503119.6;17076189.22;470493.51;15809410.2;0;7913531.99;14839.87;2626715.11;2307869.25;16414702.35;21329791.86;4803786;4659825.09;3856042.27;745621.08;969136.91;1117372.47;318733;705178.81;1019054.44;6991084.06;87136871.1
402;19894200.91;6713685.98;11475937.31;162051.16;1542526.46;129390.19;775185.58;388417.72;1344036.75;425902.02;3104820.69;6504285.1;3289638;347758.92;709283.33;122611.95;68342.59;195191.8;0;323136.99;2034985.15;122619.7;26061953.86
304;8789942.19;5123606.17;3251168.03;153402.66;261765.33;195396.56;317544.03;425578.72;1109484.69;739354.89;1391278.7;3099009.21;1592142;358575.32;378977.27;35658.35;114205.19;84055.7;0;145058.03;254108.25;515206.37;12968579.78
1104;8300526.65;3692212.53;4014163.05;46408.71;547742.36;2000;626768.27;30641.83;494182.81;222793.59;362987.57;2079175.4;1100676;54132.68;255991.2;57538.82;83622.99;75300.24;0;39529.15;514839.22;153536.3;10039900.72
1006;15791515.63;5264488.78;7614773.35;70677.69;2841575.81;2625000;822371.46;30053.39;2724973.96;3224459.33;1661448.81;3902986.71;1508355;304370.63;1282786.42;207288.63;588906.79;327990.66;49.98;158550.36;591703.6;215771.06;26879822.58
3101;6170218.42;2401382.64;3102502.7;138089.11;528243.97;88105.78;68230.5;57203.95;1088381.78;319990.13;1290799.79;2113275.46;1485357;45624.6;161560.86;25401.72;45201.21;58471.31;0;32486.62;246349.25;174383.75;9082930.35
4501;2527505.76;1693438.29;599396.16;139588.08;95083.23;0;0;60182.91;903689.49;60801.54;975642.27;980402.87;821532;0;53690.78;12710.83;14006.83;20739.33;1252.57;4981.22;104637.05;543.04;4527821.97
3102;7262508.29;3813041.74;1947759.39;182854.54;1318852.62;155850.93;68171.25;551887.15;2495280.69;1412293.68;1685314.52;4391708.78;1619442;2165965.25;439709.44;207396.9;62897.55;127569.69;0;41845.3;125365.66;41226.43;13631306.51
1602;13473934.5;5352178.9;7057772.17;136858.31;927125.12;0;159438.55;1237237.61;636911.43;438862.46;1112173.59;3509766.84;1421973;32100.75;416326.52;85461.45;153963.47;115350.23;12822.54;48728.83;1357494.91;281871.66;17058558.14
1204;7096901.24;3295698.47;2744406.22;125964.14;930832.41;949461.49;3665207.25;17569.98;530100.58;302295.21;148024.9;3248058.92;1024716;1373747.56;236659.24;18812.44;58573.64;50606.23;0;108666.93;415311.47;197624.65;12709560.65
602;12033003.71;4888801.73;4352418.75;333609.33;2458173.9;264602.54;1156273.31;9971.11;664840.12;755521.92;4347029.96;4001227.79;2137338;1609.8;1083835.8;133102.84;159670.43;218073.84;457461.21;115527.48;545897.53;232546.66;19231242.67
403;5136530.82;2523405.81;1407768.25;26094.26;1179262.5;32960.69;48566.22;11781.47;240394.19;687904.54;1042326.77;1779153.58;1392756;29201.15;78796.98;7445.18;33716.22;25994.55;0;11641.03;217391.94;61007.51;7200464.7
1802;4669392.11;2063220.89;1887719.9;36066.62;682384.7;28867.56;22193.37;38285.61;317897.16;150278.89;547658.51;1398767.8;930183;36535.11;234635.28;17587.46;45859.32;51334.53;0;119853.97;93020.78;104393.63;5774573.21
1406;16194205.67;6144150.9;6849659.08;509547.81;2690847.88;104583.66;1682679.33;304489.36;763364.72;2855743.56;3915687.87;3308383.64;1065678;897457.43;390788.44;87513.74;55648.36;83318.64;80588.72;83718.98;316760.33;637699.44;25820754.17
1105;113427626.6;32494974.4;63928827.2;1263474.09;15740350.93;1661849.23;2323365.76;454900.05;5850076.43;3129478.88;16613422.18;34489826.62;3261120;86779.88;17634166.35;2591628.64;8026120.04;1686304.65;0;5330113.02;2460445.44;11047314.95;143460719.2
1007;3054689.19;1371008.87;960946.66;380649.08;342084.58;0;41509.21;4318.93;31704.53;66128.33;1456252.68;1014689;707019;15945.51;127265.68;18407.26;48790.47;14579.1;792.1;44696.75;133987.82;30470.99;4654602.87
502;18116198.26;7049080.13;7773452.81;109795.7;3183869.62;1105365.5;4041644.6;317734.17;2231910.49;1634546.87;7171066.75;9342638.79;3818385;1593144.73;965853.51;146676.08;387930.68;287895.91;0;143350.84;1244312.75;1720942.8;34618466.64
106;7395932.21;3081419.66;3110088.35;326140.53;878283.67;85805.5;76788.99;78369.86;275235.85;312591.56;1282746.67;2171599.5;1313700;0;143615.86;29393.84;9602.57;69199.82;0;35419.63;307268.89;407014.75;9507470.64
1205;4157881.96;2381946.63;1412333.95;4460.2;359141.18;21108.19;995397.55;30116.62;304188.58;207745.74;198713.95;1345429.15;913116;69555.81;38377.09;7355.48;4512.1;15090.86;1327.67;10090.98;208375.6;116004.65;5915152.59
1803;10206070.68;3880874.54;4888873.25;24262.36;1412060.53;39174.36;148695.15;192326.4;2218327.25;557189.13;637032.1;3727044.99;1846860;242883.67;251434.96;110509.71;25538.58;76211.57;0;39175.1;513481.2;872385.16;13998815.07
804;8800499.61;2619290.92;5192742.09;88128.82;900337.78;568835.22;8546.13;171597.2;1564767.76;446994.8;583943.45;1877248.95;807426;107796.49;303370;63446.02;139258.01;41663.32;0;59002.65;585762.53;72893.93;12145184.17
206;7720736.99;3641934.06;2648863.23;43049.18;1386890.52;7309.09;184302;176750.67;167488.34;1144080.12;1442064.39;2145233.36;1320847;0;247570.84;13842.3;20726.64;41114.77;164413.9;7473.23;385994.4;190821.12;10842731.6
903;6272466.93;3210367.22;2263209.21;278117.37;520773.13;5000;204129.23;919.03;1036394.52;304343.48;1395732.46;1931170.99;1297791;87254.67;194856.18;19800.96;21330.89;37458.47;2093.77;114172.09;183291.75;167977.39;9218985.65
305;10008328.04;4666070.6;4025419.8;516675.38;800162.26;111191.17;57184.8;0;284713.82;719673.62;2097129.79;2942500.53;1758166.74;232910.29;230604.21;43686.32;42661.66;88464.49;0;55791.74;504437.73;216381.56;13278221.24
1407;6128296.7;3100977.85;2139049.69;82706.11;805563.05;1980;55895.11;199959.7;552406.36;160983.59;1375556.49;2128595.51;1638066;28638.53;96159.63;27070.45;10594.41;42998.96;10299.11;5196.7;181845.4;183885.95;8475077.95
1703;32288867.31;9150227.19;19505143.96;1813530.37;1819965.79;1772.17;3768865.49;507662.31;3281864.5;7201965.02;4810257.62;8496338.25;3141216;2005336.65;415895.45;108681.23;0;231162.05;0;76052.17;1794345.97;1139544.18;51861254.42
1804;10127399.57;3831693.82;4151686.15;18999.37;2125020.23;85803.6;510629.81;387959.07;1139916.47;931535.35;1113162.89;3188927.01;1843857;0;207533.35;18327.9;39318.14;84794.07;0;65093.24;90377.01;1047159.65;14296406.76
603;59937750.13;26111048.55;19851751.73;881409.39;13093540.46;889907.36;1482805.63;126802.06;1189706.48;2121439.87;5424929.44;14478013.56;4020111;422654.4;6261766.44;930795;3494298.75;899222.45;107695.62;829754.62;1129118.97;2644362.75;71173340.97
604;8294068.4;3463391.73;4102373.89;43984.17;684318.61;0;68995.94;210094.24;350351.35;915946.7;1124487.29;2315213.96;984099;29935.65;215579.62;63334.55;0;89447.58;0;62797.49;815712.56;269887.13;10963943.92
1408;4141682.65;2110977.82;1650109.77;61468.72;319126.34;21930.41;181306.46;31361.37;15271.9;67426.23;748032.25;1078705.7;718526;2414.69;42287.22;9789.06;5007.9;20450.39;940.51;6099.36;149112.36;166365.43;5207011.27
1409;11135215.62;5764203.32;3736447.9;69027.71;1565536.69;105171.44;370950.1;20594.31;1914943.28;2084178.07;790628.32;3967198.29;2384463;342522;413862.14;51462.23;237560.41;91574.88;0;33264.62;475895.15;350456;16421681.14
4901;836556.53;493275.5;325368.17;6199.11;11713.75;32167.34;1180;102427.41;8971.24;665523.33;129619.64;586608.05;352221;7506.93;3716.86;551.31;154.06;2900.51;0;110.98;2727.88;220435.38;1776445.49
503;14216571.41;5923417.16;5536328.09;557801.92;2199024.24;495275.6;712221.49;73109.86;2070541.24;1351949.91;5532734.77;4737213;2928477;75048.29;778675.66;191480.74;105760.62;247564;63069.13;170801.17;749774.41;205237.64;24452404.28
1206;5124600.18;2259843.54;2309470.33;44286.74;510999.57;13225.13;138840.25;175273.47;212686.2;397256.48;943869.05;1484231.59;1127217;1363.17;35459.29;8124;8024.71;13942.29;0;5368.29;141115.69;179076.44;7005750.76
207;3888611.7;2085792.89;1244311.7;23584.05;534923.06;475;12850.53;175978.07;173033.39;101461.93;600564.83;1071501.07;758073;0;67648.39;8097.07;5014.34;21123.53;2495.88;30917.57;172207.65;73572.03;4952975.45
1207;18828305.32;4743448.49;7612713.76;10372.41;6461770.66;558364.8;499271.15;12640.53;1676592.49;1013392.77;240979.81;4186674.51;1895916;67985.96;615537.71;128883.01;315508.99;116095.59;22242.59;32807.53;564463.48;1042771.36;22829546.87
1410;10481882.16;5176435.04;4572739.14;276529.91;456178.07;12712.3;2083944.14;36721.61;90911.26;1930563.76;1061927.4;3124452.04;773898;796762.74;429186.54;156791.45;46157.49;115425.94;13561.91;97249.75;749192.84;375411.92;15698662.63
107;19199169.23;9216737.15;7904394.85;378915.72;1699121.51;55902.31;4078232.81;212051.7;616104.5;3208384.97;3520091.02;6307272.76;1286541;725562.14;1422273.33;123379.07;250800.33;166482.43;64091.92;817519.58;1149769.43;1723126.86;30889936.54
306;11746607.6;4178027.93;4952950.49;62851.8;2552777.38;37500;1488315.43;0;633943.27;259605.42;1827486.81;3309154.79;1508781;20905.14;924380.08;193097.66;314164.08;212607.7;0;204510.64;348794.04;506294.53;15993458.53
108;8820699.93;4382188.7;3347627;101900.16;988984.07;477041.87;357218.35;363500.15;1046442.02;500404.02;1811043.81;2976462.69;1632045;0;712927.27;64151.74;52446.67;154334.84;0;441994.02;381866.44;249623.98;13376350.15
704;9786940.71;3765021.92;4372344.73;233076.85;1416497.21;282343.07;22041.5;111621.46;290611.17;320916.34;804550.46;2834129.15;1645809;0;224386.11;30258.52;50517.21;69138.04;11273.83;63198.51;635931.84;328002.2;11619024.71
705;40914908.63;18166397.8;18597761.74;2545263.41;1605485.68;405431.79;1736598.59;88183.29;1300334.39;590279.52;7478122.69;10135029.84;3211440;11491.95;1984781.41;233816.15;515393.29;335553.68;112964.36;787053.93;1517114.23;3410202.25;52513858.9
307;18405965.32;7576950.39;7151645.5;126691.79;3550677.64;2963420.15;1390021.44;229487.77;1230589.49;1203658.11;3872602.64;8354472.95;2910891;102490.99;857319.33;135105.45;139459.24;281439.94;64783.58;236531.12;1283397.08;3200374.55;29295744.92
805;38684922.86;13714459.13;16345803.41;2012497.69;6612162.63;2092375.44;3771470.32;123365.78;3233192.89;1657155.35;8908052.66;6705465.18;1495413;142576.27;3346916.3;330951.67;1986520.7;611763.02;172470.47;245210.44;746200;974359.61;58470535.3
1303;25435707.16;10463557.15;8594024.81;135216.81;6242908.39;574648.2;1132480.69;1862668.66;885694.28;1213648.19;2419614.86;6912182.47;2559972;703.49;1054435.38;128634.01;254883.14;355291.02;135139.62;180487.59;1725445.42;1571626.18;33524462.04
208;7693860.09;4205202.52;2455504.82;101024.87;932127.88;3832;380827.17;56063.42;350828.09;359842.9;905026.11;2352214.08;1501533;201733.73;153499.43;23505.04;12571.56;42373.72;21972.46;53076.65;335238.23;160209.69;9750279.78
1411;6320972.99;2313721.83;3293661.67;113624.56;599964.93;0;215129.84;0;371273.09;337241.93;691043.07;1757994.07;1119489;0;156165.25;19298.84;47481.24;48602.69;0;40782.48;354483.03;127856.79;7935660.92
605;25479595.95;10139156.89;10318142.27;1826181.44;3196115.35;244006;1348304.09;151143.16;1332886.38;1561897.79;6492905.4;9978146.75;2266635;145497.48;5141896.22;356193.29;2635228.46;388362.64;1403269.82;358842.01;1989199.01;434919.04;36610738.77
904;6265959.29;2455291.01;2718393.39;98628.32;993646.57;21867.53;197683.23;68674.88;2841.3;293814.23;3402344.66;2000706.31;1553718;54305.31;129974.68;8229.29;88901.15;25985.04;2147.07;4712.13;190538.31;72170.01;10253185.12
1008;5208014.16;2803958.77;1813654.23;221387.59;369013.57;1266.27;54098.37;1066.03;79474.16;580866.49;1042610.9;1627072.54;1042611;160214.59;124364.22;13994.47;33484.95;32866.88;0;44017.92;159511.14;140371.59;6967396.38
905;4045675.38;1730586.76;1464867.71;760598.85;89622.06;627.3;7711.05;1599;59921.55;74006.06;1249553.18;1198172.31;957900;0;69396.59;6758.33;12535.73;24443.15;2669.51;22989.87;145753.47;25122.25;5439093.52
404;6941301.01;2918827.34;2694583.41;931263.21;396627.05;114613.78;338703.47;0;142313.98;1000850.67;1162672.74;1660784.75;1022067;239374.33;43600.98;6003.75;15714.29;13776.15;2267.9;5838.89;163158.95;192583.49;9700455.65
1208;3953685.61;1654836.16;1750838.77;28500.61;519510.07;0;46894.98;5925.29;625275.28;364505.41;357087.28;1233237.3;794295;70988.09;44612.12;12032.74;9606.14;17410.13;0;5563.11;166418.14;156923.95;5353373.85
3103;57791107.83;30407727.73;23147047.75;1003764.7;3232567.65;272849.2;1453271.73;1275140.9;2888749.99;1765298.63;8679318;14784634.97;3605817;3187.72;3971093.87;801541.18;1158619.93;672127.33;0;1338805.43;5845965.29;1358571.09;74125736.28
504;15820651.03;5955174.74;6386711.68;2341948.21;1136816.4;144202.83;195391.44;304907.94;933141.8;2405374.13;6051843.54;4941284.84;2531931;382437.58;504388.48;98050.32;115672.36;144788.45;16721.03;129156.32;1092849.34;429678.44;25855512.71
1209;4577219.37;2144416.51;1827040.18;16010.59;589752.09;176671.52;149737.75;119205.27;282514.93;725282.8;382440.65;1465172.52;928272;88785.33;49508.14;5572.59;9955.59;10095.19;0;23884.77;194270.26;204336.79;6413072.29
606;5658462.88;2941923.35;1894268.24;35627.99;786643.3;690;36452.65;225901.72;275796.78;255846.26;456473.54;1668592.36;1055901;132362.17;114879.62;9468.19;15974.52;21991.95;0;67444.96;141201.19;224248.38;6909623.83
1412;4270714.19;2102646.64;1791784.41;31953.02;344330.12;100375.63;122821.92;29024.85;89570.06;706660.88;567529.46;1506851.54;716691;0;139425.88;20971.69;18744.63;23931.66;5063.72;70714.18;172309.71;478424.95;5886696.99
1304;47779218.25;22214722.9;19795448.23;389105.84;5379941.28;1072730.55;3099705.82;34474.46;4056099.75;2545671.52;4569267.34;12380934.07;4032687;662312.61;2641557.47;488269.85;637807.67;800458.77;240395.7;474625.48;3022775.76;2021601.23;63157167.69
906;7174175;3378319.71;2822405.29;87588.27;885861.73;153647.84;263775.54;57807.47;2265045.1;1004631.26;1412893.66;2383420.98;1591610;185249.89;213444.58;23340.43;103962.41;67271.46;8462.29;10407.99;270157.17;122959.34;12331975.87
1505;15324033.23;8549793.73;5199752.33;143262.46;1431224.71;83726.66;182958.91;94283.37;1323782.24;782806.9;1472529.6;4163204.35;1508061;0;1927917.31;126955.84;1544748.74;84835.09;4046.48;167331.16;453356.75;273869.29;19264120.91
