codigoine;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas;despesatotal
203;722665.92;474813.42;145399.29;2297.39;100155.82;0;0;7766.46;371.46;24696.33;57090.26;1004996.39;765123;0;28221.31;2006.59;13034.02;9636.56;0;3544.14;131789.31;79862.77;812590.43
1115;12514489.76;6165380.92;4652510.43;14468.45;1682129.96;7064.53;57531.16;207104.15;217268.56;183658.61;391154.59;9833665.27;4051614;618552.99;1179205.38;163831.3;263564.33;206483.82;164601.75;380724.18;2144811.01;1839481.89;13578271.36
1301;4406533.69;2245817.46;1841360.37;39340.14;280015.72;0;188162.57;9722.35;175151.19;50073.39;742894.48;6385847.04;3440460;128312.38;955966.19;81409.89;332849.86;239563.94;0;302142.5;1285108.44;576000.03;5572537.67
301;1598540.65;872350.85;524936.33;39377.8;161875.67;0;18721.24;178953.33;103961.05;64192.59;890521.94;2755062.5;1331361;31611.25;281082.94;14767.63;105470.16;86947.86;0;73897.29;293899.77;817107.54;2854890.8
103;2167122.22;937134.73;959758.27;30820.33;239408.89;26249.5;623883.39;432411.46;208621.29;330858.44;214340.13;6314640.39;2007576;2392312.61;314846.51;15147.29;110124.59;145297.95;4838.06;39438.62;904357.63;695547.64;4003486.43
4301;2018982.79;1074771.47;371379.01;19405.02;553427.29;81189;24814.1;0;113512.94;43680.19;310388.11;4505641.43;2491535;1394933.15;273356.97;18457.94;0;137155.59;0;117743.44;190746.65;155069.66;2592567.13
1003;3101216.25;532193.09;2112044.96;119333;337645.2;857;475242.96;627996.58;903818.41;295474.14;446820.36;5832923.98;1224528;44734.68;208425.1;29404.45;24339.53;56696.93;0;97984.19;228349.95;4126886.25;5851425.7
1601;2380469.41;1180180.86;887328.4;20305.18;292654.97;133750;178588.88;74548.91;586600.77;234115.28;650125.41;5253237.24;2590998;1399331.7;291928.78;19062.02;68438.2;100172.12;0;104256.44;627840.42;343138.34;4238198.66
601;1404361.52;784298.54;501120.47;24128.56;94813.95;0;98739.79;2961.03;73182.2;80329.59;312071.15;2198000.61;1502742;169853.98;180704.8;16995.41;21664.41;49447.76;0;92597.22;330928.39;13771.44;1971645.28
1801;1706705.96;627855.29;864439.97;109389.92;105020.78;0;42605.63;5565;140159.42;110194.79;598052.51;2602177.63;1035104;0;128926.82;6683.1;31238;27085.23;2027.04;61893.45;176437.45;1261709.36;2603283.31
104;1996755.62;778261.05;1017068.49;1577.59;199848.49;6801.3;325173.77;34277.93;240414.71;120564.78;247687.26;3999550.79;2015241;601030.49;218417.2;18798.88;71069.8;88426.66;5046.81;35075.05;671280.02;493582.08;2971675.37
702;1359132.77;646174.36;490831.01;14044.64;208082.76;0;17674.38;105468.02;0;238425.24;242605.91;1772892.28;1493364;0;56407.16;2798.41;15806.26;26399.57;2751.64;8651.28;140856.44;82264.68;1963306.32
1202;824054.45;379945.51;301212.52;3041.53;139854.89;31608.7;21543.73;159.2;6505.07;134554.19;53181.98;1095596.13;629444;72872.94;158632.59;2081.34;145719;7608.39;0;3223.86;115844.6;118802;1071607.32
1102;3124263.14;859351.67;2035140.9;15325.74;214444.83;0;238989.04;11439.38;178562.11;57571.88;126298.34;3835005.81;844254;208387.35;187026.07;38184.71;24291.9;71814.56;2813.34;49921.56;548852.82;2046485.57;3737123.89
105;5098715.68;2574554.78;1143889.1;256649.45;1123622.35;601432.4;215592.89;82911.09;118142.51;416328.69;976492.85;7689520.61;2094522;502897.43;3163627.81;93071.26;1298199.78;459769.61;0;1312587.16;1847539.37;80934;7509616.11
1203;1346216.89;782001.24;379383.63;21376.87;163455.15;0;5265.37;18200.08;37486.09;216444.48;360480.91;1963968.84;1298964;0;115640.61;3559.24;84596.8;17217.31;23.51;10243.75;126857.94;422506.29;1984093.82
1103;2300780.34;1367161.15;744705.71;26436.41;162477.07;0;7720.75;59042.7;18462.39;25503.67;444593.44;3136151.38;1227009;105091.21;904249.59;241595.37;287244.95;153014.17;24163.19;198231.91;546513.73;353287.85;2856103.29
1302;2306819.15;1169670.48;956507.06;14989.13;165652.48;105161;333191.33;399892.37;196015.78;67238.68;288929.17;3802982.92;1834071;786528.31;264955.73;11543.82;38233.23;70378.78;0;144799.9;259781.89;657645.99;3697247.48
302;7591650.61;2966453.89;2730617.73;1822.75;1892756.24;154.68;988773.37;10907.4;161967.15;664305.92;2442671.52;12739338.59;5790642;848165.46;1856384.79;268445.57;419410.21;578357.03;0;590171.98;1083886.99;3160259.35;11860430.65
204;705262.03;456824.83;99616.94;21632.15;127188.11;1127.5;173.63;0;3505.42;33108.49;135348.56;855962.85;766746;0;12493.14;388.83;1589.62;6125.06;0;4389.63;24232.96;52490.75;878525.63
1504;6019164.21;3479268.72;1673613.83;24892.9;841388.76;6926.92;43672.98;60311.74;91595.47;78677.85;779031.18;7155248.07;2355252;138417.14;2001101.68;74881.39;352324.01;328172.6;15956.51;1229767.17;1992625.58;667851.67;7079380.35
1004;1595428.77;426623.8;1000001.42;7000.44;161803.11;0;106297.92;10750.31;81049.37;30280.44;42654.37;1779816.57;964411;196895.21;355503.75;16869.13;54127.05;93863.39;5887.91;184756.27;188484.92;74521.69;1866461.18
205;3532393.03;1951002.78;1033133.49;20712.1;527544.66;886.4;64668.58;3319.8;76931.58;460615.78;289019.55;4951638.04;2611289;487040.71;711286.3;52110.43;322699.33;176813.05;3771.46;155892.03;950038.98;191983.05;4427834.72
501;883653.88;229398.42;518748.31;8948.13;126559.02;0;213904.2;1168.5;70977.91;59432.28;125163.4;1166465.5;935910;20848.97;56915.17;3273.14;12634.86;26582.01;0;14425.16;139878.66;12912.7;1354300.17
1405;2417305.88;1425598.84;731708.23;5697.3;254301.51;11393.21;28997.21;0;0;472.37;279354.69;2628815.48;1058202;19373.78;754273.41;97426.81;445315.09;149953.5;1559.53;60018.48;543903.65;253062.64;2737523.36
1005;1650896.05;787167.95;741616.39;46045.83;76065.88;0;442824.24;63603.73;41896.55;41346.15;165421.62;2478691.3;886110;250512.71;319551.22;24812.75;126376.43;64651.72;332.34;103377.98;444044.92;578472.45;2405988.34
703;1136381.8;724823.46;296084.37;44941.04;70532.93;28000;654440.13;13307.44;4658.09;34756.98;192297.23;2112713.61;877344;664375.63;68300.59;6229.02;3513.48;27685.15;921.43;29951.51;234104;268589.39;2063841.67
1702;987184.04;527285.79;382855.67;12590.55;64452.03;5704.2;0;13280.09;6210.06;127426.05;255823.85;2000514.26;1352481;146755.64;65588.8;2284.66;3066.49;15714.27;0;44523.38;332439.56;103249.26;1395628.29
303;15210275.33;6072459.93;3737974.47;241572.14;5158268.79;0;1050983.2;0;498932.31;925995.29;3555621.29;24263032.73;5036649;3548522.69;4529090.44;324900.62;2140007.93;923215.09;168882.01;972084.79;4587697.71;6561072.89;21241807.42
402;4026568.77;1569022.72;2144773.47;47409.73;265362.85;30501.79;1777057.14;90238.06;23817.52;317678.53;1495643.51;8279644.4;3382959;1400586.55;858627.3;36248.94;262104.67;167041.09;0;393232.6;2389707.74;247763.81;7761505.32
304;1765595.42;1105912.6;359001.94;33839.94;266840.94;244886.26;83776.97;76220.57;293196.79;83916.26;566978.52;3027691.13;1637117;531915.32;301562.96;17539.9;88873.91;68445.99;3396.29;123306.87;201580.25;355515.6;3114570.79
1104;1802212.76;849277.34;827477.15;15367.04;110091.23;0;14938.1;10983.33;102298.15;18272.31;58315.36;1917130.71;1124957;27454.69;214454.92;24283.78;94957.94;62003.45;0;33209.75;494896.77;55367.33;2007020.01
1006;2897191.78;1145328.54;1271816.34;19878.63;460168.27;40000;14667.56;0;609028.36;187031.92;323382.45;3562334.42;1576029;199321.95;1046740.09;90653.11;521300.53;271391.48;3047.11;160347.86;365991.18;374252.2;4071302.07
3101;1937708;493679.59;677005.42;659618.09;107404.9;0;1878.67;18615.55;2765172.76;95883.91;238373.58;4916382.04;1527384;104116.88;157210.57;13343.5;70834.72;52085.9;0;20946.45;162978.5;2964692.09;5057632.47
4501;600209.75;417586.62;130091.03;42869.99;9662.11;0;0;16323.58;45346.23;53570.16;228427.78;879254.79;753710;0;29544.83;2764.73;4758.61;16848.81;205.55;4967.13;85025.19;10974.77;943877.5
3102;2938271.47;815582.21;1896344.91;24366.23;201978.12;18030.8;0;123016.76;2670771.77;72117.57;268137.54;6355201.16;1818504;0;282831.36;55744.34;49191;112058.2;0;65837.82;114930.31;4138935.49;6090345.91
1602;2682536.63;1102790.55;1371512.14;91876.27;116357.67;0;217641.01;89748.08;268614.5;107672.11;191294.14;3652812.95;1513845;539699.59;423911.02;58838.09;189254.31;98032.16;617.27;77169.19;1056568.45;118788.89;3557506.47
1204;1412142.71;778408.65;408426.93;27825.95;197481.18;5444.44;8672.24;3077.56;26309.88;57863.35;24313.49;1607939.03;1053741;0;198628.17;5084.68;60573.82;24847.24;0;108122.43;221384.48;134185.38;1537823.67
602;2077970.78;1086127.76;668120.92;90990.16;232731.94;182501.41;199886.48;1005.04;151038.84;126477.81;447857.92;3325738.11;2197866;305581.05;458440.95;42710.21;128417.55;171274.98;7310.34;108727.87;269427.74;94422.37;3186738.28
403;898035.99;568374.12;195399.97;9012.03;125249.87;0;122292.66;0;0;753.57;211180.88;2266769.03;1441569;23509.22;86744.5;2480.74;50248.2;22732.55;0;11283.01;91941.95;623004.36;1232263.1
1802;1073053.13;466034.15;423257.07;11235.48;172526.43;17500;5603.34;1275.01;164941.28;5737.78;155460.32;1278436.21;956481;0;153838.49;9744.85;31799.39;40961.2;0;71333.05;54797.94;113318.78;1423570.86
1406;1758424.33;1325672.14;279460.54;35272.96;118018.69;0;3241.53;0;0;112384.57;198241.09;1927657.2;1176426;53767.52;303910.15;50199.28;73039.32;114049.61;26567.19;40054.75;99266.69;294286.84;2072291.52
1105;22363924.22;7359047.65;8847564.15;83652.92;6073659.5;10445;904625.89;0;867156.16;1034289.78;1258808.61;26439288.16;3445035;9263.18;11500295.38;1618435.23;5033051.45;1362015.68;0;3486793.02;2678472.63;8806221.97;26439249.66
1007;570764.53;327611.66;140216.34;50391.01;52545.52;0;14488.32;0;3275.49;3729.02;31066.46;886478.17;727059;0;68098.25;12592.4;13086.09;0;902.38;41517.38;81972.88;9348.04;623323.82
502;3618379.46;1591782.17;1148540.76;1958.01;876098.52;740809.07;1375681.31;94761.4;1045355.18;701949.04;889163.61;8663724.41;3926598;2674526.29;610709.45;92223.76;239957.43;139810.02;0;138718.24;517538.55;934352.12;8466099.07
106;1711156.37;702167.69;705986.11;73696.29;229306.28;259.46;870.54;11146.3;22160.08;60193.2;3018.69;1922154.83;1350759;0;156997.96;6299.53;40758.43;60068.1;0;49871.9;263002.41;151395.46;1808804.64
1205;967354.51;550286.8;348091.06;0;68976.65;0;3770;50643.3;25045.66;102800.31;20464.73;1164692.6;945897;0;31198.66;1950.22;4284.51;8847.71;0;16116.22;155030.01;32566.93;1170078.51
1803;2241191.12;1021954.71;969153.14;26276.79;223806.48;22591.65;8165.66;25533.89;212872.41;38980.89;184329.61;3111671.88;1899099;199958.06;145818.07;9076.74;31905.72;66942.57;0;37893.04;370476.56;496320.19;2733665.23
804;1998760.68;628319.26;1059669.24;4779.43;305992.75;11313.39;0;3226.29;3783.07;3623.58;60217.26;2344287.45;852954;615158.83;172248.49;21902.76;73833.73;28760.03;0;47751.97;659457.6;44468.53;2080924.27
206;1722066.15;870350.86;569729.75;15047.75;266937.79;4394.22;2089.61;9615.69;26199.76;66797.76;212667.22;2007340.23;1358733;149346.13;90180.64;7038.94;12637.18;33253.93;15240.3;22010.29;305352.88;103727.58;2043830.41
903;1351200.37;776648.32;388712.78;33574.59;152264.68;16000;41385.31;0;10077.84;27397.62;117803.36;1812239.19;1334556;54058.99;205515.5;25407.57;20065.85;23823.45;0;136218.63;115716.73;102391.97;1563864.5
305;2292284.92;1103929.56;939735.41;18060.41;230559.54;18603.42;2507.76;973.22;628414.07;185548.05;417315.77;3319854.4;1807827;752628.13;305715.49;14901.07;149139.77;69370.43;0;72304.22;420752.99;32930.79;3545647.21
1407;1745750.43;817923.67;679371.92;53525.71;194929.13;44237.74;241036.66;959376.15;976968.51;399947.8;868147.17;5275000.44;1684488;248067.35;73563.87;13231.06;8902.59;35128.59;642.63;15659;40012.58;3228868.64;5235464.46
1703;8080781.76;2357641.73;5019706.18;330315.15;373118.7;0;465646.43;456283.48;1102940.85;990740.03;897964.76;12560405.38;3230169;335789.98;704184.9;44731.3;316095.72;206057.09;0;137300.79;1810649.78;6479611.72;11994357.31
1804;2084575.95;978838.4;757865.98;449.93;347421.64;24673.28;225283.37;119808.82;67836.78;161007.18;90196.31;3411430.91;1894626;387391.54;128816.58;0;14327.64;52035.95;0;62452.99;53177.13;947419.66;2773381.69
603;12478713.97;6084395.91;3383164.74;192149.5;2819003.82;657989.36;198428.04;0;284535.55;945136.12;2448252.32;13510236.37;4181487;1030886.4;4717854.27;290467.87;3114518.7;757789.16;7519.7;547558.84;754979.34;2825029.36;17013055.36
604;1827654.43;768372.41;969270.64;10526.03;79485.35;0;109749.58;32999.48;13662.54;252108.21;172922.63;2357933.39;1012026;130925.33;273015.19;16631.42;75118.38;75106.2;0;106159.19;810771.83;131195.04;2409096.87
1408;876838.29;484321.84;307068.77;27527.05;57920.63;11673.08;182115.27;5179.79;3955.58;77442.67;268229.88;1400725.86;763369;189182.42;55482.8;8856.88;17843;17385.64;1494.23;9903.05;203103.65;189587.99;1425434.56
1409;2339579.96;1379865.97;713625.81;7485.11;238603.07;5035;42541.16;6350.02;58179.97;141035.36;85376.15;3870115.49;2482055;470651.25;226525.73;11292.26;36478.49;56613.73;82356.64;39784.61;457934.25;232949.26;2678097.62
4901;179348.14;117029.15;51818.04;1880.45;8620.5;0;0;204589.62;64352.3;57476.73;48510.76;630432.59;362208;243392.82;2304.31;0;0;2168.34;0;135.97;2527.46;20000;554277.55
503;3876533.29;1287292.13;1798138.96;155212.45;635889.75;157692.19;736178.1;12208.26;1084071.12;710738.32;1767747.78;7429841.24;3011376;375166.03;903462.06;93749.61;326897.49;210330.45;13496.03;258988.48;682198.59;2457638.56;8345169.06
1206;1043741.14;468151.61;442324.88;19216.1;114048.55;0;16160.88;28778.21;32474.87;584340.59;128014.8;1780086.34;1114051;441755.2;51463.89;1584.87;36842.26;9042.54;0;3994.22;87115.23;85701.02;1833510.49
207;843033.62;474811.6;251807.86;5137.34;111276.82;0;0;25674.74;628.34;44977.56;54626.51;1161968.52;762615;1123.1;66894.04;4887.7;11803.14;17823.82;0;32379.38;178523.23;152813.15;968940.77
1207;3304675.99;1302162;1376936.22;5805.55;619772.22;290757.42;257937.89;2344.29;832355.89;246613.16;63483.05;3871500.95;1939380;113293.79;240038.03;42614.67;78245.27;91938.55;0;27239.54;747635.24;831153.89;4998167.69
1410;2928987.9;1182703.56;1377602.66;66805.88;301875.8;0;81351.61;706342.18;114831.07;317945.47;202748.82;4780375.23;795855.5;194215.71;485660.15;106935.68;151654.5;98618.72;0;128451.25;693819.11;2610824.76;4352207.05
107;3640055.05;2132268.5;1156370.78;22151.18;329264.59;269280;770188.95;5015.22;364560.29;1192578.3;238357.65;6610349.8;1363245.5;1725961.16;1117779.82;60425.17;112407.57;141660.96;1259.39;802026.73;994504.97;1408858.35;6480035.46
306;2227412.95;901081.33;816862.14;10086.41;499383.07;75000;271622.24;0;507416.1;338352.9;316104.95;3655938.61;1551357;1144968.14;608468.52;46816.56;185682.07;185510.31;0;190459.58;207714.81;143430.14;3735909.14
108;2186599.11;1091378.61;761935.26;20812.17;312473.07;58143.3;394362.92;64821.4;266500.57;307888.06;342935.1;3250838.41;1640984;666160.25;369603.34;19519.19;65407.92;133149.03;6344.26;145182.94;374735.57;199355.25;3621250.46
704;2778550.55;999632.24;1353754.12;82695.13;342469.06;0;718658.78;15556.01;74437.54;954765.71;184741.23;5196280.78;1692420;576835.68;367016.31;7662.81;241509.85;56334.5;0;61509.15;437993.71;2122015.08;4726709.82
705;5492184.96;4011333.11;1047309.13;254046.49;179496.23;7749;20691.18;0;0;108069.87;2084816.39;7129711.46;3302649;20371.47;1081849.68;72279.63;237261.43;275963.83;0;496344.79;671288.81;2053552.5;7713511.4
307;3504766.61;1803357.11;765541.84;28191.08;907676.58;0;67488.81;35436.8;73472.73;29350.53;1253468.76;5011163.08;2990619;19602.78;599965.92;48425.83;185181.01;232230.6;5909.16;128219.32;615061.11;785914.27;4963984.24
805;3571505.91;3054378.81;330079.49;43782.75;143264.86;2715;89676.72;0;42438.76;87877.37;865517.44;3888187.63;1582019;118767.64;1284871.58;112428.21;314010.66;520014.21;0;338418.5;350029.44;552499.97;4659731.2
1303;4905250.77;2468108.97;1590205.28;10026.53;836909.99;347550;602459.9;244464.92;158398.93;407256.82;354173.34;6902571.51;2631912;1188787.6;907609.7;73209.89;274278.54;273364.01;27689.15;259068.11;1355436.77;818825.44;7019554.68
208;1883672.91;1002718.96;648154.73;23055.17;209744.05;10462.5;129718.69;37224.44;5523.18;180218.53;289843.95;2682012.39;1544100;51474.3;288588.09;3736.46;190281.44;30209.21;4714.45;59646.53;231827.45;566022.55;2536664.2
1411;1395884.25;515763.37;759369.06;33369.23;87382.59;0;14789.24;0;204739.79;10228.81;75584.3;1758574.93;1147123;21581.61;156819.24;6375.18;42511.11;39975.84;0;67957.11;356091.99;76959.09;1701226.39
605;4171932.26;2121008.71;1627406.02;99658.42;323859.11;0;599168.96;0;25255;951416.95;493342.95;6993849.56;2331066;1836493.64;1167759.56;107121.79;452884.33;338920.81;0;268832.63;1294219.85;364310.51;6241116.12
904;1435273.6;476934.83;610250.04;24858.64;323230.09;3172.38;79950;23531.5;22.14;13061.32;292915.16;1963912.35;1599669;12557.05;57343.82;3973.32;23291.98;19873.76;156.24;10048.52;177846.13;116496.35;1847926.1
1008;1080458.09;656506.57;290276.72;73094.34;60580.46;3966.75;325.95;0;773.67;29709.43;291674.03;1380613.93;1095500.37;5854.9;93453.86;5880.47;14939.45;28813.5;0;43820.44;149301.16;36503.64;1406907.92
905;1278214.42;396881.07;665247.52;207289.64;8796.19;0;0;0;28785.29;4305;301917.74;1893142.28;1015614.9;0;71118.91;5789.66;20704.19;20203.17;953.32;23468.57;116400.22;690008.25;1613222.45
404;1141892.71;626884.5;354640.82;59041.35;101326.04;0;210742.47;0;85413.43;81236.86;264343.67;2174831.94;1128548;298176.71;31247.21;1351.66;8203.78;12142.98;753.14;8795.65;118430.34;598429.68;1783629.14
1208;794407.62;371132.68;357833.74;7157.54;58283.66;0;0;3025.8;573812.79;12798.7;110966.54;1836660.56;826254;838047.15;33531.87;7694.01;6193.59;13984.51;46.94;5612.82;110355.32;28472.22;1495011.45
3103;10952880.28;6840389.01;3122168.34;159752.73;830570.2;142894.5;81920.82;1959478.29;375614.32;996746.12;1381656.63;16817324.01;3708156;7777.5;3680116.11;372085.38;1452213.35;585281.93;0;1270535.45;4609814.64;4811459.76;15891190.96
504;7652109.63;1471645.66;5375937.69;511911.71;292614.57;697.53;3367187.8;4579430.77;8620398.01;2550863.6;980624;28008176.71;2686104;1809273.33;386564.27;50028.12;117302.24;113600.3;0;105633.61;757802.32;22368432.79;27751311.34
1209;840740.65;460713.32;209652.88;5197.3;165177.15;0;4535.01;56500.53;81.18;11207.29;50163.42;1416890;954033;147760.31;34275.6;2860.23;5634.15;8096.47;0;17684.75;157558.4;123262.69;963228.08
606;1115932.52;637683.15;389067.7;15617.9;73563.77;0;81948.44;9868.68;273721.31;79968.23;165041.22;1549427.82;1086621;29213.72;99820.21;6517.08;16450.67;17894.81;0;58957.65;137834.28;195938.61;1726480.4
1412;1042449.08;511128.3;441008.92;3220.87;87090.99;2878.2;24865.15;32249.51;22914.49;480215.85;46036.08;1730048.51;737001;370827.19;119089.46;9903.01;26698.07;20471.58;0;62016.8;153927.87;349202.99;1651608.36
1304;11282662.4;6070368.09;3488686.06;67518.2;1656090.05;95966.87;1064993;2813.68;1488809.3;92134.06;1087275.09;21209412.31;4359609;9762444.39;1901020.95;393684.32;435779.31;699911.87;39839.4;331806.05;2228252.87;2958085.1;15114654.4
906;1384556.99;625824.71;443687.99;17047.81;297996.48;9383.64;298.07;12583.63;535054.87;219924.35;239950.42;2522814.27;1636677;425627.09;124162.78;4515.85;37624.16;55670.99;0;26351.78;249797.43;86549.97;2401751.97
1505;3501181.85;2059148.14;1031790.41;44020.72;366222.58;4166.26;55845.15;66149.05;560636.48;150057.58;229224.98;4661520.97;1599720;31418;1309995.96;90564.04;956060.61;64532.85;3606.62;195231.84;384721.15;1335665.86;4567261.35
907;3786190.5;2185364.31;868553.9;173619.58;558652.71;75586.04;40787.64;19349.52;196081.87;107258.27;1719417.36;6024400.69;3234450;333741.52;553516;68371.37;192003.22;204871.1;0;88270.31;626999.4;1275693.77;5944671.2
308;11199461.13;5527453.01;2939024.75;351531.72;2381451.65;385453.08;257648.43;0;372243.08;604609.3;2307452.46;14588254.81;5847255;2779636.4;2538347.35;292262.41;839089.94;728592.78;24245.4;654156.82;1141858.02;2281158.04;15126867.48
4701;1228808.79;750758.47;305635.24;24758.83;147656.25;0;0;0;340336.45;180683.16;245119.68;2046624.83;1259601;298297.67;159747.56;13412.53;13031.62;86708.44;0;46594.97;327354.11;1624.49;1994948.08
505;2469789.5;985085.57;1328567.67;6520.75;149615.51;0;39605.86;16826.6;130625.36;177006.67;281150.88;3684402.14;2805453;19797.37;245972.29;4973.98;196278.42;19013.58;0;25706.31;475048.05;138131.43;3115004.87
110;4291082.29;1248138.63;2226851.09;709823.02;106269.55;218560.26;341239.56;3393.58;500417.92;111956.75;682359.05;3858535.81;1376308;52390.44;1006799.92;89190.43;536408.02;238463.98;0;142737.49;1061596.9;361440.55;6149009.41
